UID1,UID2
1773,4059
3365,6051
1035,989
2327,6553
2924,6155
1023,146
2787,4095
166,4620
3806,6559
8573,8855
3125,4155
1152,5618
1725,2924
3446,3817
1276,5493
1043,2232
248,5179
4961,643
2736,2883
7946,8082
7845,8573
7575,8298
1785,4989
4013,5401
4013,5599
1984,4161
7256,8398
7830,8421
2558,6929
259,3640
2383,5248
943,981
7381,7408
3584,3806
7661,8049
8472,8526
4088,5740
8314,8434
5974,942
2816,6147
8185,8494
1390,4077
1757,2668
5744,6298
4008,5490
6729,7671
1716,5211
7591,7797
4862,5310
1611,1818
1185,1816
2209,4922
3530,3777
3644,3789
7489,7954
1182,3066
210,826
4236,903
3886,4467
4160,750
4282,4903
6830,7883
5775,6214
2520,989
1735,2197
4306,5355
3850,4013
6746,7605
1770,4718
3771,5867
4334,5501
2591,4427
285,3348
2693,2864
7881,8191
4013,6860
3321,5924
2448,2502
315,936
4147,4544
6987,7845
3847,4013
3640,4354
4333,4339
7281,8660
6733,6735
264,6457
7593,8049
2360,5260
1749,2580
7793,7799
4158,985
7399,8343
6832,7822
1710,4206
3303,4366
4508,6097
6685,763
1500,3444
2134,3395
2853,3656
4044,5101
3307,5444
4234,4674
7123,7309
7163,7745
395,810
7378,7996
4131,6314
6753,7687
2612,3970
8306,8521
1785,5563
24,886
1980,4806
2323,358
6802,7376
3145,4013
5720,5824
349,4643
4849,5385
3766,755
7283,8445
1438,6121
2457,5669
1783,6067
4663,4726
2294,5011
480,6134
426,858
7681,8221
1019,4373
2143,808
7748,8857
6805,6983
6702,8405
3046,3071
2508,651
3459,4360
6817,8192
7402,8781
7042,7351
4049,654
5724,5867
1743,4195
7490,7635
7101,7300
4873,5319
7593,8140
4096,5159
3080,6911
248,4288
7959,8139
312,4956
4013,4750
3099,6335
1701,1857
7657,8852
7575,8141
2698,5289
3382,5877
3642,5723
480,4942
2469,4013
4966,4974
3237,3878
3618,4932
2889,4718
3349,473
1664,4333
8783,8810
214,4220
2214,3093
3431,3929
6795,7389
2877,3527
1480,1736
7530,7841
493,908
2788,2889
3358,3960
3926,6549
3128,4007
1382,2605
2448,3971
2659,4292
5205,6581
3398,6290
8169,8850
7033,8614
3665,4206
1820,5150
3148,3558
197,4549
2584,4418
4505,5771
3784,6890
7038,7857
5674,5810
7143,7686
2187,2834
7845,8452
245,2976
3670,4048
4540,6914
7539,8079
2532,4969
7389,8268
4279,5097
7520,8667
7862,8065
3931,5967
1488,6000
1719,5862
5569,856
6592,6884
2989,6163
7000,7958
2926,3229
1785,4407
7120,7505
1784,3520
7372,7455
7480,7558
4262,5270
7302,7758
4435,5693
4622,4663
7142,8412
3240,6228
651,989
5393,72
3820,450
4404,4935
3260,4993
6720,7677
7371,8411
7089,8593
8152,8623
6781,7843
2446,969
7748,7904
2258,4202
5478,6301
7474,7492
27,3063
2970,2981
7409,7740
7822,8337
4549,4663
3161,6301
1743,773
4792,5457
7845,8559
4896,6903
3439,4934
2862,948
1185,1817
3671,4044
7627,8426
2810,3202
139,3103
2129,4212
3627,461
5706,779
4922,6497
1675,2985
2591,5580
3334,3346
2605,981
4329,4906
3615,6005
4659,5510
5367,6911
7708,8443
8134,8798
4852,72
8246,8661
7733,8841
4413,872
3754,4533
2316,5729
7459,8417
4058,5698
3330,3356
2825,4363
1157,4853
5488,6453
7371,8414
450,4750
124,885
420,4625
1563,6242
641,6914
487,989
6808,7341
3758,5779
4206,5412
6181,976
1344,578
5825,881
2210,6500
282,4230
6744,7963
6757,7952
3459,890
1798,5403
1625,5867
6786,8832
7630,7975
1407,452
4111,5035
6832,7073
8481,8786
1785,5406
1785,5395
2868,2889
1521,4008
7364,7503
7089,8525
1041,8787
4956,992
1564,6484
3871,4154
1841,2775
1191,861
4871,5142
2954,6162
3039,6114
6763,8339
7166,8093
3278,4508
4702,5733
7892,7956
6695,8472
1495,5867
1152,936
7407,8841
2372,2811
6811,7356
6760,8228
207,2159
2816,4553
5525,5790
111,2868
2591,3635
7143,7284
3396,4095
3562,3806
561,6021
3900,5381
4950,6583
6208,706
3784,6937
4397,4526
7346,8416
6013,6178
6773,6987
3402,4206
3293,3965
1624,4688
7256,7588
1689,5983
3784,4112
3288,3956
280,5867
4056,6060
242,4095
1770,4919
2185,2362
1555,4120
2947,545
7762,8839
377,5862
2982,3459
265,4032
2708,2878
7758,7833
7285,8417
3430,4333
7031,8032
7840,8821
7473,7895
7378,7516
1359,2432
7605,7982
3177,6297
3596,3929
1516,5426
7661,7879
1185,6608
7357,8471
1527,2124
2225,23
8216,8690
3235,948
1564,2408
7290,8781
7118,8467
1030,4958
8004,8341
1552,2511
7801,8096
327,5272
3315,4048
124,4272
7442,7501
6695,6707
3135,6062
2593,5096
5878,6671
1147,2706
7496,7547
6744,7380
7856,8353
1647,948
4095,431
7898,8054
1330,1653
3324,5867
7602,7677
1742,5142
2323,8282
5525,928
1675,2980
2239,6258
1821,375
2723,5682
1899,4514
5582,6934
8163,8623
3511,4524
7069,7758
124,2209
6058,642
2511,6686
7098,8583
1570,1785
3893,3992
2610,3885
3401,6858
7442,7670
2531,6228
243,5367
8404,8827
1309,427
8178,8438
5532,6290
7844,8409
7914,8849
3899,4000
1687,2771
5035,5168
315,647
7621,7652
7399,8079
4627,6897
276,4011
166,2128
623,6269
7482,8305
4362,842
3233,3642
2889,4919
2795,6586
6803,7741
4333,5834
6092,6476
3275,6296
1653,4688
7488,8553
7152,7792
3303,5681
1675,2997
3073,6458
2149,5129
2320,4165
5317,6865
2833,2926
7044,8849
5488,750
5707,6270
4508,4947
4351,5977
6549,872
2816,4320
7599,8199
6818,8139
7301,7758
7458,7515
1272,2426
7089,7484
923,936
5130,5380
6087,711
1625,3331
7518,7628
7050,8455
1761,885
6810,8549
1715,3839
343,3467
1785,425
6817,8569
3505,5508
4643,5475
2367,5327
4054,4236
238,783
7893,7956
3073,5179
2433,5597
111,5638
5208,5387
1549,654
4044,4500
1570,5373
6746,8366
1207,5802
1014,989
212,2997
7523,8189
4026,417
6693,7580
3231,5519
1743,306
2605,4622
5867,838
3860,6335
336,5867
3379,5891
4030,628
8026,8245
6821,7480
4013,6289
3403,4111
3360,433
4846,5179
8583,8594
3954,4126
7098,8796
1185,914
7723,8483
6693,7597
1218,4823
2488,610
25,2545
2448,4173
7376,7707
8370,8402
5200,6580
4401,6198
8305,8472
1831,6599
3586,989
3054,4548
3586,4428
5208,5386
7867,8472
2140,4953
2346,4617
1330,331
4901,5392
1896,5845
3416,4995
3140,5561
3080,7379
2736,5748
3016,3060
2503,630
4153,5941
3792,4200
4813,6274
7061,8088
7758,8054
7982,8455
3627,3723
5867,5988
6280,918
1404,4561
4161,5499
3981,5867
7827,8685
1840,358
4333,650
4832,6914
8170,8392
5246,6632
2333,3978
1785,4100
1774,840
6547,984
6526,981
3065,966
3626,443
4039,4147
6754,8837
7337,7816
3348,5511
1212,3590
2926,4118
7026,7731
8559,8667
4842,5208
7899,8067
3806,656
868,921
758,897
1330,1624
5168,5216
5221,5328
2593,4508
7927,8534
8048,8100
1495,3530
7397,7892
3275,3900
1694,3277
4293,5389
1357,4565
7322,7490
3016,5208
539,923
6718,8249
615,989
4929,643
3552,5028
2634,4091
213,6167
3892,6925
1182,5179
7355,8648
1724,6269
7704,7713
4425,6444
6713,7417
2209,331
6776,8683
1025,4165
7301,8048
246,4850
6284,703
7831,7921
4044,5373
4531,5136
4350,5867
220,3827
8337,8797
7442,8661
6174,6178
7377,8689
2327,3099
492,5714
1743,4378
2947,5996
2586,3815
6978,8222
1699,4216
5389,82
7537,8563
7758,8189
5937,989
7727,8662
8513,8677
7705,7708
3721,3778
2750,6633
4048,5674
2889,5862
3453,3558
7094,7269
1785,698
387,5478
6821,7599
456,5466
3708,5954
2771,4919
4129,5445
4300,4884
2970,5461
2784,5845
3841,4383
3999,924
4076,4206
4517,709
4051,4445
1727,181
5367,7379
289,4157
1770,1841
3303,4470
4206,545
7603,8455
2527,3371
7324,7997
7688,7689
3575,925
4064,6930
5714,662
1209,4095
1357,4104
3023,69
1152,647
3373,834
3459,6095
1770,2802
6989,8813
1569,6228
3356,3660
2524,4561
2752,5569
488,989
7138,8276
8491,8550
3660,6201
1407,762
2945,5317
7299,7934
897,923
3732,4044
8483,8837
1274,2665
7779,8401
3700,4013
4621,8250
1500,2240
2664,5385
3806,5717
3046,4293
2641,5208
7605,8647
5060,881
195,3252
4390,724
1185,264
3131,3252
1675,2976
4333,697
6802,7705
7293,8576
3443,6406
6545,890
3162,4559
6997,7873
6989,7296
2503,4206
1485,3959
2448,5592
3282,6883
3257,4011
2924,3094
4013,811
4387,4508
1509,948
6835,7070
7786,7801
4090,509
1770,2752
7116,7830
7061,8141
1953,2141
4417,64
7530,8343
7035,8513
8487,8690
7575,8116
5803,5835
872,913
1315,3234
3754,5442
3896,6622
7692,7982
1813,6914
3788,6129
4077,6681
1818,2235
7562,8313
4744,832
7961,8296
3459,5749
2868,5211
3400,6956
7934,8335
2707,3656
1785,5637
6734,7378
7361,8834
4085,5156
5783,6277
3083,5208
1717,6495
7765,7982
6779,6794
1016,2285
7517,8041
1239,5802
8446,8453
7694,8421
2967,7179
3352,3758
7285,7459
2926,5061
7510,7676
2740,3903
6744,7404
2790,5241
5590,649
4956,8260
3459,3630
1207,2235
3416,4273
378,5652
3985,985
4321,5208
1239,2443
3046,5374
5462,5578
111,1719
1743,3559
1637,3055
2924,6264
5168,5855
3395,4334
4333,4933
4846,5177
1662,497
6301,6453
5842,6211
6267,781
7601,7971
7468,7739
7916,8093
7492,8269
1785,4439
4002,4013
4282,939
4095,5669
4655,6321
1547,6194
3754,6293
4235,5688
1624,6323
176,4080
3291,5688
7885,8005
7569,8679
3078,4282
8066,8094
1274,4927
5246,5310
6020,989
7593,8050
2190,5317
5272,6225
5552,6883
3703,5047
2367,4344
3327,3456
1596,989
4051,6600
1028,5517
2605,921
168,5168
3399,904
1531,4013
1633,1785
2947,5638
1188,2705
3979,5975
1041,1500
6808,8037
4874,4898
2545,2643
5252,736
400,4561
6734,8176
7406,8410
6781,6989
267,4134
3296,5771
3116,3443
2474,4200
1505,4508
5995,6538
4052,6185
7404,8842
7696,7890
5678,6681
6980,8623
1270,4652
3908,4076
4561,6299
2240,5360
7122,8637
1358,6269
4854,5208
7820,8184
7693,7889
6823,7469
2926,6006
279,3262
2381,6877
1329,2816
2372,3183
1323,959
7624,8851
207,5163
2543,3254
6735,7709
6771,8342
8197,8229
7404,7575
7318,7949
2430,3517
1028,976
1820,5246
6754,8483
3152,989
3222,989
8070,8622
338,6299
3299,4187
3446,5810
7900,8341
1664,4269
1687,2676
1365,2606
3587,5427
2154,6520
115,3806
5992,6047
2940,3695
363,6579
7033,7717
189,2747
6702,7588
7677,7679
7084,8781
2748,954
5028,881
8457,8657
113,3668
4334,4995
2716,2904
7365,7366
3412,3820
4302,6211
7286,8402
6096,6683
1182,5177
3125,4935
1566,1837
4964,5462
6931,736
7418,8583
1187,1766
218,4371
1383,5175
1703,4621
7758,8841
4090,888
7536,7547
7316,7836
2296,492
3228,4664
2199,2947
7771,7871
7165,7894
503,923
2438,5715
1653,6323
1023,111
1538,2405
1903,6844
459,5578
8437,8441
2809,3656
7055,8262
4161,5719
3624,6090
3737,3924
2374,3202
8092,8258
7850,8553
271,538
1292,4970
3996,64
6827,8402
6536,954
3261,5915
3101,8826
5878,6250
2665,4927
1359,378
7781,8463
7469,8503
4013,6601
6745,7709
2323,3575
1837,386
1570,843
5556,801
7587,8404
1207,1343
6991,8846
485,989
1623,4549
7996,8002
4720,6324
5867,644
1570,5871
2181,4863
7829,8132
7087,8443
4487,4508
3462,4134
3357,4013
1793,4333
210,4671
3906,6064
3362,3406
1001,533
7165,7289
2999,5721
3475,4147
7068,8365
3975,4161
3161,342
7027,7964
3357,5527
2574,2773
1021,5565
2926,954
7927,8295
3335,6858
2630,562
6866,746
6724,8418
4720,6083
2893,3003
6467,6484
6301,750
854,989
5177,72
2323,7177
1484,5035
341,4508
7934,8580
3080,5208
2816,2893
518,6439
3416,5103
7119,8832
1307,5847
2551,4620
3488,4013
1438,1717
3246,5478
2431,3245
7973,8565
3396,458
2280,288
1548,6662
4689,6632
8573,8667
8414,8432
4096,410
2397,4077
7681,8012
7476,7773
248,3016
6608,914
4333,5857
3398,4333
7475,8521
7380,8818
6593,6884
3149,3834
3000,6585
2461,4095
7642,8640
2469,305
1833,1882
2798,6031
8059,8690
1495,2580
4013,4812
2732,920
2540,4950
3871,6633
496,6611
7104,7480
3416,4203
5033,6271
7676,8412
1570,6293
6821,7104
3959,4082
2593,6073
218,5523
6821,7504
7355,7817
3024,3080
5030,6260
249,5208
7080,8857
2671,4076
7900,8328
7971,8409
246,6581
2807,5458
4200,6441
2606,981
4233,6309
5095,989
6759,7486
7506,8654
2687,2889
7301,7764
1761,4549
3063,3089
5480,6053
1785,2767
8394,8406
4643,5986
1762,2947
6773,8425
8031,8075
2459,4095
1472,1887
2335,3438
1636,4643
3365,3660
3059,5364
8219,8771
3745,3775
3162,5829
4144,989
1479,4508
4476,6218
3755,626
3072,5663
7754,7971
7681,8505
7464,7471
16,4854
2185,4108
382,4446
1743,5030
7982,8263
7773,8034
6748,6973
7369,8358
2862,495
1888,3068
141,5997
307,6237
166,2551
6832,8797
2500,5701
7325,8771
7530,8079
3444,4052
7587,8827
1846,6955
1570,4417
5799,6005
2513,4956
273,461
6008,6098
7462,8833
4655,5001
3360,4519
6749,7087
166,1770
8637,8804
758,880
3150,4832
7711,8318
6695,6699
4044,843
2428,5350
4435,5029
1028,922
3137,5246
1743,1785
2752,856
8188,8845
3745,4030
1445,6141
3829,4643
4044,5871
7463,7973
1363,3686
2835,4620
1315,4663
7749,8556
6986,8666
3015,3088
113,5281
7663,8410
2292,4921
124,943
7472,7828
3086,5208
5118,5867
4200,5417
2987,5763
3153,3992
7161,8804
334,5754
1038,6203
1208,6280
1896,23
1763,3586
263,5799
2393,6149
8429,8820
7368,7597
2567,4965
531,989
2448,4797
1486,2593
4147,5895
1330,1365
1837,2736
1784,3249
2719,4896
1511,5817
4972,509
2617,3989
8522,8835
437,5410
280,5674
4202,6848
4186,4482
2155,3647
3107,989
7314,8067
1182,5201
139,2676
1331,5315
2930,5240
3444,5360
3236,6914
7956,8684
2539,6890
334,3496
1567,1751
7677,8316
7552,7815
8198,8684
8455,8507
7461,8825
1979,5312
2747,6150
6526,921
4013,626
4013,5941
2476,6249
8485,8832
1638,4439
1344,1816
1012,4003
3619,4332
4044,6293
2201,3252
3275,3348
1857,4971
1763,5167
1438,5182
7390,7824
6731,7025
4013,5938
2775,6945
1816,6520
2492,578
1019,6446
1167,2358
8798,8834
3282,8281
3642,5407
3005,5638
7104,7599
4121,4658
502,5618
4206,5434
5194,6598
4147,6000
4297,6149
1492,515
165,2926
1263,3333
1491,5332
1844,5982
2811,6642
3282,8280
8311,8314
7702,8177
7689,8458
1369,3322
7039,8611
4245,463
5618,923
2533,2736
327,6214
273,3627
7084,7344
3657,4277
2378,4095
4720,6888
2605,6323
5125,6473
7851,8571
7032,8329
3326,3354
1235,3685
2397,6296
1549,220
2386,2761
7371,7509
319,4097
207,2219
4265,6621
417,6623
1494,6240
1476,3122
4095,6247
7307,8051
7050,7094
2893,6888
4412,4611
3558,3929
3628,4058
5193,939
6695,8257
7784,8669
7487,8835
2337,6206
2795,4891
2367,253
155,3505
2860,4095
6803,7823
1857,861
2635,8290
1785,3569
1437,5179
7380,8298
7524,7774
4384,6280
3544,736
7143,7697
3062,5385
4317,5345
4922,868
278,783
7643,7645
1597,5841
1743,3790
3070,4
6735,7982
5922,6031
7494,8531
4417,5480
6783,7062
5574,948
3558,4122
1519,1785
1439,725
4831,6592
5991,6887
2116,5143
1010,3371
3346,6914
6754,7562
1896,2225
3871,3911
5823,6626
111,2687
3791,4110
3064,3069
191,2696
8241,8691
2606,4622
7167,8677
3553,489
4986,5114
299,6857
1796,5265
7282,7375
3860,6553
6731,8411
1703,4561
7704,8417
5318,955
8343,8676
7406,7670
7210,8669
3469,5408
3560,4333
8454,8559
3853,5524
475,6048
8262,8408
1761,943
159,3161
513,5781
4335,872
4112,4265
7363,8406
6816,6819
5208,6635
2539,6937
6453,750
8132,8847
471,706
5107,6564
6740,8785
5075,985
2276,3312
7000,8554
3298,5811
2539,4112
2246,2428
3213,933
7704,8176
7482,8521
2335,3149
2855,841
7252,7967
4293,4617
2668,6677
2924,4912
1475,3700
3234,4663
7892,8684
1566,6389
3558,5858
4956,5714
4483,6035
2676,2889
4124,5120
3192,4013
7165,8401
2327,6513
1703,2939
148,4553
1495,3315
4674,5029
6697,6711
2135,4950
2116,4950
7106,8041
3443,4403
2643,4206
1743,6153
2273,728
2143,6544
3932,521
8004,8551
4842,966
539,897
4222,5146
1165,2958
2486,6626
3158,3371
2397,5678
3560,3815
8180,8781
2921,2973
1344,1817
7007,7829
3309,641
7982,8458
2668,4337
1789,6276
2616,5211
7166,7918
1531,6096
1285,6615
7477,8459
637,6410
1564,727
2557,4161
4147,549
3356,617
7768,8564
2525,4932
2448,3763
7972,8084
6783,7313
124,4922
426,989
7019,8612
7380,8141
4333,4421
358,4333
7520,7540
1618,5941
2240,2321
1330,6497
3211,5983
4123,6062
4232,5501
3401,479
7689,7931
8184,8191
6748,7285
1785,218
29,4282
4242,477
5520,6393
3305,6955
2241,5469
4008,4360
273,3723
29,6122
2204,4552
1184,298
4032,6335
3161,4723
1182,6630
4161,6473
4620,5461
1586,3287
1028,1541
3254,4954
2828,4003
7442,7846
243,5208
1555,3702
2380,6577
2701,2850
3080,5202
7566,8437
6718,8015
2448,800
3356,976
1695,2441
7832,8672
6775,7821
7503,8395
5488,5940
234,5859
7395,8504
6990,7828
4479,750
4158,4222
2476,3262
1491,5732
2448,261
7050,7603
8056,8067
2945,5221
880,923
1343,6639
2760,2783
7839,8780
3254,518
8377,8514
3665,5682
5568,6080
3558,3596
615,6610
4385,989
2987,4549
2323,4049
7955,8452
7519,7903
1894,1907
2926,5781
8111,8160
7705,8443
2635,2644
3268,6269
2209,6497
4013,5138
5261,6135
1415,6013
7250,8637
6718,8016
2754,3656
5774,5855
7472,8564
4247,989
1512,2591
3996,5480
397,6085
6390,6671
1161,5182
1226,7139
5395,5513
5867,6450
201,3668
6796,8836
2435,3326
299,371
1344,6608
7322,8082
1369,4646
7796,8388
3405,946
1592,530
7328,8125
3082,5368
478,4956
321,613
7258,7669
3081,4325
6729,7675
343,5808
4145,4937
7279,7366
7758,8571
2444,3268
2947,5038
1799,804
1343,263
617,6201
8035,8768
6785,7471
7123,8845
6827,7032
7850,8245
5045,5566
2335,3904
2448,6924
8522,8806
1315,1820
3513,6925
2650,5183
7466,7782
7689,7693
1028,755
2154,2492
8066,8085
1472,6109
5160,639
4385,5154
3809,802
4954,4956
6980,7940
2542,6869
3020,4906
2779,2948
7500,8637
14,5367
3062,4848
8102,8409
309,5870
1785,4937
3532,661
2155,5867
476,5094
4013,610
3648,6405
2380,2920
7804,8337
7161,7361
3408,6427
6269,6305
5272,5775
2736,920
6799,7110
1785,64
5331,6158
7272,7986
2712,6541
7837,8333
5250,6152
1855,4674
6776,8780
1555,3494
3588,4316
6792,8341
2617,6951
8276,8583
2271,3328
2448,6492
2156,2398
4816,6967
4008,890
8109,8188
1365,868
4404,6466
1785,262
2926,4390
1693,3630
2362,6587
3933,5867
1481,5118
6763,7937
7836,8235
1761,4922
7663,7670
3712,6887
1785,3711
2190,5221
6754,7723
6771,7895
7293,8169
2234,6637
7502,7525
1611,6639
1514,3630
7978,8670
7524,7853
4688,885
4235,5511
6805,7764
5035,5176
2584,3328
3291,5511
1181,6135
6735,7689
7478,8632
2878,6845
1672,3807
7741,8343
3354,4205
1365,2605
161,2825
8490,8513
5744,6267
2214,5364
1176,213
2391,4391
7269,7753
1390,5688
3067,5208
5057,5902
2702,2898
1841,6605
2606,921
6120,940
4865,6135
7487,8806
8267,8293
1205,6127
1871,2739
315,999
2562,6440
8074,8368
4333,4535
7844,8314
643,872
1008,4064
2557,5548
1748,5987
7841,8121
1023,2530
1344,914
7525,7744
3809,5987
3145,6667
6754,8408
1402,4013
1360,3155
3332,726
8021,8668
1464,5208
4350,5785
276,4363
7750,8472
1041,4615
1952,5445
1365,6526
1611,263
1374,6335
5164,6269
7154,7761
5469,6290
2456,4955
7054,7469
4024,4221
1239,6005
3092,5388
3758,4377
3474,3490
2454,6304
7666,8440
8276,8796
7165,7355
2358,6967
7845,8845
2409,5475
503,897
2926,6530
7616,8175
5823,6629
2745,5308
1456,3669
3023,5208
5500,6064
7446,7758
1617,3700
3070,5198
3447,5103
1953,4512
4445,6269
610,917
5638,5996
1028,2442
1188,1770
8616,8696
7523,8342
7754,8311
1852,989
2235,5799
1433,697
1846,3401
1857,4276
2246,480
1315,1761
8178,8437
2759,3205
6050,6622
3095,402
5123,5477
2660,3587
3459,6018
8547,8773
1170,861
2679,4182
7023,7111
4850,6123
4871,5559
7682,8412
418,4516
7737,7827
8059,8089
3191,4398
1450,6498
5867,6664
6790,7940
7381,8342
6749,7708
3114,313
1817,501
4333,5427
7471,8066
5106,5136
7269,8214
6744,8842
5572,5971
1821,4199
7871,8012
7758,7839
4935,6491
269,3356
1743,3816
3919,4240
2128,2868
2497,5477
3284,6858
3365,617
7116,8642
3063,4616
2486,6629
2191,3669
4130,4475
7794,8122
202,2976
7507,7697
7315,7527
409,924
1000,4196
3881,5494
5229,6041
2402,3558
7283,7376
2197,4220
2322,452
6770,7469
3806,904
3214,4212
6974,7292
6983,8100
1761,4726
1856,4699
1531,3151
6194,721
1406,1592
7622,7696
3498,3675
8592,8679
7822,8797
4095,5270
3108,4212
7103,7849
7639,7709
5867,6315
4077,5678
2543,4951
477,5597
8046,8143
3995,4212
442,5005
4165,989
8451,8492
3290,4910
1374,3860
1743,4230
124,1315
4467,868
2180,4878
2629,3141
1967,397
1553,6934
7546,8683
2321,5360
4161,6034
2676,5211
1969,2530
234,3909
6214,64
2635,4320
748,781
2992,3005
1484,6332
6704,6711
6982,7559
3470,5682
7685,8115
1495,4421
7779,8839
175,5419
2538,3210
3554,3745
4115,4212
1792,4044
2347,6580
2679,4868
3328,6413
4720,6194
2445,5123
3589,903
548,637
4508,5583
2924,3827
137,2932
2668,5360
7304,7863
2443,6639
3500,4013
1816,2492
3881,5486
4717,4996
3226,5765
7790,8183
7442,8218
1907,243
6586,6634
2243,4916
406,5638
2668,6624
1181,4300
3630,4643
1344,264
3444,8787
406,4620
7758,8342
3137,5395
5773,6867
3765,4334
2397,3275
1862,5449
7853,8251
6820,7027
3101,452
7712,7982
1330,5246
1032,6603
3057,4360
1949,4336
2926,412
2926,4035
6045,6814
211,3809
1277,6285
1798,6270
4260,6240
1846,3370
7916,7918
1782,4095
7833,7839
5243,6582
539,880
1743,2974
7086,7572
4087,547
7024,7797
4300,4865
1570,5395
1785,3730
502,647
4467,6526
7319,8661
386,6404
1465,5210
7527,8645
2531,3240
7141,7381
6816,8116
4384,4939
1785,5778
472,989
4131,6188
25,4076
2668,6607
2135,4698
7827,8549
7753,8543
2399,989
2443,263
6701,7742
3288,3396
4143,983
2496,6075
7735,7812
7939,8531
3562,720
3282,8286
7604,7608
3695,545
3706,6930
3017,3023
3161,6653
5461,6127
3272,3416
3496,5754
7425,8503
4840,6520
5510,5937
7420,7712
3082,4282
4178,6719
7982,8214
3911,6935
6071,6664
6718,7418
164,5300
1902,5268
3082,6122
7525,8632
1185,6457
235,962
7733,7895
4121,5548
2448,6963
4664,6639
5029,6064
350,6863
2481,4013
4998,6466
5208,5391
3428,3690
325,6190
2924,6590
4922,981
6137,946
1260,6934
4958,861
452,4935
545,5471
2209,5246
3232,985
1500,3286
3494,3625
1291,6410
7158,8336
3656,5289
3205,3844
1983,435
3257,4363
147,2524
5521,6505
3589,4054
6698,6711
2668,6045
3233,5723
1156,1511
5192,86
1495,6047
3707,637
2555,2597
7069,8342
3459,5514
237,3459
195,3668
7341,8244
5165,5786
8353,8492
4076,5682
7621,7656
3159,5001
7741,8079
2232,5718
5035,639
5618,897
7508,7625
1685,5044
558,6607
7027,8619
1288,989
1011,6870
2130,6478
1379,5547
2906,6133
1858,3717
1776,3718
1763,4930
3430,5469
7259,8263
287,856
3646,4426
2198,3668
3725,4722
7407,7895
7882,8403
7380,8116
4958,5038
7063,8293
7072,7855
3404,4334
7681,8849
1952,5661
7563,8027
166,2771
7586,8240
7726,8685
270,2850
6726,8239
1770,2551
4060,4084
7373,8660
4044,5395
3095,5435
1041,2668
3668,3843
3001,7182
8014,8015
3305,3401
3229,728
4333,5405
124,1624
2606,6323
7575,7963
4561,629
2503,5682
7286,8370
7493,7559
1852,2550
7603,8214
6655,989
2149,6218
7361,8798
3389,4352
119,2744
2654,4905
3500,3556
923,999
7704,8457
1758,6758
1747,3743
8210,8677
6829,7306
7117,7778
3399,8534
2591,4195
4529,5939
558,6045
3682,4360
2494,3882
5458,6411
4008,5749
2284,5764
1206,2563
4561,6929
2361,2774
2386,5279
1211,1882
6973,8655
7643,8785
3563,4204
1357,405
1963,697
2635,804
8014,8016
3116,6000
2530,4950
1437,6630
8448,8584
7930,7967
7703,8457
5060,5825
7074,7409
1859,989
7566,8441
7664,8430
3883,6936
7671,8234
7096,7097
4125,5690
6721,8442
2361,2381
1165,6135
1785,3624
2645,3062
4720,5847
5316,6944
253,5101
6695,8255
1623,331
7390,8026
1633,5563
8046,8132
3126,324
6472,989
7737,8589
1620,772
6980,8132
1858,989
445,838
2460,6194
5038,5211
2448,5544
3150,766
4088,5773
8397,8827
2869,4198
3658,763
1758,4314
2594,358
7083,8658
8472,8565
1619,616
7689,8468
3525,4064
8409,8434
5427,5674
3288,431
5442,6293
1785,5480
3364,3406
2223,6018
375,560
1625,5427
3572,4216
2967,7180
2296,5714
335,3456
7180,804
4243,5099
1837,2825
455,5148
1473,1517
3459,5640
2158,4200
7098,8262
2906,5297
3488,6318
3668,637
3907,6075
5552,5815
601,780
6808,8407
1472,6172
2565,4652
7688,7889
4696,6520
1020,3322
539,936
2930,5268
2777,5279
7442,8252
5070,541
1570,4100
1333,1731
7948,8677
7704,8657
2276,3303
6109,6172
3680,5979
4925,6925
7593,8337
7123,8109
7895,8476
1569,3240
1982,838
3536,6948
1818,728
6050,6671
6810,8540
3969,5728
1157,2675
4290,5183
2673,6111
7057,7882
8030,8666
7804,8095
1466,2346
2235,2273
3732,3755
2292,3444
4223,777
266,4129
7339,7533
5395,6225
3742,4508
7345,8263
7830,8596
133,4553
3161,4066
2395,3091
417,5414
3879,6187
2322,762
2620,4473
7554,8578
7957,8454
1790,6929
6605,6945
7950,8019
7204,8064
3662,6967
3312,3410
8472,8521
503,880
1343,2443
1000,2269
7315,8645
7039,7727
489,526
3505,6256
1947,3059
2162,4063
2156,2396
4702,4724
6783,8139
1365,5307
7652,7970
6480,910
7905,8683
7161,8304
4512,4955
112,197
6032,6301
3580,6205
1967,750
5264,656
2466,4094
3324,4202
4508,5859
3080,3080
8381,8531
1865,2556
6974,8592
1773,655
6808,8244
1639,5585
3833,5867
5251,6160
6617,6625
8013,8184
880,897
343,5818
111,2135
1438,3056
4032,6553
7601,8170
2719,2816
3415,6051
3681,6017
1621,5999
7802,7815
526,6188
3710,5867
2926,3786
897,936
7179,8285
4313,6555
3723,4055
7501,8116
8089,8251
7903,8028
8133,8806
4363,5141
1517,3314
3161,6129
4013,6068
417,6615
2426,4274
315,6552
362,4013
1965,4048
6274,906
3098,4527
1365,981
4207,6607
4093,417
7758,8664
6194,6887
5028,5825
8017,8388
3250,5697
8333,8494
6786,8189
3933,650
7685,8542
1621,6178
7847,8839
3567,4013
343,3589
2575,5317
1965,4226
3248,3591
190,5853
1785,4697
7865,8339
1315,885
1457,2968
