Source,Target,Type,Id,Label,Weight
3307,5444,Undirected,19652,,1
4234,4674,Undirected,19653,,1
7123,7309,Undirected,19654,,1
7163,7745,Undirected,19655,,1
395,810,Undirected,19656,,1
7378,7996,Undirected,19657,,1
4131,6314,Undirected,19658,,1
6753,7687,Undirected,19659,,1
2612,3970,Undirected,19660,,1
8306,8521,Undirected,19661,,1
1785,5563,Undirected,19662,,1
24,886,Undirected,19663,,1
1980,4806,Undirected,19664,,1
2323,358,Undirected,19665,,1
6802,7376,Undirected,19666,,1
3145,4013,Undirected,19667,,1
5720,5824,Undirected,19668,,1
349,4643,Undirected,19669,,1
4849,5385,Undirected,19670,,1
3766,755,Undirected,19671,,1
7283,8445,Undirected,19672,,1
1438,6121,Undirected,19673,,1
2457,5669,Undirected,19674,,1
1783,6067,Undirected,19675,,1
4663,4726,Undirected,19676,,1
2294,5011,Undirected,19677,,1
480,6134,Undirected,19678,,1
426,858,Undirected,19679,,1
7681,8221,Undirected,19680,,1
1019,4373,Undirected,19681,,1
2143,808,Undirected,19682,,1
7748,8857,Undirected,19683,,1
6805,6983,Undirected,19684,,1
6702,8405,Undirected,19685,,1
3046,3071,Undirected,19686,,1
2508,651,Undirected,19687,,1
3459,4360,Undirected,19688,,1
6817,8192,Undirected,19689,,1
7402,8781,Undirected,19690,,1
7042,7351,Undirected,19691,,1
4049,654,Undirected,19692,,1
5724,5867,Undirected,19693,,1
1743,4195,Undirected,19694,,1
7490,7635,Undirected,19695,,1
7101,7300,Undirected,19696,,1
4873,5319,Undirected,19697,,1
7593,8140,Undirected,19698,,1
4096,5159,Undirected,19699,,1
3080,6911,Undirected,19700,,1
248,4288,Undirected,19701,,1
7959,8139,Undirected,19702,,1
312,4956,Undirected,19703,,1
4013,4750,Undirected,19704,,1
3099,6335,Undirected,19705,,1
1701,1857,Undirected,19706,,1
7657,8852,Undirected,19707,,1
7575,8141,Undirected,19708,,1
2698,5289,Undirected,19709,,1
3382,5877,Undirected,19710,,1
3642,5723,Undirected,19711,,1
480,4942,Undirected,19712,,1
2469,4013,Undirected,19713,,1
4966,4974,Undirected,19714,,1
3237,3878,Undirected,19715,,1
3618,4932,Undirected,19716,,1
2889,4718,Undirected,19717,,1
3349,473,Undirected,19718,,1
1664,4333,Undirected,19719,,1
8783,8810,Undirected,19720,,1
214,4220,Undirected,19721,,1
2214,3093,Undirected,19722,,1
3431,3929,Undirected,19723,,1
6795,7389,Undirected,19724,,1
2877,3527,Undirected,19725,,1
1480,1736,Undirected,19726,,1
7530,7841,Undirected,19727,,1
493,908,Undirected,19728,,1
2788,2889,Undirected,19729,,1
3358,3960,Undirected,19730,,1
3926,6549,Undirected,19731,,1
3128,4007,Undirected,19732,,1
1382,2605,Undirected,19733,,1
2448,3971,Undirected,19734,,1
2659,4292,Undirected,19735,,1
5205,6581,Undirected,19736,,1
3398,6290,Undirected,19737,,1
8169,8850,Undirected,19738,,1
7033,8614,Undirected,19739,,1
3665,4206,Undirected,19740,,1
1820,5150,Undirected,19741,,1
3148,3558,Undirected,19742,,1
197,4549,Undirected,19743,,1
2584,4418,Undirected,19744,,1
4505,5771,Undirected,19745,,1
3784,6890,Undirected,19746,,1
7038,7857,Undirected,19747,,1
5674,5810,Undirected,19748,,1
7143,7686,Undirected,19749,,1
2187,2834,Undirected,19750,,1
7845,8452,Undirected,19751,,1
245,2976,Undirected,19752,,1
3670,4048,Undirected,19753,,1
4540,6914,Undirected,19754,,1
7539,8079,Undirected,19755,,1
2532,4969,Undirected,19756,,1
7389,8268,Undirected,19757,,1
4279,5097,Undirected,19758,,1
7520,8667,Undirected,19759,,1
7862,8065,Undirected,19760,,1
3931,5967,Undirected,19761,,1
1488,6000,Undirected,19762,,1
1719,5862,Undirected,19763,,1
5569,856,Undirected,19764,,1
6592,6884,Undirected,19765,,1
2989,6163,Undirected,19766,,1
7000,7958,Undirected,19767,,1
2926,3229,Undirected,19768,,1
1785,4407,Undirected,19769,,1
7120,7505,Undirected,19770,,1
1784,3520,Undirected,19771,,1
7372,7455,Undirected,19772,,1
7480,7558,Undirected,19773,,1
4262,5270,Undirected,19774,,1
7302,7758,Undirected,19775,,1
4435,5693,Undirected,19776,,1
4622,4663,Undirected,19777,,1
7142,8412,Undirected,19778,,1
3240,6228,Undirected,19779,,1
651,989,Undirected,19780,,1
5393,72,Undirected,19781,,1
3820,450,Undirected,19782,,1
4404,4935,Undirected,19783,,1
3260,4993,Undirected,19784,,1
6720,7677,Undirected,19785,,1
7371,8411,Undirected,19786,,1
7089,8593,Undirected,19787,,1
8152,8623,Undirected,19788,,1
6781,7843,Undirected,19789,,1
2446,969,Undirected,19790,,1
7748,7904,Undirected,19791,,1
2258,4202,Undirected,19792,,1
5478,6301,Undirected,19793,,1
7474,7492,Undirected,19794,,1
27,3063,Undirected,19795,,1
2970,2981,Undirected,19796,,1
7409,7740,Undirected,19797,,1
7822,8337,Undirected,19798,,1
4549,4663,Undirected,19799,,1
3161,6301,Undirected,19800,,1
1743,773,Undirected,19801,,1
4792,5457,Undirected,19802,,1
7845,8559,Undirected,19803,,1
4896,6903,Undirected,19804,,1
3439,4934,Undirected,19805,,1
2862,948,Undirected,19806,,1
1185,1817,Undirected,19807,,1
3671,4044,Undirected,19808,,1
7627,8426,Undirected,19809,,1
2810,3202,Undirected,19810,,1
139,3103,Undirected,19811,,1
2129,4212,Undirected,19812,,1
3627,461,Undirected,19813,,1
5706,779,Undirected,19814,,1
4922,6497,Undirected,19815,,1
1675,2985,Undirected,19816,,1
2591,5580,Undirected,19817,,1
3334,3346,Undirected,19818,,1
2605,981,Undirected,19819,,1
4329,4906,Undirected,19820,,1
3615,6005,Undirected,19821,,1
4659,5510,Undirected,19822,,1
5367,6911,Undirected,19823,,1
7708,8443,Undirected,19824,,1
8134,8798,Undirected,19825,,1
4852,72,Undirected,19826,,1
8246,8661,Undirected,19827,,1
7733,8841,Undirected,19828,,1
4413,872,Undirected,19829,,1
3754,4533,Undirected,19830,,1
2316,5729,Undirected,19831,,1
7459,8417,Undirected,19832,,1
4058,5698,Undirected,19833,,1
3330,3356,Undirected,19834,,1
2825,4363,Undirected,19835,,1
1157,4853,Undirected,19836,,1
5488,6453,Undirected,19837,,1
7371,8414,Undirected,19838,,1
450,4750,Undirected,19839,,1
124,885,Undirected,19840,,1
420,4625,Undirected,19841,,1
1563,6242,Undirected,19842,,1
641,6914,Undirected,19843,,1
487,989,Undirected,19844,,1
6808,7341,Undirected,19845,,1
3758,5779,Undirected,19846,,1
4206,5412,Undirected,19847,,1
6181,976,Undirected,19848,,1
1344,578,Undirected,19849,,1
5825,881,Undirected,19850,,1
2210,6500,Undirected,19851,,1
282,4230,Undirected,19852,,1
6744,7963,Undirected,19853,,1
6757,7952,Undirected,19854,,1
3459,890,Undirected,19855,,1
1798,5403,Undirected,19856,,1
1625,5867,Undirected,19857,,1
6786,8832,Undirected,19858,,1
7630,7975,Undirected,19859,,1
1407,452,Undirected,19860,,1
4111,5035,Undirected,19861,,1
6832,7073,Undirected,19862,,1
8481,8786,Undirected,19863,,1
1785,5406,Undirected,19864,,1
1785,5395,Undirected,19865,,1
2868,2889,Undirected,19866,,1
1521,4008,Undirected,19867,,1
7364,7503,Undirected,19868,,1
7089,8525,Undirected,19869,,1
1041,8787,Undirected,19870,,1
4956,992,Undirected,19871,,1
1564,6484,Undirected,19872,,1
3871,4154,Undirected,19873,,1
1841,2775,Undirected,19874,,1
1191,861,Undirected,19875,,1
4871,5142,Undirected,19876,,1
2954,6162,Undirected,19877,,1
3039,6114,Undirected,19878,,1
6763,8339,Undirected,19879,,1
7166,8093,Undirected,19880,,1
3278,4508,Undirected,19881,,1
4702,5733,Undirected,19882,,1
7892,7956,Undirected,19883,,1
6695,8472,Undirected,19884,,1
1495,5867,Undirected,19885,,1
1152,936,Undirected,19886,,1
7407,8841,Undirected,19887,,1
2372,2811,Undirected,19888,,1
6811,7356,Undirected,19889,,1
6760,8228,Undirected,19890,,1
207,2159,Undirected,19891,,1
2816,4553,Undirected,19892,,1
5525,5790,Undirected,19893,,1
111,2868,Undirected,19894,,1
2591,3635,Undirected,19895,,1
7143,7284,Undirected,19896,,1
3396,4095,Undirected,19897,,1
3562,3806,Undirected,19898,,1
561,6021,Undirected,19899,,1
3900,5381,Undirected,19900,,1
4950,6583,Undirected,19901,,1
6208,706,Undirected,19902,,1
3784,6937,Undirected,19903,,1
4397,4526,Undirected,19904,,1
7346,8416,Undirected,19905,,1
6013,6178,Undirected,19906,,1
6773,6987,Undirected,19907,,1
3402,4206,Undirected,19908,,1
3293,3965,Undirected,19909,,1
1624,4688,Undirected,19910,,1
7256,7588,Undirected,19911,,1
1689,5983,Undirected,19912,,1
3784,4112,Undirected,19913,,1
3288,3956,Undirected,19914,,1
280,5867,Undirected,19915,,1
4056,6060,Undirected,19916,,1
242,4095,Undirected,19917,,1
1770,4919,Undirected,19918,,1
2185,2362,Undirected,19919,,1
1555,4120,Undirected,19920,,1
2947,545,Undirected,19921,,1
7762,8839,Undirected,19922,,1
377,5862,Undirected,19923,,1
2982,3459,Undirected,19924,,1
265,4032,Undirected,19925,,1
2708,2878,Undirected,19926,,1
7758,7833,Undirected,19927,,1
7285,8417,Undirected,19928,,1
3430,4333,Undirected,19929,,1
7031,8032,Undirected,19930,,1
7840,8821,Undirected,19931,,1
7473,7895,Undirected,19932,,1
7378,7516,Undirected,19933,,1
1359,2432,Undirected,19934,,1
7605,7982,Undirected,19935,,1
3177,6297,Undirected,19936,,1
3596,3929,Undirected,19937,,1
1516,5426,Undirected,19938,,1
7661,7879,Undirected,19939,,1
1185,6608,Undirected,19940,,1
7357,8471,Undirected,19941,,1
1527,2124,Undirected,19942,,1
2225,23,Undirected,19943,,1
8216,8690,Undirected,19944,,1
3235,948,Undirected,19945,,1
1564,2408,Undirected,19946,,1
7290,8781,Undirected,19947,,1
7118,8467,Undirected,19948,,1
1030,4958,Undirected,19949,,1
8004,8341,Undirected,19950,,1
1552,2511,Undirected,19951,,1
7801,8096,Undirected,19952,,1
327,5272,Undirected,19953,,1
3315,4048,Undirected,19954,,1
124,4272,Undirected,19955,,1
7442,7501,Undirected,19956,,1
6695,6707,Undirected,19957,,1
3135,6062,Undirected,19958,,1
2593,5096,Undirected,19959,,1
5878,6671,Undirected,19960,,1
1147,2706,Undirected,19961,,1
7496,7547,Undirected,19962,,1
6744,7380,Undirected,19963,,1
7856,8353,Undirected,19964,,1
1647,948,Undirected,19965,,1
4095,431,Undirected,19966,,1
7898,8054,Undirected,19967,,1
1330,1653,Undirected,19968,,1
3324,5867,Undirected,19969,,1
7602,7677,Undirected,19970,,1
1742,5142,Undirected,19971,,1
2323,8282,Undirected,19972,,1
5525,928,Undirected,19973,,1
1675,2980,Undirected,19974,,1
2239,6258,Undirected,19975,,1
1821,375,Undirected,19976,,1
2723,5682,Undirected,19977,,1
1899,4514,Undirected,19978,,1
5582,6934,Undirected,19979,,1
8163,8623,Undirected,19980,,1
3511,4524,Undirected,19981,,1
7069,7758,Undirected,19982,,1
124,2209,Undirected,19983,,1
6058,642,Undirected,19984,,1
2511,6686,Undirected,19985,,1
7098,8583,Undirected,19986,,1
1570,1785,Undirected,19987,,1
3893,3992,Undirected,19988,,1
2610,3885,Undirected,19989,,1
3401,6858,Undirected,19990,,1
7442,7670,Undirected,19991,,1
2531,6228,Undirected,19992,,1
243,5367,Undirected,19993,,1
8404,8827,Undirected,19994,,1
1309,427,Undirected,19995,,1
8178,8438,Undirected,19996,,1
5532,6290,Undirected,19997,,1
7844,8409,Undirected,19998,,1
7914,8849,Undirected,19999,,1
3899,4000,Undirected,20000,,1
1687,2771,Undirected,20001,,1
5035,5168,Undirected,20002,,1
315,647,Undirected,20003,,1
7621,7652,Undirected,20004,,1
7399,8079,Undirected,20005,,1
4627,6897,Undirected,20006,,1
276,4011,Undirected,20007,,1
166,2128,Undirected,20008,,1
623,6269,Undirected,20009,,1
7482,8305,Undirected,20010,,1
4362,842,Undirected,20011,,1
3233,3642,Undirected,20012,,1
2889,4919,Undirected,20013,,1
2795,6586,Undirected,20014,,1
6803,7741,Undirected,20015,,1
4333,5834,Undirected,20016,,1
6092,6476,Undirected,20017,,1
3275,6296,Undirected,20018,,1
1653,4688,Undirected,20019,,1
7488,8553,Undirected,20020,,1
7152,7792,Undirected,20021,,1
3303,5681,Undirected,20022,,1
1675,2997,Undirected,20023,,1
3073,6458,Undirected,20024,,1
2149,5129,Undirected,20025,,1
2320,4165,Undirected,20026,,1
5317,6865,Undirected,20027,,1
2833,2926,Undirected,20028,,1
7044,8849,Undirected,20029,,1
5488,750,Undirected,20030,,1
5707,6270,Undirected,20031,,1
4508,4947,Undirected,20032,,1
4351,5977,Undirected,20033,,1
6549,872,Undirected,20034,,1
2816,4320,Undirected,20035,,1
7599,8199,Undirected,20036,,1
6818,8139,Undirected,20037,,1
7301,7758,Undirected,20038,,1
7458,7515,Undirected,20039,,1
1272,2426,Undirected,20040,,1
7089,7484,Undirected,20041,,1
923,936,Undirected,20042,,1
5130,5380,Undirected,20043,,1
6087,711,Undirected,20044,,1
1625,3331,Undirected,20045,,1
7518,7628,Undirected,20046,,1
7050,8455,Undirected,20047,,1
1761,885,Undirected,20048,,1
6810,8549,Undirected,20049,,1
1715,3839,Undirected,20050,,1
343,3467,Undirected,20051,,1
1785,425,Undirected,20052,,1
6817,8569,Undirected,20053,,1
3505,5508,Undirected,20054,,1
4643,5475,Undirected,20055,,1
2367,5327,Undirected,20056,,1
4054,4236,Undirected,20057,,1
238,783,Undirected,20058,,1
7893,7956,Undirected,20059,,1
3073,5179,Undirected,20060,,1
2433,5597,Undirected,20061,,1
111,5638,Undirected,20062,,1
5208,5387,Undirected,20063,,1
1549,654,Undirected,20064,,1
4044,4500,Undirected,20065,,1
1570,5373,Undirected,20066,,1
6746,8366,Undirected,20067,,1
1207,5802,Undirected,20068,,1
1014,989,Undirected,20069,,1
212,2997,Undirected,20070,,1
7523,8189,Undirected,20071,,1
4026,417,Undirected,20072,,1
6693,7580,Undirected,20073,,1
3231,5519,Undirected,20074,,1
1743,306,Undirected,20075,,1
2605,4622,Undirected,20076,,1
5867,838,Undirected,20077,,1
3860,6335,Undirected,20078,,1
336,5867,Undirected,20079,,1
3379,5891,Undirected,20080,,1
4030,628,Undirected,20081,,1
8026,8245,Undirected,20082,,1
6821,7480,Undirected,20083,,1
4013,6289,Undirected,20084,,1
3403,4111,Undirected,20085,,1
3360,433,Undirected,20086,,1
4846,5179,Undirected,20087,,1
8583,8594,Undirected,20088,,1
3954,4126,Undirected,20089,,1
7098,8796,Undirected,20090,,1
1185,914,Undirected,20091,,1
7723,8483,Undirected,20092,,1
6693,7597,Undirected,20093,,1
1218,4823,Undirected,20094,,1
2488,610,Undirected,20095,,1
25,2545,Undirected,20096,,1
2448,4173,Undirected,20097,,1
7376,7707,Undirected,20098,,1
8370,8402,Undirected,20099,,1
5200,6580,Undirected,20100,,1
4401,6198,Undirected,20101,,1
8305,8472,Undirected,20102,,1
1831,6599,Undirected,20103,,1
3586,989,Undirected,20104,,1
3054,4548,Undirected,20105,,1
3586,4428,Undirected,20106,,1
5208,5386,Undirected,20107,,1
7867,8472,Undirected,20108,,1
2140,4953,Undirected,20109,,1
2346,4617,Undirected,20110,,1
1330,331,Undirected,20111,,1
4901,5392,Undirected,20112,,1
1896,5845,Undirected,20113,,1
3416,4995,Undirected,20114,,1
3140,5561,Undirected,20115,,1
3080,7379,Undirected,20116,,1
2736,5748,Undirected,20117,,1
3016,3060,Undirected,20118,,1
2503,630,Undirected,20119,,1
4153,5941,Undirected,20120,,1
3792,4200,Undirected,20121,,1
4813,6274,Undirected,20122,,1
7061,8088,Undirected,20123,,1
7758,8054,Undirected,20124,,1
7982,8455,Undirected,20125,,1
3627,3723,Undirected,20126,,1
5867,5988,Undirected,20127,,1
6280,918,Undirected,20128,,1
1404,4561,Undirected,20129,,1
4161,5499,Undirected,20130,,1
3981,5867,Undirected,20131,,1
7827,8685,Undirected,20132,,1
1840,358,Undirected,20133,,1
4333,650,Undirected,20134,,1
4832,6914,Undirected,20135,,1
8170,8392,Undirected,20136,,1
5246,6632,Undirected,20137,,1
2333,3978,Undirected,20138,,1
1785,4100,Undirected,20139,,1
1774,840,Undirected,20140,,1
6547,984,Undirected,20141,,1
6526,981,Undirected,20142,,1
3065,966,Undirected,20143,,1
3626,443,Undirected,20144,,1
4039,4147,Undirected,20145,,1
6754,8837,Undirected,20146,,1
7337,7816,Undirected,20147,,1
3348,5511,Undirected,20148,,1
1212,3590,Undirected,20149,,1
2926,4118,Undirected,20150,,1
7026,7731,Undirected,20151,,1
8559,8667,Undirected,20152,,1
4842,5208,Undirected,20153,,1
7899,8067,Undirected,20154,,1
3806,656,Undirected,20155,,1
868,921,Undirected,20156,,1
758,897,Undirected,20157,,1
1330,1624,Undirected,20158,,1
5168,5216,Undirected,20159,,1
5221,5328,Undirected,20160,,1
2593,4508,Undirected,20161,,1
7927,8534,Undirected,20162,,1
8048,8100,Undirected,20163,,1
1495,3530,Undirected,20164,,1
7397,7892,Undirected,20165,,1
3275,3900,Undirected,20166,,1
1694,3277,Undirected,20167,,1
4293,5389,Undirected,20168,,1
1357,4565,Undirected,20169,,1
7322,7490,Undirected,20170,,1
3016,5208,Undirected,20171,,1
539,923,Undirected,20172,,1
6718,8249,Undirected,20173,,1
615,989,Undirected,20174,,1
4929,643,Undirected,20175,,1
3552,5028,Undirected,20176,,1
2634,4091,Undirected,20177,,1
213,6167,Undirected,20178,,1
3892,6925,Undirected,20179,,1
1182,5179,Undirected,20180,,1
7355,8648,Undirected,20181,,1
1724,6269,Undirected,20182,,1
7704,7713,Undirected,20183,,1
4425,6444,Undirected,20184,,1
6713,7417,Undirected,20185,,1
2209,331,Undirected,20186,,1
6776,8683,Undirected,20187,,1
1025,4165,Undirected,20188,,1
7301,8048,Undirected,20189,,1
246,4850,Undirected,20190,,1
6284,703,Undirected,20191,,1
7831,7921,Undirected,20192,,1
4044,5373,Undirected,20193,,1
4531,5136,Undirected,20194,,1
4350,5867,Undirected,20195,,1
220,3827,Undirected,20196,,1
8337,8797,Undirected,20197,,1
7442,8661,Undirected,20198,,1
6174,6178,Undirected,20199,,1
7377,8689,Undirected,20200,,1
2327,3099,Undirected,20201,,1
492,5714,Undirected,20202,,1
1743,4378,Undirected,20203,,1
2947,5996,Undirected,20204,,1
2586,3815,Undirected,20205,,1
6978,8222,Undirected,20206,,1
1699,4216,Undirected,20207,,1
5389,82,Undirected,20208,,1
7537,8563,Undirected,20209,,1
7758,8189,Undirected,20210,,1
5937,989,Undirected,20211,,1
7727,8662,Undirected,20212,,1
8513,8677,Undirected,20213,,1
7705,7708,Undirected,20214,,1
3721,3778,Undirected,20215,,1
2750,6633,Undirected,20216,,1
4048,5674,Undirected,20217,,1
2889,5862,Undirected,20218,,1
3453,3558,Undirected,20219,,1
7094,7269,Undirected,20220,,1
1785,698,Undirected,20221,,1
387,5478,Undirected,20222,,1
6821,7599,Undirected,20223,,1
456,5466,Undirected,20224,,1
3708,5954,Undirected,20225,,1
2771,4919,Undirected,20226,,1
4129,5445,Undirected,20227,,1
4300,4884,Undirected,20228,,1
2970,5461,Undirected,20229,,1
2784,5845,Undirected,20230,,1
3841,4383,Undirected,20231,,1
3999,924,Undirected,20232,,1
4076,4206,Undirected,20233,,1
4517,709,Undirected,20234,,1
4051,4445,Undirected,20235,,1
1727,181,Undirected,20236,,1
5367,7379,Undirected,20237,,1
289,4157,Undirected,20238,,1
1770,1841,Undirected,20239,,1
3303,4470,Undirected,20240,,1
4206,545,Undirected,20241,,1
7603,8455,Undirected,20242,,1
2527,3371,Undirected,20243,,1
7324,7997,Undirected,20244,,1
7688,7689,Undirected,20245,,1
3575,925,Undirected,20246,,1
4064,6930,Undirected,20247,,1
5714,662,Undirected,20248,,1
1209,4095,Undirected,20249,,1
1357,4104,Undirected,20250,,1
3023,69,Undirected,20251,,1
1152,647,Undirected,20252,,1
3373,834,Undirected,20253,,1
3459,6095,Undirected,20254,,1
1770,2802,Undirected,20255,,1
6989,8813,Undirected,20256,,1
1569,6228,Undirected,20257,,1
3356,3660,Undirected,20258,,1
2524,4561,Undirected,20259,,1
2752,5569,Undirected,20260,,1
488,989,Undirected,20261,,1
7138,8276,Undirected,20262,,1
8491,8550,Undirected,20263,,1
3660,6201,Undirected,20264,,1
1407,762,Undirected,20265,,1
2945,5317,Undirected,20266,,1
7299,7934,Undirected,20267,,1
897,923,Undirected,20268,,1
3732,4044,Undirected,20269,,1
8483,8837,Undirected,20270,,1
1274,2665,Undirected,20271,,1
7779,8401,Undirected,20272,,1
3700,4013,Undirected,20273,,1
4621,8250,Undirected,20274,,1
1500,2240,Undirected,20275,,1
2664,5385,Undirected,20276,,1
3806,5717,Undirected,20277,,1
3046,4293,Undirected,20278,,1
2641,5208,Undirected,20279,,1
7605,8647,Undirected,20280,,1
5060,881,Undirected,20281,,1
195,3252,Undirected,20282,,1
4390,724,Undirected,20283,,1
1185,264,Undirected,20284,,1
3131,3252,Undirected,20285,,1
1675,2976,Undirected,20286,,1
4333,697,Undirected,20287,,1
6802,7705,Undirected,20288,,1
7293,8576,Undirected,20289,,1
3443,6406,Undirected,20290,,1
6545,890,Undirected,20291,,1
3162,4559,Undirected,20292,,1
6997,7873,Undirected,20293,,1
6989,7296,Undirected,20294,,1
2503,4206,Undirected,20295,,1
1485,3959,Undirected,20296,,1
2448,5592,Undirected,20297,,1
3282,6883,Undirected,20298,,1
3257,4011,Undirected,20299,,1
2924,3094,Undirected,20300,,1
4013,811,Undirected,20301,,1
4387,4508,Undirected,20302,,1
1509,948,Undirected,20303,,1
6835,7070,Undirected,20304,,1
7786,7801,Undirected,20305,,1
4090,509,Undirected,20306,,1
1770,2752,Undirected,20307,,1
7116,7830,Undirected,20308,,1
7061,8141,Undirected,20309,,1
1953,2141,Undirected,20310,,1
4417,64,Undirected,20311,,1
7530,8343,Undirected,20312,,1
7035,8513,Undirected,20313,,1
8487,8690,Undirected,20314,,1
7575,8116,Undirected,20315,,1
5803,5835,Undirected,20316,,1
872,913,Undirected,20317,,1
1315,3234,Undirected,20318,,1
3754,5442,Undirected,20319,,1
3896,6622,Undirected,20320,,1
7692,7982,Undirected,20321,,1
1813,6914,Undirected,20322,,1
3788,6129,Undirected,20323,,1
4077,6681,Undirected,20324,,1
1818,2235,Undirected,20325,,1
7562,8313,Undirected,20326,,1
4744,832,Undirected,20327,,1
7961,8296,Undirected,20328,,1
3459,5749,Undirected,20329,,1
2868,5211,Undirected,20330,,1
3400,6956,Undirected,20331,,1
7934,8335,Undirected,20332,,1
2707,3656,Undirected,20333,,1
1785,5637,Undirected,20334,,1
6734,7378,Undirected,20335,,1
7361,8834,Undirected,20336,,1
4085,5156,Undirected,20337,,1
5783,6277,Undirected,20338,,1
3083,5208,Undirected,20339,,1
1717,6495,Undirected,20340,,1
7765,7982,Undirected,20341,,1
6779,6794,Undirected,20342,,1
1016,2285,Undirected,20343,,1
7517,8041,Undirected,20344,,1
1239,5802,Undirected,20345,,1
8446,8453,Undirected,20346,,1
7694,8421,Undirected,20347,,1
2967,7179,Undirected,20348,,1
3352,3758,Undirected,20349,,1
7285,7459,Undirected,20350,,1
2926,5061,Undirected,20351,,1
7510,7676,Undirected,20352,,1
2740,3903,Undirected,20353,,1
6744,7404,Undirected,20354,,1
2790,5241,Undirected,20355,,1
5590,649,Undirected,20356,,1
4956,8260,Undirected,20357,,1
3459,3630,Undirected,20358,,1
1207,2235,Undirected,20359,,1
3416,4273,Undirected,20360,,1
378,5652,Undirected,20361,,1
3985,985,Undirected,20362,,1
4321,5208,Undirected,20363,,1
1239,2443,Undirected,20364,,1
3046,5374,Undirected,20365,,1
5462,5578,Undirected,20366,,1
111,1719,Undirected,20367,,1
1743,3559,Undirected,20368,,1
1637,3055,Undirected,20369,,1
2924,6264,Undirected,20370,,1
5168,5855,Undirected,20371,,1
3395,4334,Undirected,20372,,1
4333,4933,Undirected,20373,,1
4846,5177,Undirected,20374,,1
1662,497,Undirected,20375,,1
6301,6453,Undirected,20376,,1
5842,6211,Undirected,20377,,1
6267,781,Undirected,20378,,1
7601,7971,Undirected,20379,,1
7468,7739,Undirected,20380,,1
7916,8093,Undirected,20381,,1
7492,8269,Undirected,20382,,1
1785,4439,Undirected,20383,,1
4002,4013,Undirected,20384,,1
4282,939,Undirected,20385,,1
4095,5669,Undirected,20386,,1
4655,6321,Undirected,20387,,1
1547,6194,Undirected,20388,,1
3754,6293,Undirected,20389,,1
4235,5688,Undirected,20390,,1
1624,6323,Undirected,20391,,1
176,4080,Undirected,20392,,1
3291,5688,Undirected,20393,,1
7885,8005,Undirected,20394,,1
7569,8679,Undirected,20395,,1
3078,4282,Undirected,20396,,1
8066,8094,Undirected,20397,,1
1274,4927,Undirected,20398,,1
5246,5310,Undirected,20399,,1
6020,989,Undirected,20400,,1
7593,8050,Undirected,20401,,1
2190,5317,Undirected,20402,,1
5272,6225,Undirected,20403,,1
5552,6883,Undirected,20404,,1
3703,5047,Undirected,20405,,1
2367,4344,Undirected,20406,,1
3327,3456,Undirected,20407,,1
1596,989,Undirected,20408,,1
4051,6600,Undirected,20409,,1
1028,5517,Undirected,20410,,1
2605,921,Undirected,20411,,1
168,5168,Undirected,20412,,1
3399,904,Undirected,20413,,1
1531,4013,Undirected,20414,,1
1633,1785,Undirected,20415,,1
2947,5638,Undirected,20416,,1
1188,2705,Undirected,20417,,1
3979,5975,Undirected,20418,,1
1041,1500,Undirected,20419,,1
6808,8037,Undirected,20420,,1
4874,4898,Undirected,20421,,1
2545,2643,Undirected,20422,,1
5252,736,Undirected,20423,,1
400,4561,Undirected,20424,,1
6734,8176,Undirected,20425,,1
7406,8410,Undirected,20426,,1
6781,6989,Undirected,20427,,1
267,4134,Undirected,20428,,1
3296,5771,Undirected,20429,,1
3116,3443,Undirected,20430,,1
2474,4200,Undirected,20431,,1
1505,4508,Undirected,20432,,1
5995,6538,Undirected,20433,,1
4052,6185,Undirected,20434,,1
7404,8842,Undirected,20435,,1
7696,7890,Undirected,20436,,1
5678,6681,Undirected,20437,,1
6980,8623,Undirected,20438,,1
1270,4652,Undirected,20439,,1
3908,4076,Undirected,20440,,1
4561,6299,Undirected,20441,,1
2240,5360,Undirected,20442,,1
7122,8637,Undirected,20443,,1
1358,6269,Undirected,20444,,1
4854,5208,Undirected,20445,,1
7820,8184,Undirected,20446,,1
7693,7889,Undirected,20447,,1
6823,7469,Undirected,20448,,1
2926,6006,Undirected,20449,,1
279,3262,Undirected,20450,,1
2381,6877,Undirected,20451,,1
1329,2816,Undirected,20452,,1
2372,3183,Undirected,20453,,1
1323,959,Undirected,20454,,1
7624,8851,Undirected,20455,,1
207,5163,Undirected,20456,,1
2543,3254,Undirected,20457,,1
6735,7709,Undirected,20458,,1
6771,8342,Undirected,20459,,1
8197,8229,Undirected,20460,,1
7404,7575,Undirected,20461,,1
7318,7949,Undirected,20462,,1
2430,3517,Undirected,20463,,1
1028,976,Undirected,20464,,1
1820,5246,Undirected,20465,,1
6754,8483,Undirected,20466,,1
3152,989,Undirected,20467,,1
3222,989,Undirected,20468,,1
8070,8622,Undirected,20469,,1
338,6299,Undirected,20470,,1
3299,4187,Undirected,20471,,1
3446,5810,Undirected,20472,,1
7900,8341,Undirected,20473,,1
1664,4269,Undirected,20474,,1
1687,2676,Undirected,20475,,1
1365,2606,Undirected,20476,,1
3587,5427,Undirected,20477,,1
2154,6520,Undirected,20478,,1
115,3806,Undirected,20479,,1
5992,6047,Undirected,20480,,1
2940,3695,Undirected,20481,,1
363,6579,Undirected,20482,,1
7033,7717,Undirected,20483,,1
189,2747,Undirected,20484,,1
