Source,Target,Type,Id,Label,Weight
5035,5159,Undirected,26387,,1
3746,547,Undirected,26388,,1
3282,7175,Undirected,26389,,1
6760,8558,Undirected,26390,,1
326,3573,Undirected,26391,,1
2982,4643,Undirected,26392,,1
7475,8804,Undirected,26393,,1
2735,5061,Undirected,26394,,1
7603,7617,Undirected,26395,,1
4952,515,Undirected,26396,,1
1712,1842,Undirected,26397,,1
2553,6950,Undirected,26398,,1
2456,3080,Undirected,26399,,1
1025,4475,Undirected,26400,,1
2448,3989,Undirected,26401,,1
2448,4280,Undirected,26402,,1
3558,5809,Undirected,26403,,1
1625,2271,Undirected,26404,,1
4206,4214,Undirected,26405,,1
422,4500,Undirected,26406,,1
8313,8358,Undirected,26407,,1
1,804,Undirected,26408,,1
3355,5370,Undirected,26409,,1
410,6332,Undirected,26410,,1
1403,445,Undirected,26411,,1
7181,8288,Undirected,26412,,1
3412,4013,Undirected,26413,,1
1448,856,Undirected,26414,,1
7019,8413,Undirected,26415,,1
1506,1785,Undirected,26416,,1
4232,558,Undirected,26417,,1
7577,7887,Undirected,26418,,1
4047,5789,Undirected,26419,,1
8398,8405,Undirected,26420,,1
4936,698,Undirected,26421,,1
1871,3441,Undirected,26422,,1
1715,6280,Undirected,26423,,1
7009,7056,Undirected,26424,,1
1382,4549,Undirected,26425,,1
5253,819,Undirected,26426,,1
5678,6539,Undirected,26427,,1
2631,6293,Undirected,26428,,1
8048,8094,Undirected,26429,,1
3405,6582,Undirected,26430,,1
3177,3628,Undirected,26431,,1
1327,2198,Undirected,26432,,1
5152,5597,Undirected,26433,,1
8326,8771,Undirected,26434,,1
1478,454,Undirected,26435,,1
3955,4694,Undirected,26436,,1
386,5035,Undirected,26437,,1
2335,2926,Undirected,26438,,1
2868,5531,Undirected,26439,,1
3064,3071,Undirected,26440,,1
6718,8448,Undirected,26441,,1
7471,7624,Undirected,26442,,1
2116,5996,Undirected,26443,,1
5521,6178,Undirected,26444,,1
1383,265,Undirected,26445,,1
7533,8820,Undirected,26446,,1
1784,3823,Undirected,26447,,1
5719,6484,Undirected,26448,,1
4039,5160,Undirected,26449,,1
139,1716,Undirected,26450,,1
7472,8569,Undirected,26451,,1
7007,8132,Undirected,26452,,1
7039,8064,Undirected,26453,,1
2874,6137,Undirected,26454,,1
4508,5120,Undirected,26455,,1
1515,5673,Undirected,26456,,1
3738,3771,Undirected,26457,,1
8637,8798,Undirected,26458,,1
5994,6253,Undirected,26459,,1
1726,6958,Undirected,26460,,1
4226,4333,Undirected,26461,,1
2676,2771,Undirected,26462,,1
1857,889,Undirected,26463,,1
8363,8648,Undirected,26464,,1
3421,5404,Undirected,26465,,1
3796,750,Undirected,26466,,1
3254,4951,Undirected,26467,,1
1841,4718,Undirected,26468,,1
1998,3839,Undirected,26469,,1
1655,6206,Undirected,26470,,1
5694,6205,Undirected,26471,,1
2676,779,Undirected,26472,,1
7090,7505,Undirected,26473,,1
1207,6639,Undirected,26474,,1
7027,8142,Undirected,26475,,1
1983,832,Undirected,26476,,1
8097,8341,Undirected,26477,,1
7845,8188,Undirected,26478,,1
3130,6954,Undirected,26479,,1
7061,8508,Undirected,26480,,1
7982,8673,Undirected,26481,,1
7973,8391,Undirected,26482,,1
4177,6684,Undirected,26483,,1
3079,5179,Undirected,26484,,1
8425,8667,Undirected,26485,,1
2235,3229,Undirected,26486,,1
6637,728,Undirected,26487,,1
8352,8492,Undirected,26488,,1
4688,921,Undirected,26489,,1
1726,5253,Undirected,26490,,1
7074,7444,Undirected,26491,,1
2616,2676,Undirected,26492,,1
7111,8092,Undirected,26493,,1
3348,5688,Undirected,26494,,1
1362,3558,Undirected,26495,,1
1624,5307,Undirected,26496,,1
1947,5364,Undirected,26497,,1
7458,7510,Undirected,26498,,1
3156,989,Undirected,26499,,1
6085,750,Undirected,26500,,1
7917,8124,Undirected,26501,,1
1291,5123,Undirected,26502,,1
2116,2868,Undirected,26503,,1
7611,8426,Undirected,26504,,1
315,880,Undirected,26505,,1
3156,4428,Undirected,26506,,1
4950,5996,Undirected,26507,,1
1344,501,Undirected,26508,,1
2859,2999,Undirected,26509,,1
4384,4823,Undirected,26510,,1
7518,8842,Undirected,26511,,1
2621,3845,Undirected,26512,,1
1542,4096,Undirected,26513,,1
7161,8134,Undirected,26514,,1
166,2752,Undirected,26515,,1
1213,4972,Undirected,26516,,1
6981,8134,Undirected,26517,,1
7689,8498,Undirected,26518,,1
3178,4536,Undirected,26519,,1
3161,4416,Undirected,26520,,1
2813,6668,Undirected,26521,,1
1304,6622,Undirected,26522,,1
2788,530,Undirected,26523,,1
1752,6164,Undirected,26524,,1
3060,3079,Undirected,26525,,1
7666,7690,Undirected,26526,,1
2448,6057,Undirected,26527,,1
7049,7337,Undirected,26528,,1
5035,5855,Undirected,26529,,1
7518,7575,Undirected,26530,,1
4510,5684,Undirected,26531,,1
7163,7350,Undirected,26532,,1
4206,5753,Undirected,26533,,1
4200,6007,Undirected,26534,,1
2816,5288,Undirected,26535,,1
8298,8818,Undirected,26536,,1
7812,8503,Undirected,26537,,1
2231,6651,Undirected,26538,,1
1207,263,Undirected,26539,,1
119,2934,Undirected,26540,,1
2644,8289,Undirected,26541,,1
1634,4013,Undirected,26542,,1
4158,5107,Undirected,26543,,1
7954,7980,Undirected,26544,,1
1343,728,Undirected,26545,,1
4282,6122,Undirected,26546,,1
4967,989,Undirected,26547,,1
7630,8116,Undirected,26548,,1
8555,8579,Undirected,26549,,1
8328,8341,Undirected,26550,,1
4311,4860,Undirected,26551,,1
1438,5361,Undirected,26552,,1
7957,8425,Undirected,26553,,1
2843,5475,Undirected,26554,,1
3456,3575,Undirected,26555,,1
2322,6466,Undirected,26556,,1
452,4998,Undirected,26557,,1
1235,6412,Undirected,26558,,1
2234,4664,Undirected,26559,,1
6802,7708,Undirected,26560,,1
6725,7168,Undirected,26561,,1
2573,954,Undirected,26562,,1
4126,5867,Undirected,26563,,1
1785,4060,Undirected,26564,,1
2861,5317,Undirected,26565,,1
1401,382,Undirected,26566,,1
188,2679,Undirected,26567,,1
7696,8021,Undirected,26568,,1
423,5867,Undirected,26569,,1
2477,6624,Undirected,26570,,1
1365,1820,Undirected,26571,,1
3582,6675,Undirected,26572,,1
2276,3134,Undirected,26573,,1
2532,492,Undirected,26574,,1
6800,8617,Undirected,26575,,1
6731,7371,Undirected,26576,,1
7165,8162,Undirected,26577,,1
3148,4204,Undirected,26578,,1
3207,6489,Undirected,26579,,1
5056,6914,Undirected,26580,,1
2212,3252,Undirected,26581,,1
8267,8618,Undirected,26582,,1
6817,6990,Undirected,26583,,1
1521,6130,Undirected,26584,,1
3660,6051,Undirected,26585,,1
1774,4131,Undirected,26586,,1
3406,5560,Undirected,26587,,1
6790,6989,Undirected,26588,,1
4077,5381,Undirected,26589,,1
8341,8766,Undirected,26590,,1
1343,1818,Undirected,26591,,1
6255,6904,Undirected,26592,,1
6331,750,Undirected,26593,,1
4076,4560,Undirected,26594,,1
6526,868,Undirected,26595,,1
1438,6168,Undirected,26596,,1
333,5898,Undirected,26597,,1
7738,8066,Undirected,26598,,1
2234,3228,Undirected,26599,,1
3172,4194,Undirected,26600,,1
266,6490,Undirected,26601,,1
4013,869,Undirected,26602,,1
7033,8468,Undirected,26603,,1
7575,7846,Undirected,26604,,1
8446,8657,Undirected,26605,,1
5233,5248,Undirected,26606,,1
2660,4333,Undirected,26607,,1
2366,5258,Undirected,26608,,1
7087,7460,Undirected,26609,,1
3769,6428,Undirected,26610,,1
2530,3401,Undirected,26611,,1
5347,6224,Undirected,26612,,1
3459,434,Undirected,26613,,1
1717,816,Undirected,26614,,1
3317,4483,Undirected,26615,,1
7313,7850,Undirected,26616,,1
2519,989,Undirected,26617,,1
3806,5927,Undirected,26618,,1
4409,948,Undirected,26619,,1
8411,8829,Undirected,26620,,1
3475,3813,Undirected,26621,,1
2621,6264,Undirected,26622,,1
4935,8826,Undirected,26623,,1
331,4549,Undirected,26624,,1
1949,2668,Undirected,26625,,1
1181,4884,Undirected,26626,,1
1619,5867,Undirected,26627,,1
7254,7934,Undirected,26628,,1
1406,4875,Undirected,26629,,1
7608,7618,Undirected,26630,,1
4013,4659,Undirected,26631,,1
4096,6332,Undirected,26632,,1
2116,2448,Undirected,26633,,1
7583,7596,Undirected,26634,,1
3221,3375,Undirected,26635,,1
3101,6466,Undirected,26636,,1
3030,3047,Undirected,26637,,1
2816,5314,Undirected,26638,,1
4147,6480,Undirected,26639,,1
4165,493,Undirected,26640,,1
7546,7895,Undirected,26641,,1
1454,4095,Undirected,26642,,1
7630,7768,Undirected,26643,,1
4560,545,Undirected,26644,,1
2580,4048,Undirected,26645,,1
7691,8417,Undirected,26646,,1
7965,8196,Undirected,26647,,1
2322,4404,Undirected,26648,,1
6870,8280,Undirected,26649,,1
4865,4884,Undirected,26650,,1
2135,5152,Undirected,26651,,1
2731,2991,Undirected,26652,,1
2559,435,Undirected,26653,,1
3678,3901,Undirected,26654,,1
6829,6996,Undirected,26655,,1
139,5569,Undirected,26656,,1
1733,2402,Undirected,26657,,1
3316,6299,Undirected,26658,,1
3224,3582,Undirected,26659,,1
7947,8126,Undirected,26660,,1
502,923,Undirected,26661,,1
6991,7680,Undirected,26662,,1
4419,6015,Undirected,26663,,1
2253,3116,Undirected,26664,,1
7138,7418,Undirected,26665,,1
4088,6493,Undirected,26666,,1
7101,7934,Undirected,26667,,1
7982,8498,Undirected,26668,,1
6998,7982,Undirected,26669,,1
1611,728,Undirected,26670,,1
6803,8676,Undirected,26671,,1
1799,2264,Undirected,26672,,1
7494,8554,Undirected,26673,,1
3284,3401,Undirected,26674,,1
6829,7075,Undirected,26675,,1
7000,7391,Undirected,26676,,1
2668,4935,Undirected,26677,,1
7841,8343,Undirected,26678,,1
3438,5425,Undirected,26679,,1
3819,553,Undirected,26680,,1
2734,4376,Undirected,26681,,1
1889,3046,Undirected,26682,,1
4333,5532,Undirected,26683,,1
3285,3360,Undirected,26684,,1
3795,6231,Undirected,26685,,1
3094,4527,Undirected,26686,,1
868,981,Undirected,26687,,1
2559,6413,Undirected,26688,,1
1170,912,Undirected,26689,,1
298,652,Undirected,26690,,1
1968,358,Undirected,26691,,1
8075,8565,Undirected,26692,,1
7487,8473,Undirected,26693,,1
7115,8061,Undirected,26694,,1
7490,7946,Undirected,26695,,1
1882,6500,Undirected,26696,,1
4013,4179,Undirected,26697,,1
1500,2668,Undirected,26698,,1
4333,5810,Undirected,26699,,1
6958,947,Undirected,26700,,1
1597,3885,Undirected,26701,,1
1825,3433,Undirected,26702,,1
4195,755,Undirected,26703,,1
2855,4613,Undirected,26704,,1
2261,5136,Undirected,26705,,1
7968,8076,Undirected,26706,,1
7059,8529,Undirected,26707,,1
7184,8143,Undirected,26708,,1
8134,8306,Undirected,26709,,1
7483,8835,Undirected,26710,,1
319,3537,Undirected,26711,,1
4058,625,Undirected,26712,,1
8142,8143,Undirected,26713,,1
4508,5851,Undirected,26714,,1
1981,5237,Undirected,26715,,1
6054,7276,Undirected,26716,,1
1439,2807,Undirected,26717,,1
2685,2924,Undirected,26718,,1
1670,6275,Undirected,26719,,1
6770,6823,Undirected,26720,,1
14,5385,Undirected,26721,,1
3080,4287,Undirected,26722,,1
6830,8058,Undirected,26723,,1
6765,7830,Undirected,26724,,1
7679,8653,Undirected,26725,,1
2591,4114,Undirected,26726,,1
341,5743,Undirected,26727,,1
4013,6174,Undirected,26728,,1
1167,2816,Undirected,26729,,1
5106,6254,Undirected,26730,,1
3010,6528,Undirected,26731,,1
4095,5220,Undirected,26732,,1
2708,4857,Undirected,26733,,1
2591,4425,Undirected,26734,,1
238,3122,Undirected,26735,,1
8251,8690,Undirected,26736,,1
7720,8138,Undirected,26737,,1
2258,5940,Undirected,26738,,1
7686,7697,Undirected,26739,,1
7007,8847,Undirected,26740,,1
6976,7502,Undirected,26741,,1
1152,880,Undirected,26742,,1
7322,8435,Undirected,26743,,1
3558,3793,Undirected,26744,,1
1365,1761,Undirected,26745,,1
1531,3646,Undirected,26746,,1
6171,6635,Undirected,26747,,1
3687,5761,Undirected,26748,,1
5544,6194,Undirected,26749,,1
387,6284,Undirected,26750,,1
3469,6888,Undirected,26751,,1
2752,2889,Undirected,26752,,1
7743,8697,Undirected,26753,,1
1239,6639,Undirected,26754,,1
7503,7588,Undirected,26755,,1
168,5797,Undirected,26756,,1
2648,63,Undirected,26757,,1
7071,7633,Undirected,26758,,1
1625,4106,Undirected,26759,,1
2455,5984,Undirected,26760,,1
2211,5225,Undirected,26761,,1
8014,8252,Undirected,26762,,1
4265,614,Undirected,26763,,1
1315,4467,Undirected,26764,,1
7944,8505,Undirected,26765,,1
8176,8457,Undirected,26766,,1
3343,3402,Undirected,26767,,1
5317,6586,Undirected,26768,,1
1213,4090,Undirected,26769,,1
1536,3172,Undirected,26770,,1
8437,8659,Undirected,26771,,1
1785,5854,Undirected,26772,,1
1697,3566,Undirected,26773,,1
2270,5867,Undirected,26774,,1
190,2926,Undirected,26775,,1
2966,3001,Undirected,26776,,1
7517,7808,Undirected,26777,,1
6765,7949,Undirected,26778,,1
6188,840,Undirected,26779,,1
315,502,Undirected,26780,,1
2708,5331,Undirected,26781,,1
4622,975,Undirected,26782,,1
143,298,Undirected,26783,,1
2208,5060,Undirected,26784,,1
3225,5449,Undirected,26785,,1
6990,8569,Undirected,26786,,1
4840,914,Undirected,26787,,1
7469,8040,Undirected,26788,,1
2559,3560,Undirected,26789,,1
2448,6940,Undirected,26790,,1
1478,2270,Undirected,26791,,1
7442,8016,Undirected,26792,,1
1844,2889,Undirected,26793,,1
3243,6880,Undirected,26794,,1
1436,4,Undirected,26795,,1
5805,5867,Undirected,26796,,1
7652,7982,Undirected,26797,,1
5545,6335,Undirected,26798,,1
4549,975,Undirected,26799,,1
7851,8683,Undirected,26800,,1
3356,541,Undirected,26801,,1
1217,4030,Undirected,26802,,1
1315,4622,Undirected,26803,,1
1542,5159,Undirected,26804,,1
7844,7971,Undirected,26805,,1
303,4357,Undirected,26806,,1
3295,4720,Undirected,26807,,1
8549,8685,Undirected,26808,,1
1292,418,Undirected,26809,,1
7039,8095,Undirected,26810,,1
1239,263,Undirected,26811,,1
1945,5188,Undirected,26812,,1
8027,8825,Undirected,26813,,1
4271,6219,Undirected,26814,,1
1184,652,Undirected,26815,,1
7106,7517,Undirected,26816,,1
1841,4855,Undirected,26817,,1
7461,8027,Undirected,26818,,1
4508,6250,Undirected,26819,,1
7704,8655,Undirected,26820,,1
889,989,Undirected,26821,,1
2511,8260,Undirected,26822,,1
2386,944,Undirected,26823,,1
5186,817,Undirected,26824,,1
3132,3544,Undirected,26825,,1
4172,6910,Undirected,26826,,1
2342,5055,Undirected,26827,,1
1773,550,Undirected,26828,,1
3830,527,Undirected,26829,,1
223,5573,Undirected,26830,,1
1436,5208,Undirected,26831,,1
3716,6194,Undirected,26832,,1
6267,748,Undirected,26833,,1
1006,2593,Undirected,26834,,1
1570,4044,Undirected,26835,,1
7680,8656,Undirected,26836,,1
1286,1568,Undirected,26837,,1
1785,3492,Undirected,26838,,1
4663,975,Undirected,26839,,1
1364,6099,Undirected,26840,,1
2924,3098,Undirected,26841,,1
1330,4726,Undirected,26842,,1
2926,5271,Undirected,26843,,1
7846,8842,Undirected,26844,,1
1857,2143,Undirected,26845,,1
7485,7766,Undirected,26846,,1
2448,6951,Undirected,26847,,1
2621,925,Undirected,26848,,1
1041,2321,Undirected,26849,,1
7642,7656,Undirected,26850,,1
7165,8478,Undirected,26851,,1
4469,498,Undirected,26852,,1
5828,6127,Undirected,26853,,1
3541,3755,Undirected,26854,,1
7381,7446,Undirected,26855,,1
3839,6389,Undirected,26856,,1
5823,6869,Undirected,26857,,1
6820,8848,Undirected,26858,,1
7010,8046,Undirected,26859,,1
713,989,Undirected,26860,,1
5456,6298,Undirected,26861,,1
3578,750,Undirected,26862,,1
2348,3328,Undirected,26863,,1
4696,6608,Undirected,26864,,1
7845,7863,Undirected,26865,,1
3246,6847,Undirected,26866,,1
3839,6185,Undirected,26867,,1
2714,3656,Undirected,26868,,1
1277,3209,Undirected,26869,,1
6825,7330,Undirected,26870,,1
7161,8593,Undirected,26871,,1
2671,5471,Undirected,26872,,1
1476,1487,Undirected,26873,,1
6981,8593,Undirected,26874,,1
3074,960,Undirected,26875,,1
7480,7592,Undirected,26876,,1
1182,6117,Undirected,26877,,1
8176,8657,Undirected,26878,,1
5533,5844,Undirected,26879,,1
7747,7850,Undirected,26880,,1
4390,5436,Undirected,26881,,1
1493,155,Undirected,26882,,1
3054,6872,Undirected,26883,,1
3352,5703,Undirected,26884,,1
1799,5817,Undirected,26885,,1
1821,560,Undirected,26886,,1
1026,1292,Undirected,26887,,1
7413,7885,Undirected,26888,,1
2605,5307,Undirected,26889,,1
7432,8307,Undirected,26890,,1
7322,8066,Undirected,26891,,1
3134,484,Undirected,26892,,1
1794,4470,Undirected,26893,,1
153,3656,Undirected,26894,,1
8343,8591,Undirected,26895,,1
5053,5940,Undirected,26896,,1
1585,4179,Undirected,26897,,1
3159,4655,Undirected,26898,,1
7576,7822,Undirected,26899,,1
2648,5208,Undirected,26900,,1
2483,3972,Undirected,26901,,1
2924,5468,Undirected,26902,,1
7547,8230,Undirected,26903,,1
5452,5878,Undirected,26904,,1
2501,2515,Undirected,26905,,1
6989,7478,Undirected,26906,,1
4636,5208,Undirected,26907,,1
2443,728,Undirected,26908,,1
7292,8592,Undirected,26909,,1
7820,8129,Undirected,26910,,1
1330,1382,Undirected,26911,,1
6998,7617,Undirected,26912,,1
4145,6932,Undirected,26913,,1
2355,6943,Undirected,26914,,1
3575,5552,Undirected,26915,,1
7723,8837,Undirected,26916,,1
1707,6599,Undirected,26917,,1
3043,3070,Undirected,26918,,1
3108,338,Undirected,26919,,1
2209,4726,Undirected,26920,,1
3275,4077,Undirected,26921,,1
1832,4212,Undirected,26922,,1
3896,6050,Undirected,26923,,1
7337,8671,Undirected,26924,,1
3563,6163,Undirected,26925,,1
2486,6869,Undirected,26926,,1
5208,6630,Undirected,26927,,1
3002,385,Undirected,26928,,1
3900,5511,Undirected,26929,,1
7849,8323,Undirected,26930,,1
3045,5386,Undirected,26931,,1
7914,8208,Undirected,26932,,1
2920,3656,Undirected,26933,,1
2635,6509,Undirected,26934,,1
6823,7480,Undirected,26935,,1
2514,989,Undirected,26936,,1
27,5367,Undirected,26937,,1
8394,8827,Undirected,26938,,1
3839,4384,Undirected,26939,,1
3970,6228,Undirected,26940,,1
7533,7779,Undirected,26941,,1
4619,5182,Undirected,26942,,1
1185,2154,Undirected,26943,,1
6993,8234,Undirected,26944,,1
3098,4175,Undirected,26945,,1
4413,4954,Undirected,26946,,1
4333,5073,Undirected,26947,,1
7750,8231,Undirected,26948,,1
3300,3363,Undirected,26949,,1
7063,8618,Undirected,26950,,1
8150,8645,Undirected,26951,,1
5808,903,Undirected,26952,,1
1151,2232,Undirected,26953,,1
6783,7813,Undirected,26954,,1
2149,6288,Undirected,26955,,1
1785,6932,Undirected,26956,,1
4417,5272,Undirected,26957,,1
1457,5257,Undirected,26958,,1
6777,7116,Undirected,26959,,1
4373,6446,Undirected,26960,,1
2584,4333,Undirected,26961,,1
7020,7387,Undirected,26962,,1
7044,8208,Undirected,26963,,1
6981,8525,Undirected,26964,,1
7289,7791,Undirected,26965,,1
485,515,Undirected,26966,,1
7259,7982,Undirected,26967,,1
8336,8567,Undirected,26968,,1
3494,4120,Undirected,26969,,1
3092,4288,Undirected,26970,,1
3565,3680,Undirected,26971,,1
1025,2320,Undirected,26972,,1
3003,6888,Undirected,26973,,1
2264,3156,Undirected,26974,,1
1188,4855,Undirected,26975,,1
1292,4516,Undirected,26976,,1
8029,8402,Undirected,26977,,1
6335,6513,Undirected,26978,,1
3309,6077,Undirected,26979,,1
7480,8199,Undirected,26980,,1
7089,8800,Undirected,26981,,1
4846,72,Undirected,26982,,1
3399,4805,Undirected,26983,,1
8268,8392,Undirected,26984,,1
1743,645,Undirected,26985,,1
2265,4508,Undirected,26986,,1
4643,831,Undirected,26987,,1
249,3043,Undirected,26988,,1
7722,7883,Undirected,26989,,1
321,999,Undirected,26990,,1
338,3995,Undirected,26991,,1
8274,8350,Undirected,26992,,1
3399,8278,Undirected,26993,,1
8023,8045,Undirected,26994,,1
7386,7605,Undirected,26995,,1
6785,7758,Undirected,26996,,1
7039,7942,Undirected,26997,,1
2571,6894,Undirected,26998,,1
1882,736,Undirected,26999,,1
3405,3434,Undirected,27000,,1
4128,804,Undirected,27001,,1
3119,3336,Undirected,27002,,1
3410,5681,Undirected,27003,,1
7094,7605,Undirected,27004,,1
5340,5726,Undirected,27005,,1
277,3128,Undirected,27006,,1
7374,7716,Undirected,27007,,1
3333,343,Undirected,27008,,1
2704,830,Undirected,27009,,1
4232,604,Undirected,27010,,1
4951,6859,Undirected,27011,,1
1781,2926,Undirected,27012,,1
118,2828,Undirected,27013,,1
1523,2924,Undirected,27014,,1
2253,6000,Undirected,27015,,1
3234,4467,Undirected,27016,,1
1625,1983,Undirected,27017,,1
5159,6332,Undirected,27018,,1
311,4513,Undirected,27019,,1
7009,8141,Undirected,27020,,1
1263,346,Undirected,27021,,1
4664,728,Undirected,27022,,1
1530,2471,Undirected,27023,,1
145,2781,Undirected,27024,,1
5208,6126,Undirected,27025,,1
7499,8104,Undirected,27026,,1
7445,8481,Undirected,27027,,1
2134,2668,Undirected,27028,,1
1499,5130,Undirected,27029,,1
7301,7408,Undirected,27030,,1
4197,5903,Undirected,27031,,1
7179,804,Undirected,27032,,1
2230,5577,Undirected,27033,,1
6127,6308,Undirected,27034,,1
2584,3815,Undirected,27035,,1
7466,7834,Undirected,27036,,1
3098,6964,Undirected,27037,,1
8433,8438,Undirected,27038,,1
6830,8852,Undirected,27039,,1
7022,8531,Undirected,27040,,1
3191,989,Undirected,27041,,1
135,1903,Undirected,27042,,1
2397,6681,Undirected,27043,,1
4161,733,Undirected,27044,,1
4233,801,Undirected,27045,,1
7395,8503,Undirected,27046,,1
1774,989,Undirected,27047,,1
4696,914,Undirected,27048,,1
7290,7385,Undirected,27049,,1
6050,6390,Undirected,27050,,1
4561,5277,Undirected,27051,,1
4688,975,Undirected,27052,,1
2116,3371,Undirected,27053,,1
5731,6281,Undirected,27054,,1
5765,718,Undirected,27055,,1
210,2500,Undirected,27056,,1
5692,6661,Undirected,27057,,1
1033,3378,Undirected,27058,,1
7121,7960,Undirected,27059,,1
2157,3582,Undirected,27060,,1
3839,918,Undirected,27061,,1
3282,3333,Undirected,27062,,1
3234,4622,Undirected,27063,,1
2988,3000,Undirected,27064,,1
7015,8654,Undirected,27065,,1
328,4968,Undirected,27066,,1
1767,3099,Undirected,27067,,1
1152,502,Undirected,27068,,1
2477,3100,Undirected,27069,,1
1607,2135,Undirected,27070,,1
7601,8502,Undirected,27071,,1
3988,4125,Undirected,27072,,1
3013,5208,Undirected,27073,,1
1374,1383,Undirected,27074,,1
7841,8079,Undirected,27075,,1
2679,4553,Undirected,27076,,1
6819,7380,Undirected,27077,,1
6974,8101,Undirected,27078,,1
3820,6257,Undirected,27079,,1
7604,7652,Undirected,27080,,1
7571,8556,Undirected,27081,,1
4095,5472,Undirected,27082,,1
496,547,Undirected,27083,,1
2448,3922,Undirected,27084,,1
4404,6491,Undirected,27085,,1
2143,6679,Undirected,27086,,1
7763,8142,Undirected,27087,,1
1743,5690,Undirected,27088,,1
326,709,Undirected,27089,,1
7059,8586,Undirected,27090,,1
3113,4055,Undirected,27091,,1
2180,2752,Undirected,27092,,1
4345,6962,Undirected,27093,,1
2917,6641,Undirected,27094,,1
4658,733,Undirected,27095,,1
7343,7370,Undirected,27096,,1
7298,7377,Undirected,27097,,1
3459,5454,Undirected,27098,,1
3535,6178,Undirected,27099,,1
4969,991,Undirected,27100,,1
7363,8404,Undirected,27101,,1
7364,8395,Undirected,27102,,1
2292,8787,Undirected,27103,,1
2598,561,Undirected,27104,,1
4037,765,Undirected,27105,,1
2606,868,Undirected,27106,,1
7446,8383,Undirected,27107,,1
1182,72,Undirected,27108,,1
7442,8021,Undirected,27109,,1
2245,3681,Undirected,27110,,1
1951,2231,Undirected,27111,,1
265,6335,Undirected,27112,,1
6280,6389,Undirected,27113,,1
1177,2365,Undirected,27114,,1
238,886,Undirected,27115,,1
1731,6939,Undirected,27116,,1
3294,6953,Undirected,27117,,1
6749,7698,Undirected,27118,,1
1697,4013,Undirected,27119,,1
3741,5395,Undirected,27120,,1
2523,3974,Undirected,27121,,1
146,2889,Undirected,27122,,1
6823,7599,Undirected,27123,,1
7779,8053,Undirected,27124,,1
7116,8496,Undirected,27125,,1
7823,8343,Undirected,27126,,1
313,989,Undirected,27127,,1
8546,8836,Undirected,27128,,1
2399,6643,Undirected,27129,,1
4512,4956,Undirected,27130,,1
3639,5008,Undirected,27131,,1
7461,8844,Undirected,27132,,1
2444,5653,Undirected,27133,,1
4185,4187,Undirected,27134,,1
259,3246,Undirected,27135,,1
1841,2802,Undirected,27136,,1
2340,4821,Undirected,27137,,1
3403,4363,Undirected,27138,,1
5214,5318,Undirected,27139,,1
4383,4692,Undirected,27140,,1
2660,512,Undirected,27141,,1
417,5589,Undirected,27142,,1
6817,8631,Undirected,27143,,1
203,2913,Undirected,27144,,1
1820,6497,Undirected,27145,,1
7483,8806,Undirected,27146,,1
3764,768,Undirected,27147,,1
7025,8411,Undirected,27148,,1
7696,8359,Undirected,27149,,1
1280,4626,Undirected,27150,,1
6989,7525,Undirected,27151,,1
8100,8501,Undirected,27152,,1
3656,4872,Undirected,27153,,1
2496,3907,Undirected,27154,,1
7818,8600,Undirected,27155,,1
3064,5374,Undirected,27156,,1
139,5458,Undirected,27157,,1
3989,4720,Undirected,27158,,1
7268,7309,Undirected,27159,,1
4009,4095,Undirected,27160,,1
3869,606,Undirected,27161,,1
6735,8317,Undirected,27162,,1
1502,948,Undirected,27163,,1
3368,6663,Undirected,27164,,1
7101,8215,Undirected,27165,,1
23,5699,Undirected,27166,,1
1028,5946,Undirected,27167,,1
4220,5235,Undirected,27168,,1
3377,3409,Undirected,27169,,1
7934,8628,Undirected,27170,,1
2386,2774,Undirected,27171,,1
7522,8127,Undirected,27172,,1
371,4731,Undirected,27173,,1
3521,4013,Undirected,27174,,1
2551,4919,Undirected,27175,,1
3123,6259,Undirected,27176,,1
4199,997,Undirected,27177,,1
5860,6961,Undirected,27178,,1
3414,4357,Undirected,27179,,1
6699,6711,Undirected,27180,,1
3535,4013,Undirected,27181,,1
7345,7982,Undirected,27182,,1
7305,7954,Undirected,27183,,1
1004,999,Undirected,27184,,1
4131,840,Undirected,27185,,1
2616,856,Undirected,27186,,1
6991,7631,Undirected,27187,,1
243,4327,Undirected,27188,,1
1818,5802,Undirected,27189,,1
1315,921,Undirected,27190,,1
1188,2775,Undirected,27191,,1
5123,6552,Undirected,27192,,1
3739,6929,Undirected,27193,,1
277,3630,Undirected,27194,,1
7688,8017,Undirected,27195,,1
1840,7181,Undirected,27196,,1
513,724,Undirected,27197,,1
7464,8841,Undirected,27198,,1
1737,2437,Undirected,27199,,1
7605,7639,Undirected,27200,,1
7649,7788,Undirected,27201,,1
6912,834,Undirected,27202,,1
2606,6526,Undirected,27203,,1
1260,6855,Undirected,27204,,1
6994,8832,Undirected,27205,,1
7025,8414,Undirected,27206,,1
4796,494,Undirected,27207,,1
3996,5272,Undirected,27208,,1
1490,5790,Undirected,27209,,1
3483,5347,Undirected,27210,,1
6782,7850,Undirected,27211,,1
2273,6637,Undirected,27212,,1
2755,3786,Undirected,27213,,1
4077,4508,Undirected,27214,,1
6812,8470,Undirected,27215,,1
2580,3769,Undirected,27216,,1
7328,8150,Undirected,27217,,1
2679,4320,Undirected,27218,,1
4560,5434,Undirected,27219,,1
