Author Name,Author ID,UID,Aff
tarikul,aiub_author_0,8684,AIUB
fayz-al-asad,aiub_author_1,7891,AIUB
alfarhood,aiub_author_10,6828,AIUB
al-amin,aiub_author_100,7769,AIUB
ahmed,aiub_author_1000,8596,AIUB
abdullah,aiub_author_1001,6765,AIUB
najmol,aiub_author_1002,7949,AIUB
shafiul,aiub_author_1003,7005,AIUB
chowdhury,aiub_author_1004,7012,AIUB
argho,aiub_author_1005,7051,AIUB
suben,aiub_author_1006,8611,AIUB
khandaker,aiub_author_1007,7550,AIUB
ayesha,aiub_author_1008,7071,AIUB
mamun,aiub_author_1009,6743,AIUB
zahan,aiub_author_101,8850,AIUB
zahan,aiub_author_101,UID_7725,AIUB
al-shaikhli,aiub_author_1011,7428,AIUB
hossain,aiub_author_1012,7583,AIUB
jamil,aiub_author_1013,6713,AIUB
hasan,aiub_author_1014,7387,AIUB
ali,aiub_author_1015,113,AIUB
ali,aiub_author_1015,113,AIUB
esha,aiub_author_1016,7417,AIUB
hassan,aiub_author_1018,7710,AIUB
matin,aiub_author_1019,7692,AIUB
n.,aiub_author_102,8169,AIUB
n.,aiub_author_102,UID_7726,AIUB
sikder,aiub_author_1020,8458,AIUB
sankar,aiub_author_1021,8498,AIUB
moniruzzaman,aiub_author_1022,7941,AIUB
basith,aiub_author_1023,7688,AIUB
rabiul,aiub_author_1024,7960,AIUB
chongqi,aiub_author_1025,7121,AIUB
shahjaman,aiub_author_1026,7991,AIUB
mohammad,aiub_author_1027,8064,AIUB
mohammad,aiub_author_1029,8049,AIUB
fahim,aiub_author_103,6742,AIUB
fahim,aiub_author_103,6742,AIUB
mostafizur,aiub_author_1030,7204,AIUB
sajjadul,aiub_author_1031,8479,AIUB
shahriar,aiub_author_1032,6804,AIUB
hossain,aiub_author_1033,7819,AIUB
rowshan,aiub_author_1034,7310,AIUB
tohedul,aiub_author_1035,8767,AIUB
mohammed,aiub_author_1036,8090,AIUB
mahmud,aiub_author_1037,8429,AIUB
wenyu,aiub_author_1038,8820,AIUB
yongsheng,aiub_author_1039,8839,AIUB
s.,aiub_author_104,8409,AIUB
s.,aiub_author_104,UID_7728,AIUB
abdul,aiub_author_1040,271,AIUB
abdul,aiub_author_1042,271,AIUB
habibur,aiub_author_1043,7779,AIUB
mohammad,aiub_author_1044,8053,AIUB
mahmud,aiub_author_1045,7243,AIUB
awal,aiub_author_1046,7602,AIUB
masud,aiub_author_1047,7660,AIUB
bulbul,aiub_author_1048,6720,AIUB
shuvo,aiub_author_105,8576,AIUB
shuvo,aiub_author_105,UID_7729,AIUB
ferdosui,aiub_author_1051,6831,AIUB
sohan,aiub_author_1053,6826,AIUB
abdullah;,aiub_author_1054,7775,AIUB
bin-faisal,aiub_author_1055,6797,AIUB
sajid,aiub_author_1056,7825,AIUB
sabbir,aiub_author_1057,7818,AIUB
tushar,aiub_author_1058,6825,AIUB
riazul,aiub_author_1059,7330,AIUB
md.,aiub_author_106,7971,AIUB
sourav,aiub_author_1060,8600,AIUB
hassan,aiub_author_1061,8187,AIUB
mohammad,aiub_author_1062,8082,AIUB
mamun,aiub_author_1063,8035,AIUB
mustafa,aiub_author_1064,8768,AIUB
nilufar,aiub_author_1065,8212,AIUB
mohammad,aiub_author_1067,8322,AIUB
hossain,aiub_author_1068,7939,AIUB
manzurul,aiub_author_1069,7793,AIUB
sarker,aiub_author_107,8502,AIUB
sarker,aiub_author_107,UID_7730,AIUB
hossain.,aiub_author_1070,7021,AIUB
hoque,aiub_author_1072,8430,AIUB
khandaker,aiub_author_1073,7455,AIUB
das,aiub_author_1074,7372,AIUB
das,aiub_author_1074,7453,AIUB
khan,aiub_author_1075,6993,AIUB
abdus,aiub_author_1077,6995,AIUB
wardah,aiub_author_1078,8816,AIUB
manzurul,aiub_author_1079,7219,AIUB
m.,aiub_author_108,7601,AIUB
m.,aiub_author_108,UID_7731,AIUB
siyamul,aiub_author_1080,7999,AIUB
manjurul,aiub_author_1081,7202,AIUB
mohaimen-,aiub_author_1082,8042,AIUB
haram,aiub_author_1083,7384,AIUB
chang-sik,aiub_author_1084,7117,AIUB
raiyan,aiub_author_1085,7445,AIUB
shihab,aiub_author_1086,8786,AIUB
sakibjamil,aiub_author_1087,8481,AIUB
shariful,aiub_author_1088,7443,AIUB
tanvir,aiub_author_1089,6975,AIUB
masum,aiub_author_109,7754,AIUB
masum,aiub_author_109,UID_7732,AIUB
beg,aiub_author_1090,8243,AIUB
beg,aiub_author_1090,UID_7769,AIUB
ismail,aiub_author_1093,6808,AIUB
sathasivam.,aiub_author_1094,8407,AIUB
sohail,aiub_author_1095,7600,AIUB
ali,aiub_author_1096,113,AIUB
ali,aiub_author_1096,113,AIUB
al-kouz,aiub_author_1097,8810,AIUB
chu,aiub_author_1098,8838,AIUB
chu,aiub_author_1098,8838,AIUB
thounthong,aiub_author_1099,8261,AIUB
safran,aiub_author_11,8021,AIUB
md.,aiub_author_110,8434,AIUB
md.,aiub_author_110,UID_7733,AIUB
roushanara,aiub_author_1100,8378,AIUB
mohammad,aiub_author_1101,7235,AIUB
chowdhury,aiub_author_1102,7012,AIUB
singh,aiub_author_1103,8583,AIUB
singh,aiub_author_1103,UID_7784,AIUB
v.k.,aiub_author_1104,8796,AIUB
v.k.,aiub_author_1104,UID_7785,AIUB
arora,aiub_author_1105,7055,AIUB
arora,aiub_author_1105,UID_7786,AIUB
p.,aiub_author_1106,8262,AIUB
p.,aiub_author_1106,UID_7787,AIUB
a.,aiub_author_1108,6718,AIUB
a.,aiub_author_1108,6718,AIUB
bhattacharya,aiub_author_1109,7098,AIUB
molla,aiub_author_111,8102,AIUB
molla,aiub_author_111,UID_7734,AIUB
s.,aiub_author_1110,8408,AIUB
s.,aiub_author_1110,UID_7790,AIUB
md.m.,aiub_author_1111,8014,AIUB
md.m.,aiub_author_1111,UID_7791,AIUB
md.s.,aiub_author_1112,8016,AIUB
md.s.,aiub_author_1112,UID_7792,AIUB
onik,aiub_author_1113,8252,AIUB
onik,aiub_author_1113,UID_7793,AIUB
md.m.h.,aiub_author_1114,8015,AIUB
md.m.h.,aiub_author_1114,UID_7794,AIUB
mahmudul,aiub_author_1115,7658,AIUB
stamati,aiub_author_1116,8697,AIUB
loucopoulos,aiub_author_1117,8272,AIUB
nikolaidou,aiub_author_1118,7743,AIUB
yeasmin,aiub_author_1119,8837,AIUB
yeasmin,aiub_author_1119,UID_7795,AIUB
md.,aiub_author_112,7844,AIUB
kuri,aiub_author_1120,7562,AIUB
kuri,aiub_author_1120,UID_7796,AIUB
r.,aiub_author_1121,8313,AIUB
r.,aiub_author_1121,UID_7797,AIUB
mahamudul,aiub_author_1122,7723,AIUB
a.r.m.,aiub_author_1123,6754,AIUB
a.r.m.,aiub_author_1123,6754,AIUB
pathan,aiub_author_1124,8483,AIUB
a.q.m.,aiub_author_1125,6754,AIUB
a.q.m.,aiub_author_1125,6754,AIUB
riaz,aiub_author_1126,8358,AIUB
riaz,aiub_author_1126,UID_7800,AIUB
h.,aiub_author_1127,7369,AIUB
h.,aiub_author_1127,7369,AIUB
mohammad,aiub_author_1128,8078,AIUB
mehedi,aiub_author_1129,7799,AIUB
putul,aiub_author_113,8311,AIUB
putul,aiub_author_113,UID_7735,AIUB
siyamul,aiub_author_1130,7835,AIUB
onik,aiub_author_1131,6740,AIUB
onik,aiub_author_1131,UID_7802,AIUB
m.,aiub_author_1132,7645,AIUB
m.,aiub_author_1133,7674,AIUB
m.,aiub_author_1133,UID_7803,AIUB
m.,aiub_author_1134,7643,AIUB
m.,aiub_author_1134,UID_7804,AIUB
uddin,aiub_author_1135,8785,AIUB
uddin,aiub_author_1135,UID_7788,AIUB
khandaker,aiub_author_1136,7201,AIUB
a.g.m.,aiub_author_1137,6750,AIUB
razib,aiub_author_1138,7223,AIUB
noshin,aiub_author_1139,7498,AIUB
r.,aiub_author_114,8314,AIUB
r.,aiub_author_114,UID_7736,AIUB
sajib,aiub_author_1140,8477,AIUB
mohammad,aiub_author_1141,7232,AIUB
hossain,aiub_author_1143,7227,AIUB
ara,aiub_author_1144,7363,AIUB
ara,aiub_author_1144,7363,AIUB
din,aiub_author_1145,8404,AIUB
tarek,aiub_author_1146,8394,AIUB
biswas,aiub_author_1147,7346,AIUB
sharafuddin,aiub_author_1148,8406,AIUB
faruque,aiub_author_1149,7515,AIUB
saikat,aiub_author_115,8475,AIUB
haque,aiub_author_1150,7025,AIUB
haque,aiub_author_1150,7025,AIUB
faruque,aiub_author_1151,7515,AIUB
sharafuddin,aiub_author_1152,8432,AIUB
hasan,aiub_author_1153,7387,AIUB
hossain,aiub_author_1154,6731,AIUB
ara,aiub_author_1155,7363,AIUB
ara,aiub_author_1155,7363,AIUB
biswas,aiub_author_1156,7346,AIUB
haque,aiub_author_1157,7025,AIUB
yasmin,aiub_author_1158,8489,AIUB
bin-faisal,aiub_author_1159,6797,AIUB
ratan,aiub_author_116,7965,AIUB
rahid,aiub_author_1160,8403,AIUB
foysal,aiub_author_1161,7338,AIUB
arupkumar,aiub_author_1162,7057,AIUB
shahidul,aiub_author_1163,7989,AIUB
shams,aiub_author_1165,8656,AIUB
hossain,aiub_author_1166,7979,AIUB
mahamud,aiub_author_1167,7631,AIUB
tehjib,aiub_author_1168,7680,AIUB
hossain,aiub_author_1169,8846,AIUB
farzana,aiub_author_117,7065,AIUB
pramanik,aiub_author_1170,6991,AIUB
akter1,aiub_author_1171,6833,AIUB
anowar,aiub_author_1172,7043,AIUB
michael,aiub_author_1174,8028,AIUB
connie,aiub_author_1175,7132,AIUB
hossain,aiub_author_1176,7003,AIUB
beg,aiub_author_1177,7096,AIUB
beg,aiub_author_1177,UID_7807,AIUB
beg,aiub_author_1178,7097,AIUB
beg,aiub_author_1178,UID_7808,AIUB
khan,aiub_author_1179,7548,AIUB
khan,aiub_author_1179,UID_7809,AIUB
saydul,aiub_author_118,8505,AIUB
prosenjit,aiub_author_1180,8307,AIUB
prodan,aiub_author_1181,7432,AIUB
sheikh,aiub_author_1182,7995,AIUB
musaddiq,aiub_author_1183,8160,AIUB
yeasmin,aiub_author_1184,8124,AIUB
mahadi,aiub_author_1185,7917,AIUB
mostafa,aiub_author_1186,8111,AIUB
shahjalal,aiub_author_1187,7543,AIUB
chowdhury,aiub_author_1188,7012,AIUB
hanif,aiub_author_1189,7781,AIUB
zafril,aiub_author_119,8849,AIUB
nosheen,aiub_author_1190,8465,AIUB
saniat,aiub_author_1191,7981,AIUB
yunianto,aiub_author_1192,7161,AIUB
sohyun,aiub_author_1193,8593,AIUB
seokhun,aiub_author_1194,8521,AIUB
shamsuddin,aiub_author_1195,8080,AIUB
yang-kook,aiub_author_1196,8834,AIUB
zhang,aiub_author_1197,8027,AIUB
jacky,aiub_author_1198,7462,AIUB
xiao,aiub_author_1199,8833,AIUB
abdullah-al-jubair,aiub_author_12,7855,AIUB
muzahid,aiub_author_120,6780,AIUB
alamgir,aiub_author_1200,2975,AIUB
zhen,aiub_author_1201,8858,AIUB
jacky,aiub_author_1202,7461,AIUB
xiao,aiub_author_1203,8825,AIUB
xiao,aiub_author_1203,UID_7810,AIUB
yutian,aiub_author_1204,8844,AIUB
shuo,aiub_author_1205,8574,AIUB
siddiki,aiub_author_1206,8425,AIUB
nurnobi,aiub_author_1207,7957,AIUB
sultana,aiub_author_1208,6774,AIUB
yuan,aiub_author_1209,8840,AIUB
hossain,aiub_author_121,7944,AIUB
takashi,aiub_author_1210,8667,AIUB
ken-ichi,aiub_author_1211,8855,AIUB
elbayoumy,aiub_author_1212,7268,AIUB
yuting,aiub_author_1213,8845,AIUB
trombini,aiub_author_1214,7123,AIUB
masayoshi,aiub_author_1215,7751,AIUB
zhiyi,aiub_author_1216,8860,AIUB
mostafa,aiub_author_1217,8109,AIUB
mohamed,aiub_author_1218,7309,AIUB
naofumi,aiub_author_1219,8188,AIUB
ullah,aiub_author_122,7681,AIUB
laveet,aiub_author_1220,7569,AIUB
afroza,aiub_author_1221,6778,AIUB
ahmed,aiub_author_1222,6802,AIUB
ahmed,aiub_author_1222,UID_7811,AIUB
saif,aiub_author_1223,8443,AIUB
a.f.m.s.;,aiub_author_1224,6749,AIUB
shakil,aiub_author_1225,7698,AIUB
m.m.n.;,aiub_author_1226,7707,AIUB
m.m.;,aiub_author_1227,7705,AIUB
m.m.u.;,aiub_author_1228,7708,AIUB
s.b.;,aiub_author_1229,8445,AIUB
khairul,aiub_author_123,7914,AIUB
sonok,aiub_author_1230,7460,AIUB
rahman,aiub_author_1231,7087,AIUB
sabbir,aiub_author_1232,7283,AIUB
h.m.,aiub_author_1233,7376,AIUB
h.m.,aiub_author_1233,7376,AIUB
nurakmal,aiub_author_1235,8227,AIUB
mamun,aiub_author_1236,7924,AIUB
sarker,aiub_author_1237,7196,AIUB
sohrab,aiub_author_1238,8592,AIUB
faheemullah,aiub_author_1239,7080,AIUB
rahimi,aiub_author_124,8208,AIUB
siddiqui,aiub_author_1240,8101,AIUB
tanweer,aiub_author_1241,8679,AIUB
quwsar,aiub_author_1242,6783,AIUB
hamid,aiub_author_1243,7380,AIUB
monowar,aiub_author_1244,7650,AIUB
abdullah-al-wadud,aiub_author_1245,2723,AIUB
muhammad,aiub_author_1246,8139,AIUB
rashedul,aiub_author_1247,7814,AIUB
watanobe,aiub_author_1248,8843,AIUB
sujoy,aiub_author_1249,8619,AIUB
bairagi,aiub_author_125,657,AIUB
aklima,aiub_author_1250,6818,AIUB
islam,aiub_author_1251,7959,AIUB
faris,aiub_author_1252,7311,AIUB
muhammad,aiub_author_1253,8144,AIUB
ohi,aiub_author_1255,6741,AIUB
mahmud,aiub_author_1258,7732,AIUB
muhammad,aiub_author_1259,7011,AIUB
ullah,aiub_author_126,7821,AIUB
hussen,aiub_author_1260,7772,AIUB
mridha,aiub_author_1261,7332,AIUB
kamruddin,aiub_author_1262,6985,AIUB
rashedul,aiub_author_1263,7813,AIUB
jong-myon,aiub_author_1264,7491,AIUB
mohsin,aiub_author_1265,7002,AIUB
saifur,aiub_author_1266,7976,AIUB
junayed,aiub_author_1267,7788,AIUB
manjurul,aiub_author_1268,7649,AIUB
mazedul,aiub_author_1269,7760,AIUB
mohsin,aiub_author_127,7802,AIUB
marjia,aiub_author_1270,7747,AIUB
wadud,aiub_author_1272,8814,AIUB
mridha,aiub_author_1273,8117,AIUB
s.,aiub_author_1275,8436,AIUB
s.,aiub_author_1275,UID_7813,AIUB
kim,aiub_author_1276,8831,AIUB
kim,aiub_author_1276,UID_7814,AIUB
justin,aiub_author_1277,7169,AIUB
aneem,aiub_author_1278,7030,AIUB
ohi,aiub_author_1279,8245,AIUB
ohi,aiub_author_1279,UID_7815,AIUB
sarwar,aiub_author_128,8668,AIUB
quwsar,aiub_author_1280,6782,AIUB
dongsu,aiub_author_1281,7184,AIUB
ferdous,aiub_author_1282,7365,AIUB
jafor,aiub_author_1283,7614,AIUB
sajjadul,aiub_author_1284,8480,AIUB
dhiraj,aiub_author_1285,7158,AIUB
vivek,aiub_author_1286,8809,AIUB
shovan,aiub_author_1287,8567,AIUB
rakib,aiub_author_1289,8334,AIUB
abdullah-al-wadud,aiub_author_1290,2723,AIUB
farisa,aiub_author_1291,7313,AIUB
rayhan,aiub_author_1292,7222,AIUB
kwabena,aiub_author_1293,7563,AIUB
sharmin,aiub_author_1294,8560,AIUB
maeno,aiub_author_1295,8855,AIUB
ken-ichi,aiub_author_1296,6987,AIUB
hossaina,aiub_author_1297,7611,AIUB
siddikib,aiub_author_1298,8426,AIUB
eliasa,aiub_author_1299,7627,AIUB
dunren,aiub_author_13,6980,AIUB
hafijur,aiub_author_130,7378,AIUB
university,aiub_author_1303,7122,AIUB
gwangju,aiub_author_1304,7361,AIUB
sungjin,aiub_author_1306,8637,AIUB
soundharrajan,aiub_author_1307,8798,AIUB
jaekook,aiub_author_1308,6981,AIUB
vaiyapurisoundharrajan,aiub_author_1309,8800,AIUB
soriful,aiub_author_131,8002,AIUB
jeonggeunjoaseokhunkimavinodmathewayang-kooksunbjaekookkima,aiub_author_1310,7484,AIUB
hoque,aiub_author_1311,8830,AIUB
asiful,aiub_author_1312,7880,AIUB
chowdhury,aiub_author_1313,7012,AIUB
munaly,aiub_author_1314,8157,AIUB
abdul,aiub_author_1315,271,AIUB
anwarul,aiub_author_1316,6919,AIUB
anannya,aiub_author_1317,8232,AIUB
mosaddeq,aiub_author_1318,7244,AIUB
kamrun,aiub_author_1319,7198,AIUB
khair,aiub_author_132,6787,AIUB
sohidul,aiub_author_1320,7228,AIUB
debajyoti,aiub_author_1321,6978,AIUB
maleque,aiub_author_1322,8302,AIUB
kumari,aiub_author_1323,7560,AIUB
kumari,aiub_author_1323,UID_7816,AIUB
lee,aiub_author_1324,7572,AIUB
lee,aiub_author_1324,UID_7817,AIUB
choi,aiub_author_1326,7120,AIUB
choi,aiub_author_1326,UID_7819,AIUB
k.,aiub_author_1327,7505,AIUB
k.,aiub_author_1327,UID_7820,AIUB
ashraf,aiub_author_1328,7190,AIUB
tarannum,aiub_author_1329,7738,AIUB
hossain,aiub_author_133,7996,AIUB
mohammad,aiub_author_1330,8085,AIUB
shakhawat,aiub_author_1331,7194,AIUB
majumder,aiub_author_1333,8295,AIUB
fahim,aiub_author_1334,6742,AIUB
nusrat,aiub_author_1335,8233,AIUB
mohaimen-bin-noor,aiub_author_1336,8043,AIUB
authors:,aiub_author_1337,7067,AIUB
asraf,aiub_author_1338,7215,AIUB
rahman,aiub_author_1339,8581,AIUB
shahnaj,aiub_author_134,8536,AIUB
shawkat,aiub_author_1341,8580,AIUB
mohammad,aiub_author_1343,8050,AIUB
muhammad,aiub_author_1344,8140,AIUB
gollam,aiub_author_1345,7354,AIUB
saiful,aiub_author_1346,8471,AIUB
mahmud,aiub_author_1347,8127,AIUB
kamal,aiub_author_1348,7522,AIUB
abhijit,aiub_author_1349,6775,AIUB
rahman,aiub_author_135,6769,AIUB
abhishek,aiub_author_1350,6777,AIUB
suman,aiub_author_1351,8633,AIUB
sandip,aiub_author_1352,8496,AIUB
chandra,aiub_author_1353,7116,AIUB
susenjit,aiub_author_1354,8642,AIUB
mukhopadhyay,aiub_author_1355,8264,AIUB
ayesha,aiub_author_1356,7071,AIUB
ayesha,aiub_author_1356,7071,AIUB
u.,aiub_author_1357,8784,AIUB
u.,aiub_author_1357,UID_7822,AIUB
m.,aiub_author_1358,7663,AIUB
m.,aiub_author_1358,UID_7823,AIUB
hossain,aiub_author_1359,7406,AIUB
hossain,aiub_author_1359,UID_7824,AIUB
tasmia,aiub_author_1360,7670,AIUB
hossain,aiub_author_1361,8410,AIUB
m.,aiub_author_1362,7633,AIUB
m.,aiub_author_1362,UID_7825,AIUB
senthilkumar,aiub_author_1363,8621,AIUB
tateishi,aiub_author_1364,8692,AIUB
moushumi,aiub_author_1365,8113,AIUB
moushumi,aiub_author_1366,7237,AIUB
jahan,aiub_author_1367,8423,AIUB
chowdhury,aiub_author_1368,6739,AIUB
mamun,aiub_author_1369,6972,AIUB
osman,aiub_author_137,8258,AIUB
abdus,aiub_author_1370,6995,AIUB
mohammad,aiub_author_1371,8065,AIUB
nasim,aiub_author_1372,8451,AIUB
rehana,aiub_author_1373,8352,AIUB
bipasha,aiub_author_1374,7105,AIUB
murshed,aiub_author_1375,8159,AIUB
tajnin,aiub_author_1376,8665,AIUB
kamruzzaman,aiub_author_1377,7789,AIUB
parveen,aiub_author_1378,8198,AIUB
m.m.a.,aiub_author_1379,7706,AIUB
debasis,aiub_author_138,7154,AIUB
m.j.h.,aiub_author_1380,7701,AIUB
bhowmik,aiub_author_1381,6788,AIUB
karim,aiub_author_1382,7711,AIUB
bhuyana,aiub_author_1383,7626,AIUB
subrata,aiub_author_1385,8614,AIUB
mohammed,aiub_author_1386,8087,AIUB
razuan,aiub_author_1387,7240,AIUB
chowdhury,aiub_author_1388,7012,AIUB
mannan,aiub_author_1389,6738,AIUB
mohammed,aiub_author_139,8092,AIUB
jahidabinte,aiub_author_1390,7470,AIUB
satoshi.,aiub_author_1391,8504,AIUB
rahman,aiub_author_1392,8659,AIUB
sarkar,aiub_author_1393,6815,AIUB
rahman,aiub_author_1394,6823,AIUB
abdus,aiub_author_1395,6770,AIUB
bhowmick,aiub_author_1396,6788,AIUB
tanmoy,aiub_author_1397,8673,AIUB
bhoguju,aiub_author_1398,7099,AIUB
mukhopadhyay,aiub_author_1399,8294,AIUB
sahosh,aiub_author_14,8857,AIUB
abdul,aiub_author_140,271,AIUB
gokul,aiub_author_1400,7354,AIUB
gokul,aiub_author_1400,7354,AIUB
mohammad,aiub_author_1402,8779,AIUB
al-shaikhli,aiub_author_1403,7428,AIUB
afidalina,aiub_author_1404,8369,AIUB
dilruba,aiub_author_1405,7192,AIUB
saiful,aiub_author_1406,7226,AIUB
fatema,aiub_author_1408,7326,AIUB
mohammed,aiub_author_1409,8091,AIUB
tasveer,aiub_author_141,7023,AIUB
ismail,aiub_author_1410,6801,AIUB
zohra,aiub_author_1411,7280,AIUB
basir,aiub_author_1412,8025,AIUB
ismail.,aiub_author_1413,6809,AIUB
salahuddin,aiub_author_1414,8484,AIUB
shahidul,aiub_author_1415,7414,AIUB
nadia,aiub_author_1416,8183,AIUB
shakilur,aiub_author_1417,7832,AIUB
siddiqua,aiub_author_1418,8672,AIUB
santunu,aiub_author_1419,8500,AIUB
mohammed,aiub_author_142,7236,AIUB
kawchar,aiub_author_1420,7790,AIUB
saiful,aiub_author_1422,7246,AIUB
sambandam,aiub_author_1424,8255,AIUB
yunianto,aiub_author_1425,6695,AIUB
sungjin,aiub_author_1426,6711,AIUB
jeonggeun,aiub_author_1427,6697,AIUB
seokhun,aiub_author_1428,6707,AIUB
ashadu,aiub_author_143,7060,AIUB
saiful,aiub_author_1430,8256,AIUB
jun,aiub_author_1431,6700,AIUB
touchy,aiub_author_1432,6773,AIUB
shunsaku,aiub_author_1433,8573,AIUB
s.m.a.hakim,aiub_author_1434,8454,AIUB
sharmin,aiub_author_1435,8559,AIUB
ken-ichi,aiub_author_1436,7540,AIUB
siddiki,aiub_author_1437,8452,AIUB
ting,aiub_author_1438,7520,AIUB
touchy,aiub_author_1439,6772,AIUB
numobi,aiub_author_1440,7955,AIUB
hossain,aiub_author_1441,8553,AIUB
akramkhan,aiub_author_1442,6824,AIUB
seungmin,aiub_author_1443,8527,AIUB
jinsul,aiub_author_1444,7488,AIUB
mukta,aiub_author_1445,7513,AIUB
xiao,aiub_author_1446,8824,AIUB
robinson,aiub_author_1447,7014,AIUB
mahjabin,aiub_author_1448,7207,AIUB
laxmikanta,aiub_author_1449,7570,AIUB
anondo,aiub_author_145,8099,AIUB
debajyoti,aiub_author_1450,6978,AIUB
banerjee,aiub_author_1451,6835,AIUB
debajyoti,aiub_author_1452,6978,AIUB
soumen,aiub_author_1453,7019,AIUB
suresh,aiub_author_1454,6712,AIUB
shovan,aiub_author_1455,6708,AIUB
subir,aiub_author_1456,8612,AIUB
angappane,aiub_author_1457,8413,AIUB
choudhary,aiub_author_1458,8336,AIUB
tanzia,aiub_author_1461,8680,AIUB
raihan,aiub_author_1462,8331,AIUB
jahangir,aiub_author_1463,7481,AIUB
prodip,aiub_author_1464,8299,AIUB
masuduzzaman,aiub_author_1466,7932,AIUB
abbas,aiub_author_1467,7058,AIUB
anders,aiub_author_1468,7029,AIUB
peng,aiub_author_1469,8270,AIUB
fayz-al-,aiub_author_147,7891,AIUB
mahmudulhasan,aiub_author_1470,7659,AIUB
ming,aiub_author_1471,8815,AIUB
marzia,aiub_author_1472,8791,AIUB
khadiza,aiub_author_1473,7545,AIUB
hossain2*,aiub_author_1474,7943,AIUB
hossain3,aiub_author_1475,7982,AIUB
kazuhisa,aiub_author_1476,7538,AIUB
chowdhury,aiub_author_1477,7012,AIUB
fatema,aiub_author_1478,7326,AIUB
jannatul,aiub_author_1479,7479,AIUB
sarker,aiub_author_148,8310,AIUB
bhuiyan,aiub_author_1480,8450,AIUB
mohammad,aiub_author_1481,8055,AIUB
manirul,aiub_author_1482,7926,AIUB
hasibul,aiub_author_1483,7897,AIUB
mehedi,aiub_author_1484,7797,AIUB
sungoh,aiub_author_1485,8639,AIUB
jee-hyeon,aiub_author_1486,6984,AIUB
sangchul,aiub_author_1487,7018,AIUB
shohag,aiub_author_1488,7248,AIUB
hossain,aiub_author_1489,7230,AIUB
adnan,aiub_author_149,385,AIUB
suresh,aiub_author_1490,8641,AIUB
soumen,aiub_author_1491,8599,AIUB
mukherjee,aiub_author_1492,7070,AIUB
hossain,aiub_author_1493,8193,AIUB
hossain,aiub_author_1494,7224,AIUB
farzana,aiub_author_1495,7065,AIUB
rahima,aiub_author_1496,8326,AIUB
serajul,aiub_author_1497,7987,AIUB
toshifumi,aiub_author_1498,8771,AIUB
nobuhiro,aiub_author_1499,8219,AIUB
faheem,aiub_author_15,7080,AIUB
siddique,aiub_author_150,6779,AIUB
jeonggeun,aiub_author_1502,7482,AIUB
jun,aiub_author_1503,7500,AIUB
jun,aiub_author_1503,UID_7827,AIUB
kwangho,aiub_author_1504,7564,AIUB
yuniantoputroavinodmathewasungjinkimajeonggeunjoaseokhunkimayang-kooksunckwanghokimdejaekookkima,aiub_author_1505,8137,AIUB
mathew,aiub_author_1506,7250,AIUB
yang-kook,aiub_author_1507,8306,AIUB
kwangho,aiub_author_1508,8305,AIUB
jaekook,aiub_author_1509,8304,AIUB
avijit,aiub_author_151,7068,AIUB
zohra,aiub_author_1510,7340,AIUB
jashim,aiub_author_1511,7586,AIUB
ismail,aiub_author_1512,6807,AIUB
anwar,aiub_author_1513,2804,AIUB
zohra,aiub_author_1514,7341,AIUB
kadir.,aiub_author_1516,6703,AIUB
sharifa,aiub_author_1517,8556,AIUB
muhammad,aiub_author_1518,8147,AIUB
al-shaikhli2,aiub_author_1519,7428,AIUB
abdullah,aiub_author_152,8400,AIUB
abdulkadir1,aiub_author_1520,6723,AIUB
mohammad,aiub_author_1521,8074,AIUB
al-shaikhli2,aiub_author_1522,7428,AIUB
rizal,aiub_author_1523,8368,AIUB
varadarajan4,aiub_author_1524,8803,AIUB
abdullah,aiub_author_1526,7765,AIUB
manifa,aiub_author_1527,7742,AIUB
atique,aiub_author_1528,6701,AIUB
matin,aiub_author_1529,7756,AIUB
myesha,aiub_author_153,8165,AIUB
akter,aiub_author_1531,8396,AIUB
akter,aiub_author_1531,UID_7829,AIUB
bhowmick,aiub_author_1532,6788,AIUB
uddin,aiub_author_1533,8040,AIUB
sarkar,aiub_author_1534,7599,AIUB
zainal,aiub_author_1535,7841,AIUB
siddiquee,aiub_author_1536,7539,AIUB
bhuyan,aiub_author_1537,8121,AIUB
mohammad,aiub_author_1538,8079,AIUB
andersson,aiub_author_1539,7530,AIUB
sultanul,aiub_author_154,8626,AIUB
basith,aiub_author_1540,7603,AIUB
billah,aiub_author_1541,7050,AIUB
jalil,aiub_author_1542,7615,AIUB
nilufar,aiub_author_1543,8214,AIUB
mashnoon,aiub_author_1544,7753,AIUB
emran,aiub_author_1545,7269,AIUB
s.m.enamul,aiub_author_1546,8455,AIUB
chowdhury,aiub_author_1547,7012,AIUB
shakhawat,aiub_author_1548,8543,AIUB
bashir,aiub_author_1549,7094,AIUB
rahman,aiub_author_155,8003,AIUB
islam,aiub_author_1552,7613,AIUB
anwarul,aiub_author_1554,6919,AIUB
muhammad,aiub_author_1555,6704,AIUB
mathew,aiub_author_1556,8257,AIUB
jinju,aiub_author_1557,6698,AIUB
joseph,aiub_author_1558,6699,AIUB
duong,aiub_author_1559,6696,AIUB
aditya,aiub_author_156,6791,AIUB
tungphamjeonggeunjoseokhunkimvinodmathewjoseph,aiub_author_1561,8474,AIUB
alfaruqi†‡,aiub_author_1564,8133,AIUB
mathew†‡,aiub_author_1565,8806,AIUB
