Author Name,Author ID,UID,Aff
Shohrab,buet_author_26,3806,BUET
Arselene,buet_author_260,3957,BUET
Islam,buet_author_2600,4308,BUET
Islam,buet_author_2601,3707,BUET
Dooley,buet_author_2607,2576,BUET
Results,buet_author_2608,UID_8133,BUET
Tahir,buet_author_261,604,BUET
Variation,buet_author_2612,7450,BUET
Mahmud,buet_author_2613,2205,BUET
Raihan,buet_author_2614,2762,BUET
Inheritance,buet_author_2616,3037,BUET
Baghbanzadeh,buet_author_262,3125,BUET
J.,buet_author_2625,2198,BUET
J.,buet_author_2625,UID_8135,BUET
Gowland,buet_author_2626,1327,BUET
Shelford,buet_author_2627,5315,BUET
Madison,buet_author_263,3101,BUET
Miura,buet_author_2635,2379,BUET
Juergen,buet_author_264,2322,BUET
related,buet_author_2642,8354,BUET
Semi-structured,buet_author_2647,5643,BUET
Karamehic-Muratovic,buet_author_265,452,BUET
Parallel,buet_author_2653,8347,BUET
Akhand,buet_author_2659,153,BUET
Ashvita,buet_author_266,762,BUET
nternational,buet_author_2660,8225,BUET
Watson,buet_author_2662,4894,BUET
Shoja,buet_author_2663,1652,BUET
International,buet_author_2666,8722,BUET
Ghosh,buet_author_2667,1687,BUET
Esther,buet_author_267,1407,BUET
visualization,buet_author_2670,8807,BUET
Chowdhury,buet_author_2672,115,BUET
Ahmed,buet_author_2673,1323,BUET
Rahman,buet_author_2675,959,BUET
Uyen-Sa,buet_author_268,6491,BUET
Alam,buet_author_2685,5285,BUET
Schedler,buet_author_269,4404,BUET
Terao,buet_author_2693,5324,BUET
Admission,buet_author_2696,384,BUET
International,buet_author_2698,8348,BUET
Rajesh,buet_author_270,4998,BUET
routing,buet_author_2702,8379,BUET
routing,buet_author_2702,UID_8136,BUET
effective,buet_author_2704,7261,BUET
algorithms,buet_author_2708,7349,BUET
Eskander,buet_author_2709,5579,BUET
y,buet_author_271,8826,BUET
y,buet_author_271,UID_8042,BUET
Kashem,buet_author_2710,361,BUET
Mannan,buet_author_2713,2722,BUET
Primitive,buet_author_2715,4738,BUET
handwritten,buet_author_2716,7278,BUET
Mohammad,buet_author_2717,3961,BUET
Searching,buet_author_2718,5617,BUET
Rays,buet_author_2719,5054,BUET
Rays,buet_author_2719,UID_8137,BUET
Rafiul,buet_author_272,4935,BUET
Prometheus,buet_author_2720,4716,BUET
Ragib,buet_author_2721,4940,BUET
Rafiq,buet_author_2722,177,BUET
Inversion,buet_author_2724,6454,BUET
Ubydul,buet_author_273,6466,BUET
evaluation,buet_author_2731,7171,BUET
Shajahan,buet_author_2734,2920,BUET
Models,buet_author_2738,UID_8138,BUET
Bignall,buet_author_2740,4872,BUET
Odagiri,buet_author_2742,4883,BUET
Okura,buet_author_2743,2865,BUET
Morshed,buet_author_2747,2827,BUET
Mortality,buet_author_275,4155,BUET
Ratio,buet_author_2750,1663,BUET
International,buet_author_2751,8606,BUET
speech,buet_author_2754,8602,BUET
speech,buet_author_2754,UID_8139,BUET
Meftauddin,buet_author_2756,2845,BUET
A.A.,buet_author_2758,201,BUET
Deponker,buet_author_276,1241,BUET
Akhter,buet_author_2760,1164,BUET
Rashid,buet_author_2762,173,BUET
Mashfiq,buet_author_277,3359,BUET
S.K.,buet_author_2776,5338,BUET
Hoque,buet_author_2778,2929,BUET
Rashid,buet_author_2780,214,BUET
Symposium,buet_author_2784,8747,BUET
Chowdhury,buet_author_2790,3111,BUET
Chowdhury,buet_author_2791,5354,BUET
Mahbubur,buet_author_2792,6072,BUET
Talukder,buet_author_2793,5010,BUET
Musa,buet_author_2794,2854,BUET
Musa,buet_author_2794,UID_8141,BUET
Representing,buet_author_2796,5920,BUET
Operating,buet_author_2797,4595,BUET
Hossain,buet_author_2798,2766,BUET
Mohammed,buet_author_28,4099,BUET
Ziaul,buet_author_2800,6676,BUET
Khan,buet_author_2801,2656,BUET
Khan,buet_author_2801,UID_8142,BUET
Mai,buet_author_2806,1728,BUET
Mai,buet_author_2806,UID_8143,BUET
Agarwal,buet_author_2807,4119,BUET
Ruby,buet_author_2808,4856,BUET
S.P.,buet_author_2811,5357,BUET
C.,buet_author_2812,936,BUET
C.,buet_author_2812,936,BUET
Shaheena,buet_author_282,5694,BUET
Sheikh,buet_author_284,2296,BUET
Shahriyar,buet_author_285,5714,BUET
Tanvir,buet_author_286,492,BUET
Joydeb,buet_author_287,5542,BUET
Mohammad,buet_author_288,312,BUET
Tarafder,buet_author_289,6277,BUET
Mazharul,buet_author_290,2140,BUET
Shatabda,buet_author_291,5783,BUET
Afzalur,buet_author_292,3467,BUET
Latiful,buet_author_293,343,BUET
Abir,buet_author_295,322,BUET
Latiful,buet_author_296,343,BUET
Tanveer,buet_author_297,6248,BUET
Mushfiq,buet_author_298,3640,BUET
#NAME?,buet_author_299,8312,BUET
Rahman,buet_author_3,329,BUET
r-gatherings,buet_author_300,8793,BUET
Snigdha,buet_author_301,1192,BUET
Subangkar,buet_author_302,5755,BUET
Rahman,buet_author_303,4963,BUET
Mohammad,buet_author_305,3254,BUET
Mohammed,buet_author_306,518,BUET
Bishal,buet_author_311,904,BUET
Debajyoti,buet_author_312,1214,BUET
Mining,buet_author_313,3914,BUET
Yong-Bin,buet_author_314,6616,BUET
Chemistry,buet_author_316,1007,BUET
Protik,buet_author_317,4805,BUET
Saidur,buet_author_318,3399,BUET
Mahbub,buet_author_320,3139,BUET
Quantization,buet_author_322,4829,BUET
Sustainable,buet_author_325,6043,BUET
Society,buet_author_326,UID_8043,BUET
Junaed,buet_author_327,2335,BUET
Khondaker,buet_author_328,3438,BUET
Sadia,buet_author_329,5425,BUET
Minorities,buet_author_331,4914,BUET
Zakaria,buet_author_332,6651,BUET
Jaiaid,buet_author_333,2231,BUET
Asadullah,buet_author_334,1951,BUET
Alhindi,buet_author_339,395,BUET
Rubyeat,buet_author_34,2148,BUET
Alyami,buet_author_340,1223,BUET
Alsubki,buet_author_341,810,BUET
Neamat,buet_author_347,4438,BUET
Fahmida,buet_author_348,1489,BUET
Rahman,buet_author_35,4953,BUET
techniques,buet_author_350,7155,BUET
Mahathir,buet_author_351,3109,BUET
translator,buet_author_356,8207,BUET
Masum,buet_author_357,3262,BUET
Anindya,buet_author_358,637,BUET
Mohammad,buet_author_359,4033,BUET
Nilanjan,buet_author_36,5153,BUET
Imtiajur,buet_author_360,233,BUET
Amiangshu,buet_author_361,544,BUET
Salman,buet_author_364,3765,BUET
Irtesam,buet_author_365,2124,BUET
Shahriar,buet_author_366,431,BUET
Adnanul,buet_author_367,3288,BUET
Acramul,buet_author_37,2399,BUET
Rowshan,buet_author_374,1543,BUET
Najmul,buet_author_375,242,BUET
Tohedul,buet_author_376,6400,BUET
Kaykobad,buet_author_377,2456,BUET
Shariful,buet_author_378,3417,BUET
Peâ€™er,buet_author_379,2171,BUET
Nourin,buet_author_38,6643,BUET
Mahdy,buet_author_380,3077,BUET
Tissue,buet_author_381,6398,BUET
Tissue,buet_author_381,UID_8046,BUET
Cell,buet_author_382,UID_8047,BUET
Khandakar,buet_author_385,558,BUET
Tahir,buet_author_386,604,BUET
Qiblawey,buet_author_387,6607,BUET
Tawsifur,buet_author_388,6334,BUET
Ishtiaque,buet_author_389,2134,BUET
Shoumik,buet_author_39,5467,BUET
Sabbir,buet_author_390,3395,BUET
Rajeev,buet_author_391,4995,BUET
Nafisa,buet_author_392,4354,BUET
Quaium,buet_author_393,387,BUET
Aaiyeesha,buet_author_394,259,BUET
Pachter,buet_author_397,4638,BUET
Tahmid,buet_author_4,3439,BUET
Afroz,buet_author_40,396,BUET
Sajeda,buet_author_401,5488,BUET
Chellappan,buet_author_402,5233,BUET
Chakraborty,buet_author_403,6453,BUET
Developers,buet_author_404,1711,BUET
Sangwu,buet_author_406,5545,BUET
Victor,buet_author_407,6513,BUET
Harshil,buet_author_408,1767,BUET
Mohammad,buet_author_409,4032,BUET
Rahman,buet_author_41,4954,BUET
Wagner,buet_author_411,1374,BUET
Waddell,buet_author_413,1383,BUET
Taylor,buet_author_414,6335,BUET
Meghan,buet_author_415,3860,BUET
Julia,buet_author_416,2327,BUET
Madeleine,buet_author_417,3099,BUET
Aayush,buet_author_418,265,BUET
Ruth,buet_author_419,5175,BUET
Ruth,buet_author_419,UID_8048,BUET
Mashrur,buet_author_42,6599,BUET
Zzaman,buet_author_420,6686,BUET
Nowreen,buet_author_421,4512,BUET
Irtesam,buet_author_422,2511,BUET
Islam,buet_author_423,2141,BUET
Ibtehaz,buet_author_424,1953,BUET
Zahid,buet_author_425,6645,BUET
Farzana,buet_author_426,1552,BUET
Sharmin,buet_author_427,5769,BUET
others,buet_author_428,8260,BUET
others,buet_author_428,UID_8049,BUET
Zahin,buet_author_429,6971,BUET
Hasibul,buet_author_43,1831,BUET
Shamsuzzoha,buet_author_430,6915,BUET
Anjum,buet_author_431,643,BUET
Nabil,buet_author_432,4335,BUET
Rakibul,buet_author_433,4929,BUET
Shamsuzzoha,buet_author_434,872,BUET
Rahman,buet_author_435,4961,BUET
Francisco,buet_author_44,1707,BUET
Rahman*,buet_author_443,3296,BUET
Rashed*,buet_author_444,5053,BUET
Sharmin,buet_author_445,5771,BUET
Noshin,buet_author_446,4505,BUET
Islam,buet_author_447,222,BUET
Martin,buet_author_45,3231,BUET
Hoque,buet_author_453,1842,BUET
Chakravarty,buet_author_454,991,BUET
Zakaria,buet_author_455,3879,BUET
Asadullah,buet_author_457,6187,BUET
Hassan,buet_author_46,5519,BUET
Mujtahid,buet_author_462,4245,BUET
Akon,buet_author_463,463,BUET
Akon,buet_author_463,UID_8050,BUET
Fazal,buet_author_466,3320,BUET
Mahmood,buet_author_467,3147,BUET
Waliul,buet_author_468,3442,BUET
Chowdhury,buet_author_469,6209,BUET
Meher,buet_author_47,3876,BUET
Tanvir,buet_author_470,6255,BUET
Rahman,buet_author_471,6904,BUET
Mahmoud,buet_author_472,3149,BUET
Nady,buet_author_473,4345,BUET
Tanvir,buet_author_474,6962,BUET
Shamsuzzoha,buet_author_477,872,BUET
Bhattacharjee,buet_author_478,315,BUET
Shamsuzzoha,buet_author_479,3795,BUET
Muntaka,buet_author_48,4267,BUET
Theory,buet_author_483,UID_8051,BUET
Mazharul,buet_author_484,3272,BUET
Kowshika,buet_author_485,2562,BUET
Trisha,buet_author_486,6440,BUET
Network,buet_author_487,UID_8052,BUET
Ashikur,buet_author_49,750,BUET
Hygiene,buet_author_490,1880,BUET
Hygiene,buet_author_490,UID_8053,BUET
Arshad,buet_author_491,5244,BUET
Holloway,buet_author_492,2292,BUET
Faisal,buet_author_493,1500,BUET
Khondaker,buet_author_494,3834,BUET
Chowdhury,buet_author_495,5061,BUET
Arifur,buet_author_496,7877,BUET
M.R.C.,buet_author_497,2994,BUET
Mahdy,buet_author_498,2663,BUET
Mahmud,buet_author_499,1757,BUET
Rafiqul,buet_author_5,4934,BUET
Sultana,buet_author_50,2233,BUET
Rahman,buet_author_500,6677,BUET
Nabila,buet_author_501,4336,BUET
Nabila,buet_author_502,4337,BUET
Dastegir,buet_author_503,1696,BUET
Ibraheem,buet_author_504,1949,BUET
thermography,buet_author_509,8220,BUET
Raqeebir,buet_author_51,5029,BUET
Junaed,buet_author_511,2513,BUET
Khondaker,buet_author_512,2532,BUET
Al-Absi,buet_author_513,478,BUET
Mohammad,buet_author_514,4969,BUET
Guler,buet_author_515,1712,BUET
Muhammad,buet_author_516,4203,BUET
Saiful,buet_author_517,5477,BUET
Khaled,buet_author_518,2497,BUET
Shahriyar,buet_author_519,5123,BUET
Julian,buet_author_522,2328,BUET
Kamal,buet_author_523,141,BUET
Sumaiya,buet_author_524,6005,BUET
Pérez-Palma,buet_author_525,1343,BUET
Jespersen,buet_author_526,2235,BUET
Patrick,buet_author_527,4664,BUET
Hoksza,buet_author_528,1207,BUET
Henrike,buet_author_529,1818,BUET
subdivisions,buet_author_53,8610,BUET
Shehab,buet_author_530,5799,BUET
Zaara,buet_author_531,6639,BUET
Kasper,buet_author_532,2443,BUET
Palotie,buet_author_533,263,BUET
Cottrell,buet_author_534,2273,BUET
Florence,buet_author_535,1611,BUET
Mark,buet_author_536,3229,BUET
Campbell,buet_author_537,728,BUET
Dennis,buet_author_538,1239,BUET
Farhana,buet_author_541,1518,BUET
Farhana,buet_author_541,UID_8054,BUET
Sharmin,buet_author_543,5766,BUET
Sharmin,buet_author_543,UID_8055,BUET
Chakma,buet_author_545,988,BUET
Chakma,buet_author_545,UID_8056,BUET
Shafayat,buet_author_546,5671,BUET
Muhammed,buet_author_547,4240,BUET
Mostafiz,buet_author_548,3919,BUET
Farabi,buet_author_549,5269,BUET
Mostofa,buet_author_557,4169,BUET
Mohammad,buet_author_558,4052,BUET
Jespersen,buet_author_559,2234,BUET
Toufikuzzaman,buet_author_56,6409,BUET
Shehab,buet_author_560,5802,BUET
Zaara,buet_author_561,6637,BUET
Henrike,buet_author_562,1818,BUET
Cottrell,buet_author_563,2273,BUET
Florence,buet_author_564,1611,BUET
Mark,buet_author_565,3228,BUET
Campbell,buet_author_566,728,BUET
Reyan,buet_author_567,340,BUET
Kobourov,buet_author_568,5951,BUET
Hassan,buet_author_57,1799,BUET
International,buet_author_570,236,BUET
Muhammad,buet_author_572,513,BUET
Toufikuzzaman,buet_author_573,3835,BUET
recognition,buet_author_575,8350,BUET
Mohammad,buet_author_577,4003,BUET
Zahedul,buet_author_578,6644,BUET
Chowdhury,buet_author_579,5021,BUET
Rahman,buet_author_58,5914,BUET
Rajesh,buet_author_580,4997,BUET
Suraiya,buet_author_581,6032,BUET
Zakirul,buet_author_582,6653,BUET
Naifa,buet_author_584,4375,BUET
Badhan,buet_author_585,834,BUET
Tasnim,buet_author_586,6320,BUET
missing,buet_author_589,8332,BUET
Benzir,buet_author_59,879,BUET
Siddiki,buet_author_591,537,BUET
Mohammad,buet_author_593,3966,BUET
Siddiki,buet_author_594,538,BUET
Abdul,buet_author_595,271,BUET
Al-Nabhan,buet_author_596,4380,BUET
Al-Aboody,buet_author_597,4340,BUET
Nurain,buet_author_598,4510,BUET
Shahad,buet_author_599,5684,BUET
Mohammed,buet_author_60,4095,BUET
Tanvir,buet_author_600,6252,BUET
Swarm,buet_author_604,6054,BUET
Swarm,buet_author_604,UID_8057,BUET
Mahmud,buet_author_606,2237,BUET
Technol.,buet_author_608,2182,BUET
Mohammad,buet_author_61,4009,BUET
Systems,buet_author_611,UID_8058,BUET
Mozumder,buet_author_612,4536,BUET
Maitraye,buet_author_613,3178,BUET
Wearable,buet_author_62,6556,BUET
Roksana,buet_author_622,5139,BUET
Flora,buet_author_623,1610,BUET
Shehab,buet_author_624,5799,BUET
Mohammad,buet_author_627,3991,BUET
Technologies,buet_author_63,6465,BUET
khaledur,buet_author_638,3848,BUET
Sheikh,buet_author_64,5806,BUET
Chowdhury,buet_author_641,864,BUET
Chowdhury,buet_author_642,6263,BUET
Tripto,buet_author_643,4307,BUET
Nahar,buet_author_644,2860,BUET
Dibyendu,buet_author_65,1274,BUET
Warnow,buet_author_650,6231,BUET
Privacy-Enhanced,buet_author_653,4749,BUET
Survivability,buet_author_657,6039,BUET
Khandoker,buet_author_66,4927,BUET
PVLDB,buet_author_660,UID_8060,BUET
Shadman,buet_author_661,5669,BUET
Abdullah,buet_author_662,2457,BUET
Chinmay,buet_author_664,1012,BUET
Mahbubur,buet_author_665,3616,BUET
Nayeem,buet_author_666,2702,BUET
Monirul,buet_author_667,3656,BUET
Xin,buet_author_668,6577,BUET
Xin,buet_author_668,UID_8061,BUET
Rahman,buet_author_669,144,BUET
Michael,buet_author_671,3895,BUET
Hera,buet_author_672,2871,BUET
Amatur,buet_author_673,542,BUET
Hua-Jun,buet_author_674,1864,BUET
Provisioned,buet_author_676,6483,BUET
Katsuhisa,buet_author_677,2447,BUET
Shin-Ichi,buet_author_678,5831,BUET
Regression,buet_author_682,4605,BUET
Sarwar,buet_author_684,3839,BUET
Tahmid,buet_author_685,6185,BUET
Shahriar,buet_author_688,5717,BUET
Soumik,buet_author_689,5927,BUET
evolutionary,buet_author_690,7276,BUET
Kezban,buet_author_691,2492,BUET
Zhang,buet_author_692,6608,BUET
Altingovde,buet_author_693,2154,BUET
Karagoz,buet_author_695,4696,BUET
Braylan,buet_author_696,501,BUET
Brandon,buet_author_697,914,BUET
Heng-Lu,buet_author_698,1816,BUET
Henna,buet_author_699,1817,BUET
Visualization,buet_author_7,6519,BUET
McNamara,buet_author_700,4840,BUET
Angert,buet_author_701,264,BUET
Edward,buet_author_702,1344,BUET
Khetan,buet_author_703,6520,BUET
McDonnell,buet_author_704,6457,BUET
Nguyen,buet_author_705,578,BUET
Dan,buet_author_706,1185,BUET
Dan,buet_author_706,1185,BUET
Jamalia,buet_author_71,2239,BUET
Chaluka,buet_author_710,997,BUET
Ferdous,buet_author_713,5195,BUET
Mahfuzer,buet_author_715,3351,BUET
Sharker,buet_author_716,5050,BUET
Biswas,buet_author_717,5492,BUET
Zahangir,buet_author_718,3840,BUET
Arifin,buet_author_719,4284,BUET
Mahmuda,buet_author_72,3161,BUET
Mohammad,buet_author_720,1781,BUET
Shahadat,buet_author_728,5687,BUET
Choudhury,buet_author_729,4424,BUET
Tanvir,buet_author_73,6258,BUET
Farhad,buet_author_730,5270,BUET
Tamanna,buet_author_731,6220,BUET
Narman,buet_author_735,1871,BUET
Ehtesham-Ul-Haque,buet_author_74,3314,BUET
Chowdhury,buet_author_741,5825,BUET
Shaheed,buet_author_744,5693,BUET
Nazmus,buet_author_745,4435,BUET
Siavash,buet_author_746,5860,BUET
Warnow,buet_author_747,6961,BUET
Safique,buet_author_748,5453,BUET
Mossa.,buet_author_749,4162,BUET
D’Rozario,buet_author_75,2219,BUET
Hyder,buet_author_750,952,BUET
Xiao,buet_author_751,2577,BUET
Xiao,buet_author_751,UID_8063,BUET
Ahmed,buet_author_752,5060,BUET
Faizul,buet_author_753,3536,BUET
Chowdhury,buet_author_754,5825,BUET
Rabbani,buet_author_755,3552,BUET
Boutaba,buet_author_756,5028,BUET
Bertrand,buet_author_757,881,BUET
Rudaiba,buet_author_76,5163,BUET
Aalsalem,buet_author_760,2946,BUET
Wazir,buet_author_761,6555,BUET
Saad,buet_author_762,4313,BUET
programming,buet_author_765,8693,BUET
Muhammad,buet_author_766,2294,BUET
Rameen,buet_author_767,5011,BUET
indeterminate,buet_author_769,7435,BUET
Farhan,buet_author_77,1517,BUET
Kulik,buet_author_775,2597,BUET
Muradul,buet_author_779,1698,BUET
Tasneem,buet_author_78,1473,BUET
Mostofa,buet_author_781,3668,BUET
Munima,buet_author_782,4262,BUET
algorithm,buet_author_784,7347,BUET
Azim,buet_author_789,2706,BUET
Israt,buet_author_79,2159,BUET
Iliopoulos,buet_author_790,1147,BUET
Sultana,buet_author_793,5997,BUET
Alatabbi,buet_author_794,511,BUET
Smyth,buet_author_795,6537,BUET
Alessio,buet_author_796,500,BUET
Absent,buet_author_797,332,BUET
Gourab,buet_author_8,5464,BUET
A.B.M.,buet_author_80,207,BUET
Kazuyuki,buet_author_802,2487,BUET
Farhana,buet_author_803,1526,BUET
Salman,buet_author_804,5516,BUET
ManzurMurshed,buet_author_805,3214,BUET
Bastien,buet_author_806,867,BUET
Raghunathan,buet_author_807,6501,BUET
Islam,buet_author_808,3588,BUET
Nurain,buet_author_809,4316,BUET
Information,buet_author_814,6688,BUET
Saif-ul-Islam,buet_author_815,5472,BUET
Sharowar,buet_author_816,5780,BUET
Hossain,buet_author_817,3580,BUET
Prefix,buet_author_819,UID_8064,BUET
transreversals,buet_author_820,8616,BUET
ternary,buet_author_821,8696,BUET
permutations,buet_author_823,8598,BUET
Ferdous,buet_author_824,5343,BUET
Ahammed,buet_author_826,404,BUET
Nasif,buet_author_827,4393,BUET
Subrata,buet_author_828,5968,BUET
Wasifur,buet_author_83,6553,BUET
Jaigirdar,buet_author_830,1545,BUET
Mohammad,buet_author_831,4005,BUET
Avdesh,buet_author_832,797,BUET
Tamjidul,buet_author_833,3432,BUET
Farhana,buet_author_836,1346,BUET
Daykin,buet_author_838,1208,BUET
Mahbubul,buet_author_839,3615,BUET
Abdelrahman,buet_author_84,267,BUET
Islam,buet_author_840,190,BUET
Stephane,buet_author_841,5950,BUET
Medvedeva,buet_author_842,6627,BUET
Abdullah,buet_author_843,293,BUET
Kulakovskiy,buet_author_844,2172,BUET
Mirarab,buet_author_845,3926,BUET
Boussau,buet_author_846,913,BUET
Warnow,buet_author_847,6549,BUET
Zohra,buet_author_848,1460,BUET
Islam,buet_author_849,2822,BUET
Mahbub,buet_author_85,378,BUET
Tyler,buet_author_850,6456,BUET
Swenson,buet_author_851,5321,BUET
Warnow,buet_author_852,6161,BUET
Jarvis,buet_author_853,1324,BUET
Mirarab,buet_author_854,5301,BUET
Aberer,buet_author_855,149,BUET
Blackburn,buet_author_856,5953,BUET
McKinley,buet_author_857,2445,BUET
Ahsan,buet_author_858,5333,BUET
Aziz,buet_author_859,808,BUET
Caleb,buet_author_86,969,BUET
Ashikur,buet_author_862,210,BUET
Xue,buet_author_863,6579,BUET
Xue,buet_author_863,UID_8065,BUET
Fanxin,buet_author_864,1508,BUET
Tasnim,buet_author_867,2942,BUET
Shahriar,buet_author_868,5712,BUET
Berger,buet_author_87,2432,BUET
Dipan,buet_author_871,1279,BUET
Langiu,buet_author_873,165,BUET
Firoz,buet_author_874,2201,BUET
Pritom,buet_author_878,4743,BUET
Iliopoulos,buet_author_879,1147,BUET
Serena,buet_author_88,5652,BUET
Khaledur,buet_author_880,3608,BUET
G.,buet_author_884,1646,BUET
G.,buet_author_884,1653,BUET
Abdullah,buet_author_885,296,BUET
Business,buet_author_886,931,BUET
Yang,buet_author_888,6576,BUET
Yang,buet_author_888,UID_8067,BUET
Pachter,buet_author_889,2619,BUET
Varun,buet_author_89,6508,BUET
Indeterminate,buet_author_890,4666,BUET
Rahnuma,buet_author_892,4977,BUET
Zohora,buet_author_894,1460,BUET
Holistic,buet_author_896,1835,BUET
Mohammad,buet_author_897,1224,BUET
Abdullah,buet_author_898,6546,BUET
Shashata,buet_author_9,5578,BUET
Korfmacher,buet_author_90,2446,BUET
Hussain,buet_author_900,3740,BUET
Biswas,buet_author_907,5973,BUET
Ehsan,buet_author_91,1359,BUET
Jaigirdar,buet_author_915,1459,BUET
Whitesides,buet_author_917,5981,BUET
Zhang,buet_author_922,5169,BUET
Hossein,buet_author_924,1860,BUET
Abdelzaher,buet_author_925,6280,BUET
Tanin,buet_author_928,1334,BUET
Zhang,buet_author_929,4898,BUET
similarity,buet_author_93,8609,BUET
Kotagiri,buet_author_930,4874,BUET
Ehtesamul,buet_author_932,3527,BUET
Alam,buet_author_934,2892,BUET
Murase,buet_author_935,2380,BUET
Shahriar,buet_author_937,195,BUET
Atiquzzaman,buet_author_938,2739,BUET
Mohammad,buet_author_94,4968,BUET
Sumaiya,buet_author_945,6006,BUET
Rezwana,buet_author_946,5104,BUET
Tischler,buet_author_947,1683,BUET
Exact,buet_author_949,UID_8069,BUET
Abdullah,buet_author_95,4497,BUET
Hybrid-Constrained,buet_author_952,1879,BUET
Rahman,buet_author_955,5199,BUET
Naim,buet_author_956,5376,BUET
Naim,buet_author_956,UID_8070,BUET
Farooq,buet_author_957,221,BUET
Mohammad,buet_author_96,6448,BUET
Rahman,buet_author_960,117,BUET
polyhedra,buet_author_968,8277,BUET
projections,buet_author_969,7287,BUET
Mohammed,buet_author_97,328,BUET
Firoz,buet_author_971,2201,BUET
Masud,buet_author_972,3252,BUET
Khan,buet_author_973,195,BUET
Williamson,buet_author_974,957,BUET
Mahbubuzzaman,buet_author_976,2841,BUET
Kashem,buet_author_977,2698,BUET
Langguth,buet_author_978,2191,BUET
Mostofa,buet_author_979,3669,BUET
Rahman,buet_author_98,4955,BUET
Manne,buet_author_980,1456,BUET
Solving,buet_author_987,5917,BUET
Ahsan,buet_author_989,5227,BUET
Sultan,buet_author_99,5564,BUET
Moosa,buet_author_990,6142,BUET
Design,buet_author_991,1243,BUET
Design,buet_author_991,UID_8072,BUET
institutional,buet_author_993,8516,BUET
Rakibul,buet_author_994,5004,BUET
Kulik,buet_author_995,2572,BUET
Ahmed,buet_author_997,5335,BUET
Islam,buet_author_998,2962,BUET
Musfequa,cuet_author_0,4274,CUET
Kaushik,cuet_author_1,2448,CUET
Hossain,cuet_author_10,5188,CUET
Jung-Won,cuet_author_100,2339,CUET
Mohammed,cuet_author_101,4098,CUET
Jong-Myon,cuet_author_102,6881,CUET
Hyun-Uk,cuet_author_103,1881,CUET
Hee-Chul,cuet_author_104,1808,CUET
Suk-Ju,cuet_author_105,5991,CUET
Chowdhury,cuet_author_106,2448,CUET
Arefin,cuet_author_107,123,CUET
Hoque,cuet_author_108,2816,CUET
Islam,cuet_author_109,3003,CUET
Deb,cuet_author_11,2345,CUET
Deb,cuet_author_11,2345,CUET
Dipankar,cuet_author_110,1280,CUET
Khaliluzzaman,cuet_author_111,3610,CUET
Chakraborty,cuet_author_112,5925,CUET
Uddin,cuet_author_114,2859,CUET
Chowdhury,cuet_author_116,5721,CUET
Kaushik,cuet_author_117,2999,CUET
Khaliluzzaman,cuet_author_118,7139,CUET
Deepak,cuet_author_119,1226,CUET
Sakib,cuet_author_12,5204,CUET
Sakib,cuet_author_12,UID_7977,CUET
Khaliluzzaman,cuet_author_120,3609,CUET
Animash,cuet_author_121,635,CUET
Chakraborty,cuet_author_122,5926,CUET
Hossain,cuet_author_123,2460,CUET
Tahmina,cuet_author_124,6194,CUET
Chowdhury,cuet_author_125,658,CUET
Mahmud,cuet_author_126,3716,CUET
Prianka,cuet_author_127,4736,CUET
Swati,cuet_author_128,6057,CUET
Ashish,cuet_author_129,6852,CUET
Sarker,cuet_author_13,1945,CUET
Chowdhury,cuet_author_130,5984,CUET
Kayasar,cuet_author_131,2455,CUET
Al-Seraj,cuet_author_132,5491,CUET
Kowser,cuet_author_133,3763,CUET
Sarker,cuet_author_134,2116,CUET
Muhammad,cuet_author_135,4216,CUET
Rafiqul,cuet_author_136,6924,CUET
Al-Seraj,cuet_author_138,3759,CUET
Janicke,cuet_author_14,1812,CUET
Rafiqul,cuet_author_140,3712,CUET
Kaushik,cuet_author_141,618,CUET
Chowdhury,cuet_author_142,5984,CUET
Tae-Ho,cuet_author_143,6177,CUET
My-Ha,cuet_author_144,4280,CUET
Kaushik-Deb,cuet_author_145,2448,CUET
Mahamudul,cuet_author_146,6940,CUET
Chowdhury,cuet_author_147,5984,CUET
Chowdhury,cuet_author_148,527,CUET
Kaushik-Deb,cuet_author_149,6889,CUET
Ashiqur,cuet_author_15,3301,CUET
Vavilin,cuet_author_150,612,CUET
Kang-Hyun,cuet_author_151,1808,CUET
Kang,cuet_author_152,2425,CUET
Kang,cuet_author_152,UID_8155,CUET
Suk-Ju,cuet_author_153,5990,CUET
Suk-Ju,cuet_author_153,UID_8156,CUET
Heechul,cuet_author_154,1810,CUET
Bhuiyan,cuet_author_155,2686,CUET
Ahatesham,cuet_author_157,405,CUET
Eftekhar,cuet_author_158,1357,CUET
Mohammed,cuet_author_159,4104,CUET
Shuhena,cuet_author_16,5847,CUET
Akber,cuet_author_160,6900,CUET
Hossain,cuet_author_161,2872,CUET
Siddique,cuet_author_162,4320,CUET
Dewan,cuet_author_163,2679,CUET
Hossain,cuet_author_165,4868,CUET
Dewan,cuet_author_166,2679,CUET
Das,cuet_author_167,133,CUET
Das,cuet_author_167,1167,CUET
Sharif,cuet_author_168,4553,CUET
Abdullah,cuet_author_17,291,CUET
Ferdous,cuet_author_171,1644,CUET
Sathi,cuet_author_172,2351,CUET
Hossain,cuet_author_173,2677,CUET
Afroze,cuet_author_174,5219,CUET
Hoque,cuet_author_175,6902,CUET
Hossain,cuet_author_176,1329,CUET
Iqbal,cuet_author_179,5263,CUET
