Author Name,Author ID,UID
Masum,buet_author_357,1473
Anindya,buet_author_358,1896
Mohammad,buet_author_359,1107
Nilanjan,buet_author_36,2105
Imtiajur,buet_author_360,2106
Amiangshu,buet_author_361,2107
Salman,buet_author_364,2002
Irtesam,buet_author_365,2108
Shahriar,buet_author_366,1119
Adnanul,buet_author_367,1782
Acramul,buet_author_37,2109
Rowshan,buet_author_374,2110
Najmul,buet_author_375,2111
Tohedul,buet_author_376,2112
Kaykobad,buet_author_377,1169
Shariful,buet_author_378,2113
Peâ€™er,buet_author_379,2114
Nourin,buet_author_38,2115
Mahdy,buet_author_380,2116
Tissue,buet_author_381,2117
Tissue,buet_author_381,2117
Cell,buet_author_382,2118
Khandakar,buet_author_385,2119
Tahir,buet_author_386,2015
Qiblawey,buet_author_387,2120
Tawsifur,buet_author_388,2121
Ishtiaque,buet_author_389,2122
Shoumik,buet_author_39,2123
Sabbir,buet_author_390,1873
Rajeev,buet_author_391,2124
Nafisa,buet_author_392,1735
Quaium,buet_author_393,1634
Aaiyeesha,buet_author_394,2125
Pachter,buet_author_397,2126
Tahmid,buet_author_4,2127
Afroz,buet_author_40,2128
Sajeda,buet_author_401,2129
Chellappan,buet_author_402,1065
Chakraborty,buet_author_403,1741
Developers,buet_author_404,2130
Sangwu,buet_author_406,2131
Victor,buet_author_407,2132
Harshil,buet_author_408,2133
Mohammad,buet_author_409,1107
Rahman,buet_author_41,986
Wagner,buet_author_411,2134
Waddell,buet_author_413,2135
Taylor,buet_author_414,2136
Meghan,buet_author_415,2137
Julia,buet_author_416,2138
Madeleine,buet_author_417,2139
Aayush,buet_author_418,2140
Ruth,buet_author_419,2141
Ruth,buet_author_419,2141
Mashrur,buet_author_42,2142
Zzaman,buet_author_420,2143
Nowreen,buet_author_421,2144
Irtesam,buet_author_422,2108
Islam,buet_author_423,1051
Ibtehaz,buet_author_424,1145
Zahid,buet_author_425,2145
Farzana,buet_author_426,1797
Sharmin,buet_author_427,1700
others,buet_author_428,2146
others,buet_author_428,2146
Zahin,buet_author_429,2147
Hasibul,buet_author_43,1352
Shamsuzzoha,buet_author_430,1726
Anjum,buet_author_431,2148
Nabil,buet_author_432,2149
Rakibul,buet_author_433,2150
Shamsuzzoha,buet_author_434,1726
Rahman,buet_author_435,986
Francisco,buet_author_44,2151
Rahman*,buet_author_443,2152
Rashed*,buet_author_444,2153
Sharmin,buet_author_445,1700
Noshin,buet_author_446,1146
Islam,buet_author_447,1051
Martin,buet_author_45,2154
Hoque,buet_author_453,1115
Chakravarty,buet_author_454,1639
Zakaria,buet_author_455,2094
Asadullah,buet_author_457,2096
Hassan,buet_author_46,1158
Mujtahid,buet_author_462,2155
Akon,buet_author_463,2156
Akon,buet_author_463,2156
Fazal,buet_author_466,2157
Mahmood,buet_author_467,1596
Waliul,buet_author_468,2158
Chowdhury,buet_author_469,1032
Meher,buet_author_47,2159
Tanvir,buet_author_470,1369
Rahman,buet_author_471,986
Mahmoud,buet_author_472,2160
Nady,buet_author_473,2161
Tanvir,buet_author_474,1369
Shamsuzzoha,buet_author_477,1726
Bhattacharjee,buet_author_478,1279
Shamsuzzoha,buet_author_479,1726
Muntaka,buet_author_48,2162
Theory,buet_author_483,2163
Mazharul,buet_author_484,2076
Kowshika,buet_author_485,2164
Trisha,buet_author_486,2165
Network,buet_author_487,2166
Ashikur,buet_author_49,2167
Hygiene,buet_author_490,2168
Hygiene,buet_author_490,2168
Arshad,buet_author_491,2169
Holloway,buet_author_492,1965
Faisal,buet_author_493,1120
Khondaker,buet_author_494,2092
Chowdhury,buet_author_495,1032
Arifur,buet_author_496,2170
M.R.C.,buet_author_497,2171
Mahdy,buet_author_498,2116
Mahmud,buet_author_499,1039
Rafiqul,buet_author_5,2172
Sultana,buet_author_50,1153
Rahman,buet_author_500,986
Nabila,buet_author_501,1758
Nabila,buet_author_502,1758
Dastegir,buet_author_503,2173
Ibraheem,buet_author_504,2174
thermography,buet_author_509,2175
Raqeebir,buet_author_51,2176
Junaed,buet_author_511,2091
Khondaker,buet_author_512,2092
Al-Absi,buet_author_513,2177
Mohammad,buet_author_514,1107
Guler,buet_author_515,2178
Muhammad,buet_author_516,1301
Saiful,buet_author_517,1808
Khaled,buet_author_518,2179
Shahriyar,buet_author_519,1291
Julian,buet_author_522,2180
Kamal,buet_author_523,1114
Sumaiya,buet_author_524,1445
Pérez-Palma,buet_author_525,2181
Jespersen,buet_author_526,2182
Patrick,buet_author_527,2183
Hoksza,buet_author_528,2184
Henrike,buet_author_529,2185
subdivisions,buet_author_53,2186
Shehab,buet_author_530,1678
Zaara,buet_author_531,1994
Kasper,buet_author_532,2187
Palotie,buet_author_533,2188
Cottrell,buet_author_534,2189
Florence,buet_author_535,2190
Mark,buet_author_536,2191
Campbell,buet_author_537,2192
Dennis,buet_author_538,2193
Farhana,buet_author_541,2194
Farhana,buet_author_541,2194
Sharmin,buet_author_543,1700
Sharmin,buet_author_543,1700
Chakma,buet_author_545,2195
Chakma,buet_author_545,2195
Shafayat,buet_author_546,2196
Muhammed,buet_author_547,2197
Mostafiz,buet_author_548,2198
Farabi,buet_author_549,2199
Mostofa,buet_author_557,2200
Mohammad,buet_author_558,1107
Jespersen,buet_author_559,2182
Toufikuzzaman,buet_author_56,2201
Shehab,buet_author_560,1678
Zaara,buet_author_561,1994
Henrike,buet_author_562,2185
Cottrell,buet_author_563,2189
Florence,buet_author_564,2190
Mark,buet_author_565,2191
Campbell,buet_author_566,2192
Reyan,buet_author_567,2202
Kobourov,buet_author_568,2203
Hassan,buet_author_57,1158
International,buet_author_570,1601
Muhammad,buet_author_572,1301
Toufikuzzaman,buet_author_573,2201
recognition,buet_author_575,1995
Mohammad,buet_author_577,1107
Zahedul,buet_author_578,2204
Chowdhury,buet_author_579,1032
Rahman,buet_author_58,986
Rajesh,buet_author_580,2037
Suraiya,buet_author_581,1732
Zakirul,buet_author_582,2205
Naifa,buet_author_584,2206
Badhan,buet_author_585,2207
Tasnim,buet_author_586,1060
missing,buet_author_589,2208
Benzir,buet_author_59,2209
Siddiki,buet_author_591,1186
Mohammad,buet_author_593,1107
Siddiki,buet_author_594,1186
Abdul,buet_author_595,2210
Al-Nabhan,buet_author_596,1495
Al-Aboody,buet_author_597,2211
Nurain,buet_author_598,1057
Shahad,buet_author_599,2212
Mohammed,buet_author_60,1196
Tanvir,buet_author_600,1369
Swarm,buet_author_604,2213
Swarm,buet_author_604,2213
Mahmud,buet_author_606,1039
Technol.,buet_author_608,2214
Mohammad,buet_author_61,1107
Systems,buet_author_611,2215
Mozumder,buet_author_612,1677
Maitraye,buet_author_613,2216
Wearable,buet_author_62,2217
Roksana,buet_author_622,2218
Flora,buet_author_623,2219
Shehab,buet_author_624,1678
Mohammad,buet_author_627,1107
Technologies,buet_author_63,2220
khaledur,buet_author_638,2221
Sheikh,buet_author_64,1532
Chowdhury,buet_author_641,1032
Chowdhury,buet_author_642,1032
Tripto,buet_author_643,1626
Nahar,buet_author_644,2222
Dibyendu,buet_author_65,2223
Warnow,buet_author_650,2224
Privacy-Enhanced,buet_author_653,2225
Survivability,buet_author_657,2226
Khandoker,buet_author_66,2227
PVLDB,buet_author_660,2228
Shadman,buet_author_661,1163
Abdullah,buet_author_662,1092
Chinmay,buet_author_664,2229
Mahbubur,buet_author_665,2064
Nayeem,buet_author_666,2230
Monirul,buet_author_667,1561
Xin,buet_author_668,2231
Xin,buet_author_668,2231
Rahman,buet_author_669,986
Michael,buet_author_671,2232
Hera,buet_author_672,2233
Amatur,buet_author_673,2234
Hua-Jun,buet_author_674,2235
Provisioned,buet_author_676,2236
Katsuhisa,buet_author_677,2237
Shin-Ichi,buet_author_678,2238
Regression,buet_author_682,2239
Sarwar,buet_author_684,1219
Tahmid,buet_author_685,2127
Shahriar,buet_author_688,1119
Soumik,buet_author_689,2240
evolutionary,buet_author_690,2241
Kezban,buet_author_691,2242
Zhang,buet_author_692,1901
Altingovde,buet_author_693,2243
Karagoz,buet_author_695,2244
Braylan,buet_author_696,2245
Brandon,buet_author_697,2246
Heng-Lu,buet_author_698,2247
Henna,buet_author_699,2248
Visualization,buet_author_7,2249
McNamara,buet_author_700,2250
Angert,buet_author_701,2251
Edward,buet_author_702,2252
Khetan,buet_author_703,2253
McDonnell,buet_author_704,2254
Nguyen,buet_author_705,2255
Dan,buet_author_706,2256
Dan,buet_author_706,2256
Jamalia,buet_author_71,2257
Chaluka,buet_author_710,2258
Ferdous,buet_author_713,1799
Mahfuzer,buet_author_715,2259
Sharker,buet_author_716,2260
Biswas,buet_author_717,1165
Zahangir,buet_author_718,1334
Arifin,buet_author_719,1005
Mahmuda,buet_author_72,2261
Mohammad,buet_author_720,1107
Shahadat,buet_author_728,2262
Choudhury,buet_author_729,1067
Tanvir,buet_author_73,1369
Farhad,buet_author_730,2263
Tamanna,buet_author_731,2264
Narman,buet_author_735,1541
Ehtesham-Ul-Haque,buet_author_74,2265
Chowdhury,buet_author_741,1032
Shaheed,buet_author_744,2266
Nazmus,buet_author_745,1665
Siavash,buet_author_746,2267
Warnow,buet_author_747,2224
Safique,buet_author_748,2268
Mossa.,buet_author_749,2269
D’Rozario,buet_author_75,2270
Hyder,buet_author_750,2271
Xiao,buet_author_751,2272
Xiao,buet_author_751,2272
Ahmed,buet_author_752,1055
Faizul,buet_author_753,2273
Chowdhury,buet_author_754,1032
Rabbani,buet_author_755,2274
Boutaba,buet_author_756,1470
Bertrand,buet_author_757,2275
Rudaiba,buet_author_76,2276
Aalsalem,buet_author_760,2277
Wazir,buet_author_761,2278
Saad,buet_author_762,2279
programming,buet_author_765,2280
Muhammad,buet_author_766,1301
Rameen,buet_author_767,2281
indeterminate,buet_author_769,2282
Farhan,buet_author_77,1406
Kulik,buet_author_775,2283
Muradul,buet_author_779,2284
Tasneem,buet_author_78,2285
Mostofa,buet_author_781,2200
Munima,buet_author_782,2286
algorithm,buet_author_784,2287
Azim,buet_author_789,1238
Israt,buet_author_79,1534
Iliopoulos,buet_author_790,1442
Sultana,buet_author_793,1153
Alatabbi,buet_author_794,2288
Smyth,buet_author_795,1719
Alessio,buet_author_796,2289
Absent,buet_author_797,2290
Gourab,buet_author_8,2291
A.B.M.,buet_author_80,1818
Kazuyuki,buet_author_802,2292
Farhana,buet_author_803,2194
Salman,buet_author_804,2002
ManzurMurshed,buet_author_805,2293
Bastien,buet_author_806,2294
Raghunathan,buet_author_807,1872
Islam,buet_author_808,1051
Nurain,buet_author_809,1057
Information,buet_author_814,2295
Saif-ul-Islam,buet_author_815,2296
Sharowar,buet_author_816,2297
Hossain,buet_author_817,1010
Prefix,buet_author_819,2298
transreversals,buet_author_820,2299
ternary,buet_author_821,2300
permutations,buet_author_823,2301
Ferdous,buet_author_824,1799
Ahammed,buet_author_826,2302
Nasif,buet_author_827,2303
Subrata,buet_author_828,2304
Wasifur,buet_author_83,2305
Jaigirdar,buet_author_830,2306
Mohammad,buet_author_831,1107
Avdesh,buet_author_832,2307
Tamjidul,buet_author_833,2308
Farhana,buet_author_836,2194
Daykin,buet_author_838,2309
Mahbubul,buet_author_839,2310
Abdelrahman,buet_author_84,2311
Islam,buet_author_840,1051
Stephane,buet_author_841,2312
Medvedeva,buet_author_842,2313
Abdullah,buet_author_843,1092
Kulakovskiy,buet_author_844,2314
Mirarab,buet_author_845,2315
Boussau,buet_author_846,2316
Warnow,buet_author_847,2224
Zohra,buet_author_848,2317
Islam,buet_author_849,1051
Mahbub,buet_author_85,1127
Tyler,buet_author_850,2318
Swenson,buet_author_851,1824
Warnow,buet_author_852,2224
Jarvis,buet_author_853,2319
Mirarab,buet_author_854,2315
Aberer,buet_author_855,2320
Blackburn,buet_author_856,1860
McKinley,buet_author_857,2321
Ahsan,buet_author_858,1507
Aziz,buet_author_859,1058
Caleb,buet_author_86,2322
Ashikur,buet_author_862,2167
Xue,buet_author_863,2323
Xue,buet_author_863,2323
Fanxin,buet_author_864,2324
Tasnim,buet_author_867,1060
Shahriar,buet_author_868,1119
Berger,buet_author_87,2325
Dipan,buet_author_871,2326
Langiu,buet_author_873,2327
Firoz,buet_author_874,1211
Pritom,buet_author_878,2328
Iliopoulos,buet_author_879,1442
Serena,buet_author_88,2329
Khaledur,buet_author_880,2330
G.,buet_author_884,1432
G.,buet_author_884,1432
Abdullah,buet_author_885,1092
Business,buet_author_886,2331
Yang,buet_author_888,2332
Yang,buet_author_888,2332
Pachter,buet_author_889,2126
Varun,buet_author_89,2333
Indeterminate,buet_author_890,2334
Rahnuma,buet_author_892,2335
Zohora,buet_author_894,2336
Holistic,buet_author_896,2337
Mohammad,buet_author_897,1107
Abdullah,buet_author_898,1092
Shashata,buet_author_9,1931
Korfmacher,buet_author_90,2338
Hussain,buet_author_900,1130
Biswas,buet_author_907,1165
Ehsan,buet_author_91,2339
Jaigirdar,buet_author_915,2306
Whitesides,buet_author_917,2340
Zhang,buet_author_922,1901
Hossein,buet_author_924,2341
Abdelzaher,buet_author_925,2342
Tanin,buet_author_928,2343
Zhang,buet_author_929,1901
similarity,buet_author_93,2344
Kotagiri,buet_author_930,2345
Ehtesamul,buet_author_932,2346
Alam,buet_author_934,1054
Murase,buet_author_935,2347
Shahriar,buet_author_937,1119
Atiquzzaman,buet_author_938,2348
Mohammad,buet_author_94,1107
Sumaiya,buet_author_945,1445
Rezwana,buet_author_946,1710
Tischler,buet_author_947,2349
Exact,buet_author_949,2350
Abdullah,buet_author_95,1092
Hybrid-Constrained,buet_author_952,2351
Rahman,buet_author_955,986
Naim,buet_author_956,2352
Naim,buet_author_956,2352
Farooq,buet_author_957,2353
Mohammad,buet_author_96,1107
Rahman,buet_author_960,986
polyhedra,buet_author_968,2354
projections,buet_author_969,2355
Mohammed,buet_author_97,1196
Firoz,buet_author_971,1211
Masud,buet_author_972,1455
Khan,buet_author_973,1002
Williamson,buet_author_974,2356
Mahbubuzzaman,buet_author_976,2357
Kashem,buet_author_977,1457
Langguth,buet_author_978,2358
Mostofa,buet_author_979,2200
Rahman,buet_author_98,986
Manne,buet_author_980,2359
Solving,buet_author_987,2360
Ahsan,buet_author_989,1507
Sultan,buet_author_99,2361
Moosa,buet_author_990,1435
Design,buet_author_991,2362
Design,buet_author_991,2362
institutional,buet_author_993,2363
Rakibul,buet_author_994,2150
Kulik,buet_author_995,2283
Ahmed,buet_author_997,1055
Islam,buet_author_998,1051
Musfequa,cuet_author_0,2364
Kaushik,cuet_author_1,2365
Hossain,cuet_author_10,1010
Jung-Won,cuet_author_100,2366
Mohammed,cuet_author_101,1196
Jong-Myon,cuet_author_102,2367
Hyun-Uk,cuet_author_103,2368
Hee-Chul,cuet_author_104,2369
Suk-Ju,cuet_author_105,2370
Chowdhury,cuet_author_106,1032
Arefin,cuet_author_107,1614
Hoque,cuet_author_108,1115
Islam,cuet_author_109,1051
Deb,cuet_author_11,2371
Deb,cuet_author_11,2371
Dipankar,cuet_author_110,2372
Khaliluzzaman,cuet_author_111,2373
Chakraborty,cuet_author_112,1741
Uddin,cuet_author_114,1033
Chowdhury,cuet_author_116,1032
Kaushik,cuet_author_117,2365
Khaliluzzaman,cuet_author_118,2373
Deepak,cuet_author_119,2374
Sakib,cuet_author_12,1155
Sakib,cuet_author_12,1155
Khaliluzzaman,cuet_author_120,2373
Animash,cuet_author_121,2375
Chakraborty,cuet_author_122,1741
Hossain,cuet_author_123,1010
Tahmina,cuet_author_124,2376
Chowdhury,cuet_author_125,1032
Mahmud,cuet_author_126,1039
Prianka,cuet_author_127,2377
Swati,cuet_author_128,2378
Ashish,cuet_author_129,2379
Sarker,cuet_author_13,1137
Chowdhury,cuet_author_130,1032
Kayasar,cuet_author_131,2380
Al-Seraj,cuet_author_132,2381
Kowser,cuet_author_133,2382
Sarker,cuet_author_134,1137
Muhammad,cuet_author_135,1301
Rafiqul,cuet_author_136,2172
Al-Seraj,cuet_author_138,2381
Janicke,cuet_author_14,2383
Rafiqul,cuet_author_140,2172
Kaushik,cuet_author_141,2365
Chowdhury,cuet_author_142,1032
Tae-Ho,cuet_author_143,2384
My-Ha,cuet_author_144,2385
Kaushik-Deb,cuet_author_145,2386
Mahamudul,cuet_author_146,2387
Chowdhury,cuet_author_147,1032
Chowdhury,cuet_author_148,1032
Kaushik-Deb,cuet_author_149,2386
Ashiqur,cuet_author_15,2388
Vavilin,cuet_author_150,2389
Kang-Hyun,cuet_author_151,2390
Kang,cuet_author_152,2391
Kang,cuet_author_152,2391
Suk-Ju,cuet_author_153,2370
Suk-Ju,cuet_author_153,2370
Heechul,cuet_author_154,2392
Bhuiyan,cuet_author_155,1450
Ahatesham,cuet_author_157,2393
Eftekhar,cuet_author_158,2394
Mohammed,cuet_author_159,1196
Shuhena,cuet_author_16,2395
Akber,cuet_author_160,2396
Hossain,cuet_author_161,1010
Siddique,cuet_author_162,2397
Dewan,cuet_author_163,2398
Hossain,cuet_author_165,1010
Dewan,cuet_author_166,2398
Das,cuet_author_167,1009
Das,cuet_author_167,1009
Sharif,cuet_author_168,2399
Abdullah,cuet_author_17,1092
Ferdous,cuet_author_171,1799
Sathi,cuet_author_172,2400
Hossain,cuet_author_173,1010
Afroze,cuet_author_174,1241
Hoque,cuet_author_175,1115
Hossain,cuet_author_176,1010
Iqbal,cuet_author_179,1318
Asaduzzaman,cuet_author_180,1477
S.M.A.,cuet_author_182,2401
S.M.A.,cuet_author_182,2401
Asaduzzaman,cuet_author_183,1477
Sharif,cuet_author_188,2399
Sharif,cuet_author_188,2399
Dhrubajyoti,cuet_author_19,2402
Mamun,cuet_author_190,1099
Mamun,cuet_author_190,1099
M.M.R.,cuet_author_191,2403
M.M.R.,cuet_author_191,2403
Hoque,cuet_author_192,1115
Parvin,cuet_author_193,2404
Parvin,cuet_author_193,2404
Hossain,cuet_author_196,1010
Hoque,cuet_author_197,1115
M,cuet_author_198,2405
M,cuet_author_198,2405
Pranab,cuet_author_2,2406
Taufique,cuet_author_20,2407
Iqbal,cuet_author_200,1318
Hoque,cuet_author_201,1115
Sarker,cuet_author_202,1137
Rahaman,cuet_author_203,2408
Moshiul,cuet_author_204,2409
Parvin,cuet_author_205,2404
Iqbal,cuet_author_206,1318
Sharmin,cuet_author_207,1700
Islam,cuet_author_208,1051
huhena,cuet_author_21,2410
Alam,cuet_author_211,1054
Alam,cuet_author_211,1054
Hoque,cuet_author_212,1115
Siddique,cuet_author_213,2397
Ripan,cuet_author_214,2411
Sarker,cuet_author_215,1137
Hossain,cuet_author_216,1010
Anwar,cuet_author_217,1192
Nowrozy,cuet_author_219,2412
Nowrozy,cuet_author_219,2412
Kang-Hyun,cuet_author_22,2390
Sharif,cuet_author_222,2399
Kayes,cuet_author_223,2413
Nowrozy,cuet_author_224,2412
Hoque,cuet_author_225,1115
A.F.M.,cuet_author_226,2414
Yasmin,cuet_author_227,2415
Das,cuet_author_228,1009
Das,cuet_author_228,1009
Pramanik,cuet_author_229,2416
Hossain,cuet_author_23,1010
Rahman,cuet_author_230,986
Hossian,cuet_author_231,2417
Kader,cuet_author_232,2418
Assaduzzaman,cuet_author_233,2419
Onuki,cuet_author_234,2420
Mahbub,cuet_author_235,1127
Karim,cuet_author_241,1242
Faruk,cuet_author_243,2421
Hasan,cuet_author_244,1052
Osman,cuet_author_249,2422
Faria,cuet_author_25,2423
Mohammad,cuet_author_250,1107
Mohammad,cuet_author_251,1107
Khondoker,cuet_author_252,1490
Yasuhiko,cuet_author_253,2424
Zhichao,cuet_author_255,2425
Bintey,cuet_author_256,2426
Geng,cuet_author_257,2427
Geng,cuet_author_257,2427
Jinhao,cuet_author_258,2428
Zhiming,cuet_author_259,2429
Khaliluzzaman,cuet_author_26,2373
Yasuhiko,cuet_author_260,2424
Mohammad,cuet_author_261,1107
Morimoto,cuet_author_262,2430
Mohammad,cuet_author_265,1107
Asiful,cuet_author_266,2431
Ashraf,cuet_author_27,2432
Hoque,cuet_author_270,1115
Dewan,cuet_author_271,2398
Shafiul,cuet_author_273,2433
Hyung,cuet_author_275,2434
Mahfuzulhoq,cuet_author_276,2435
Fazlul,cuet_author_277,2436
Fazlul,cuet_author_278,2436
Moshiul,cuet_author_279,2409
Junayed,cuet_author_28,1359
Mahfuzulhoq,cuet_author_280,2435
Fazlul,cuet_author_281,2436
Mohammad,cuet_author_282,1107
Asaduzzaman,cuet_author_283,1477
Faruque,cuet_author_284,2437
Sarker,cuet_author_285,1137
Rayan,cuet_author_287,2438
Asaduzzaman,cuet_author_288,1477
Asaduzzaman,cuet_author_289,1477
Anik,cuet_author_29,1134
Asaduzzaman,cuet_author_290,1477
Nazmun,cuet_author_291,1812
Mokammel,cuet_author_292,2439
Nusrat,cuet_author_293,1991
Asaduzzaman,cuet_author_294,1477
Masuma,cuet_author_295,2440
Young,cuet_author_297,2441
Chowdhury,cuet_author_298,1032
Chakraborty,cuet_author_30,1741
Nguyen,cuet_author_301,2255
Hyung,cuet_author_302,2434
Bao,cuet_author_303,2442
J.-H.,cuet_author_304,2443
Hyung-Yun,cuet_author_305,2444
Gun-Seok,cuet_author_306,2445
Khuong,cuet_author_307,2446
Kyeong,cuet_author_308,2447
Seok,cuet_author_309,2448
Moumita,cuet_author_31,2449
Choi,cuet_author_310,2450
Park,cuet_author_311,2451
Kim,cuet_author_312,2452
Hyung-Yun,cuet_author_313,2444
Chitra,cuet_author_314,2453
Mokammel,cuet_author_316,2439
Ricko,cuet_author_319,2454
Azhar,cuet_author_32,2455
Talukder,cuet_author_320,1142
Fatima,cuet_author_324,2456
Hossain,cuet_author_326,1010
Supriya,cuet_author_328,2457
Chinmoy,cuet_author_329,2458
Tahmina,cuet_author_33,2376
Abdullah,cuet_author_330,1092
Hossain,cuet_author_336,1010
Mohammad,cuet_author_337,1107
Mostafizur,cuet_author_338,2459
Muhammad,cuet_author_34,1301
Chowdhury,cuet_author_343,1032
Shankaran,cuet_author_344,2460
Abdul,cuet_author_346,2210
Maliha,cuet_author_348,2461
Kang-Hyun,cuet_author_35,2390
Farzana,cuet_author_351,1797
Mokammel,cuet_author_354,2439
Asaduzzaman,cuet_author_355,1477
Al-Sakib,cuet_author_356,2462
Hyun,cuet_author_360,2463
Anika,cuet_author_362,1757
Chowdhury,cuet_author_363,1032
Muhammad,cuet_author_364,1301
Morsad,cuet_author_365,2464
Animesh,cuet_author_366,2465
Chowdhury,cuet_author_367,1032
Asaduzzaman,cuet_author_368,1477
Maimuna,cuet_author_37,2466
Habibur,cuet_author_372,2467
Mohammed,cuet_author_373,1196
Obaidur,cuet_author_374,2468
Shamsul,cuet_author_375,2469
Debbrata,cuet_author_376,2470
Mohammad,cuet_author_377,1107
Kishor,cuet_author_378,2471
Mohammad,cuet_author_38,1107
Jong-Myon,cuet_author_381,2367
Mohammad,cuet_author_382,1107
Mahmud,cuet_author_385,1039
Sharif,cuet_author_388,2399
ATIQUL,cuet_author_389,2472
Muhyminul,cuet_author_39,2473
KAUSHIK,cuet_author_390,2474
IBRAHIM,cuet_author_391,2475
KOWSAR,cuet_author_392,2476
TAHMINA,cuet_author_393,2477
Rashadur,cuet_author_394,2478
Hossain,cuet_author_395,1010
authorMohammad,cuet_author_396,2479
Rashadur,cuet_author_397,2478
Hossain,cuet_author_398,1010
Mohammad,cuet_author_399,1107
Al-Mamun,cuet_author_4,2480
Samiul,cuet_author_40,1458
Kayes,cuet_author_400,2413
Shahadat,cuet_author_401,2262
Pranab,cuet_author_402,2406
Oh-Jin,cuet_author_403,2481
Monowar,cuet_author_404,2482
Mohammad,cuet_author_405,1107
Saadman,cuet_author_406,2483
Kaushik,cuet_author_409,2365
Fatimah,cuet_author_410,2484
Mohktar,cuet_author_411,2485
Kamaruzzaman,cuet_author_412,2486
Kheng,cuet_author_413,2487
Kartini,cuet_author_414,2488
Lindsay,cuet_author_416,2489
Tan,cuet_author_417,2490
Khaleque,cuet_author_42,2491
Sultana,cuet_author_43,1153
Oh-Jin,cuet_author_44,2481
Mohammad,cuet_author_45,1107
Zainul,cuet_author_46,2492
Takeshi,cuet_author_47,2493
Hossain,cuet_author_48,1010
Kaushik,cuet_author_49,2365
Kang,cuet_author_5,2391
Mohammad,cuet_author_50,1107
Kowsar,cuet_author_51,2494
Chowdhury,cuet_author_52,1032
Ahsan,cuet_author_53,1507
Farjana,cuet_author_55,2495
Sangita,cuet_author_56,1310
Acharjee,cuet_author_57,1188
Dipankar,cuet_author_58,2372
Mutsuddy,cuet_author_59,2496
Sakhawat,cuet_author_6,1339
Kang-Hyun,cuet_author_60,2390
Atiqul,cuet_author_61,2497
Ibrahim,cuet_author_62,1550
Chowdhury,cuet_author_63,1032
Kowsar,cuet_author_64,2494
Khaliluzzaman,cuet_author_66,2373
Tahmina,cuet_author_67,2376
Deb,cuet_author_68,2371
Deb,cuet_author_68,2371
Chowdhury,cuet_author_70,1032
Sarwar,cuet_author_71,1219
Moshiul,cuet_author_72,2409
Hossian,cuet_author_73,2417
Kobayashi,cuet_author_74,1025
Kuno,cuet_author_75,2498
Mohammad,cuet_author_79,1107
Ayesha,cuet_author_8,2499
Priyam,cuet_author_80,2500
Ashikur,cuet_author_81,2167
Sultana,cuet_author_82,1153
Sarker,cuet_author_83,1137
Ui-Pil,cuet_author_84,2501
Kuno,cuet_author_86,2498
Kuno,cuet_author_86,2498
Farhad,cuet_author_89,2263
Sabiha,cuet_author_9,2502
Dipanjan,cuet_author_91,2503
Tauhidul,cuet_author_92,2504
Tauhidul,cuet_author_94,2504
My,cuet_author_97,2505
Byung-Seok,cuet_author_98,2506
Vavilin,cuet_author_99,2389
Samiullah,du_author_0,2507
Nicholson,du_author_1,2508
Mahmudur,du_author_10,2509
Zhang,du_author_100,1901
Razzaque,du_author_101,2510
Shayla,du_author_102,2511
Budati,du_author_103,2512
Shafiqul,du_author_104,2513
Muntaha,du_author_105,2514
Mahmudul,du_author_106,1910
Fatema,du_author_107,1415
Parvez,du_author_108,1116
Mohaimen,du_author_109,2515
Chowdhury,du_author_11,1032
Nabila,du_author_110,1758
Sinthia,du_author_111,2516
Rehana,du_author_112,2517
Muhammad,du_author_113,1301
Hasanuzzaman,du_author_114,1875
Parvex,du_author_115,2518
Raihan,du_author_116,1230
Iftekhar,du_author_117,2519
Nadim,du_author_118,2520
Mizanur,du_author_119,2521
Carson,du_author_12,2522
Mehjabin,du_author_120,2523
Taskeed,du_author_121,2524
Afsana,du_author_122,1354
Sayeda,du_author_123,2525
Ridwanul,du_author_124,2526
Farrok,du_author_125,2527
Tashreef,du_author_126,2528
Bintee,du_author_127,2529
Mainul,du_author_128,2530
Maishameem,du_author_129,2531
Shaily,du_author_13,2532
Shahidul,du_author_130,2533
Mohammad,du_author_131,1107
Tahsin,du_author_132,1413
Ellerby,du_author_133,2534
Ahasan,du_author_134,2535
Zarina,du_author_135,2536
Ibrahim,du_author_136,1550
Motalib,du_author_137,2537
Jahangir,du_author_138,1252
Sharmin,du_author_139,1700
Christian,du_author_14,2538
Mustafizur,du_author_140,2539
Ahammed,du_author_141,2302
Shahjalal,du_author_143,2540
Farhana,du_author_144,2194
Kuljeet,du_author_145,2541
Rezaul,du_author_146,2542
Hossain,du_author_147,1010
Hasan,du_author_148,1052
Syeed,du_author_149,2543
Mofijul,du_author_15,2544
Tauhid,du_author_150,2545
Mosadek,du_author_151,2546
Rabiul,du_author_152,1308
Mohammad,du_author_153,1107
Khalid,du_author_154,2547
Hossain,du_author_155,1010
Farhin,du_author_156,2548
Dewan,du_author_157,2398
Mosaddek,du_author_158,2549
Almansour,du_author_159,2550
Shariful,du_author_16,2113
Amit,du_author_160,2551
Jargis,du_author_161,2552
AlQahtani,du_author_162,2553
Towhiduzzaman,du_author_163,2554
Bhuiyan,du_author_164,1450
Tauhidul,du_author_165,2504
Tanvir,du_author_167,1369
Allvi,du_author_168,2555
