Author Name,Author ID
Mohammad Sakib Mahmud,nsu_author_482
Mahbub Arab Majumder,nsu_author_483
Abdul Kawsar Tushar,nsu_author_484
Md. Mahtab Kamal,nsu_author_485
Akm Ashiquzzaman,nsu_author_486
Md. Rashedul Islam,nsu_author_487
Karima Haque,nsu_author_488
Mahmudur Rahman Khan,nsu_author_489
Narisha Nowrin and Hasan U. Zaman,nsu_author_490
Majidul Haque Bhuiyan,nsu_author_491
Montashir Ahmed and S.M Tarek Aziz,nsu_author_492
Tania Alauddin,nsu_author_493
Md. Tamzid Islam,nsu_author_494
and Hasan U. Zaman,nsu_author_495
Md. Mozadded Alfasani,nsu_author_496
and Mohammad Rezaul Islam,nsu_author_497
Chowdhury Tahirina Saara,nsu_author_498
Segufta Khondker,nsu_author_499
Tahsin Kamal,nsu_author_500
Mahmud M. Milton,nsu_author_501
Kazi Rizvan Hossain,nsu_author_502
Nahin Ahmed and Hasan U. Zaman,nsu_author_503
Nahid Islam,nsu_author_504
A.S.M. Nesar Uddin,nsu_author_505
Sami Rahman,nsu_author_506
M. Farhanul Ihsan,nsu_author_507
A S M Muktadiru Baized Shuvo,nsu_author_508
Mohammed Jawad Ibne Ishaque,nsu_author_509
Saad A Akash,nsu_author_510
Abrar Ahnaf Abid,nsu_author_511
Maofic Farhan Karin,nsu_author_512
Khandaker Sharif Noor and Hasan U. Zaman,nsu_author_513
Shuvo,nsu_author_514
Abid,nsu_author_515
Ishaque,nsu_author_516
Salahuddin Fahim,nsu_author_517
Rahman T.R.,nsu_author_518
Hasib Iqbal Mamun,nsu_author_519
Nazmul Hossain,nsu_author_520
Mohammad Tanzir Kabir,nsu_author_521
Mohamed Sajjad Hossen,nsu_author_522
Fahim Salauddin,nsu_author_523
Anika Zaman,nsu_author_524
A S M Faruk Abdullah,nsu_author_525
Tamina Islam Khan,nsu_author_526
Md. Shahriar Hossain,nsu_author_527
Mohammad Wahiduzzaman,nsu_author_528
Mohammad Shahariar Asif,nsu_author_529
Michael Klaiber,nsu_author_530
Donald G. Bailey,nsu_author_531
Silvia Ahmed,nsu_author_532
Yousef Baroud,nsu_author_533
Sven Simon,nsu_author_534
M. Klaiber,nsu_author_535
S. Ahmed,nsu_author_536
Z. Wang,nsu_author_537
L. Rockstroh,nsu_author_538
Y. Gera,nsu_author_539
S. Simon,nsu_author_540
Rony,nsu_author_541
R. J.,nsu_author_542
M. S.,nsu_author_543
Sarcar,nsu_author_544
S.,nsu_author_545
& Ahmed,nsu_author_546
Hadi,nsu_author_547
M. A.,nsu_author_548
Hossain,nsu_author_549
E.,nsu_author_550
Sinha,nsu_author_551
Abeer,nsu_author_552
I. A.,nsu_author_553
Khushboo Suchit Mundada,nsu_author_554
Nuzhat Jabeen Haque,nsu_author_555
N Ahmed,nsu_author_556
A Khuda,nsu_author_557
SJ Chowdhury,nsu_author_558
T Rezwana,nsu_author_559
MSU Islam,nsu_author_560
S Sajjad,nsu_author_561
MS Ahmed,nsu_author_562
T Hasan,nsu_author_563
S Islam,nsu_author_564
M Wong-Villacres,nsu_author_565
C Kutay,nsu_author_566
S Lazem,nsu_author_567
C Abad,nsu_author_568
C Collazos,nsu_author_569
Ifti Azad Abeer,nsu_author_570
Anik Sinha,nsu_author_571
Anik Saha,nsu_author_572
Syeda Shabnam Khan,nsu_author_573
Shaikh Shawon Arefin Shimon,nsu_author_574
Ali Neshati,nsu_author_575
Junwei Sun,nsu_author_576
Qiang Xu,nsu_author_577
Jian Zhao,nsu_author_578
Mohammad Rayed,nsu_author_579
Tawfique Elahi,nsu_author_580
SHAIKH SHAWON AREFIN SHIMON,nsu_author_581
N,nsu_author_582
A. M.,nsu_author_583
Urmi,nsu_author_584
& Jamal,nsu_author_585
L.,nsu_author_586
Samsun Nahar Safa,nsu_author_587
Minhazul Hoque Ashik,nsu_author_588
Mehedi Masud,nsu_author_589
and Mohammed A. AlZain,nsu_author_590
Mohammad Fahim,nsu_author_591
Niloy Biswas,nsu_author_592
Sudipta Barman,nsu_author_593
Sadman Chowdhury Siam; Abrar Faisal; Niazi Mahrab; AKM Bahalul Haque; Md. Naimul Islam Suvon,nsu_author_594
Mohammad Fahim Hossain; Sudipta Barman; Niloy Biswas; A K M Bahalul Haque,nsu_author_595
Sadia Chowdhury,nsu_author_596
Farhan Rahman Wasee,nsu_author_597
Md Shafiqul Islam and Hasan U. Zaman,nsu_author_598
Arka Basak and Hasan U. Zaman,nsu_author_599
Tamanna Motahar,nsu_author_600
Sharmin Kabir,nsu_author_601
Munir Hasan,nsu_author_602
Nithya Sambasivan,nsu_author_603
Garen Checkley,nsu_author_604
Amna Batool,nsu_author_605
Laura Sanely Gaytán-Lugo,nsu_author_606
Tara Matthews,nsu_author_607
Sunny Consolvo,nsu_author_608
Elizabeth Churchill,nsu_author_609
Mohammad Sorowar Hossain,nsu_author_610
Md Mahbub Hasan,nsu_author_611
Muhammad Sougatul Islam,nsu_author_612
Salequl Islam,nsu_author_613
Miliva Mozaffor,nsu_author_614
Md Abdullah Saeed Khan,nsu_author_615
Waheed Akhtar,nsu_author_616
Shahanaz Chowdhury,nsu_author_617
SM Yasir Arafat,nsu_author_618
Md Abdul Khaleque,nsu_author_619
Zohora Jameela Khan,nsu_author_620
Tashmim Farhana Dipta,nsu_author_621
Shah Md Zahurul Haque Asna,nsu_author_622
Md Akram Hossain,nsu_author_623
KM Sultanul Aziz,nsu_author_624
Abdullah Al Mosabbir,nsu_author_625
Enayetur Raheem,nsu_author_626
Edited by Jan Servaes,nsu_author_627
Rokhsana Titlee,nsu_author_628
Ashfaq Ur Rahman,nsu_author_629
and Hafiz Abdur Rahman,nsu_author_630
Jasmine Hentschel,nsu_author_631
Syed Ishtiaque Ahmed,nsu_author_632
Faheem Hussain,nsu_author_633
Neha Kumar,nsu_author_634
Mahfuzur Rahman Siddiquee,nsu_author_635
Syed Fahim Ashram,nsu_author_636
Courtney Lutton,nsu_author_637
Zichun Xu,nsu_author_638
Sarah Morrison-Smith,nsu_author_639
Christina Boucher,nsu_author_640
Jaime Ruiz,nsu_author_641
Lamia Iftekhar,nsu_author_642
Fahima Chowdhury,nsu_author_643
Ridita Rahman,nsu_author_644
Luke Doyle,nsu_author_645
Masudul Haque,nsu_author_646
Rahat Yasir,nsu_author_647
Md. Shariful Islam Nibir,nsu_author_648
Zarmeen Ahmed Chadni and Nova Ahmed,nsu_author_649
Natasha Mounota,nsu_author_650
Mike Brayshaw,nsu_author_651
Ridwan Rahman,nsu_author_652
Tanveer Reza,nsu_author_653
Sarah Shoilee,nsu_author_654
Charisma F. Choudhury,nsu_author_655
Noah John,nsu_author_656
Ghazal Fahimi,nsu_author_657
Arman Kamal,nsu_author_658
Md. NuruddinMonsur,nsu_author_659
Syed Tanveer Jishan and Nova Ahmed,nsu_author_660
Steven J. Jackson,nsu_author_661
Hasan S. Ferdous,nsu_author_662
Md. R. Rifat,nsu_author_663
Abu S. Rizvi,nsu_author_664
Shamir Ahmed,nsu_author_665
Rifat S. Mansur,nsu_author_666
Fajilatun Nahar,nsu_author_667
A. M. Masudul Haque,nsu_author_668
Mahfuz Rahman,nsu_author_669
Sean Gustafson,nsu_author_670
Pourang Irani,nsu_author_671
and Sriram Subramanian,nsu_author_672
Nabeel Hassan,nsu_author_673
Pourang Irani and Peter Graham,nsu_author_674
and Peter Graham,nsu_author_675
Sreyasi Sen,nsu_author_676
Nusher Jamil Kazi,nsu_author_677
Homaira Islam Parisa and Mohammad Monirujjaman Khan,nsu_author_678
Nazifa Tasneem,nsu_author_679
Yakut Marzan,nsu_author_680
Md Anik Hasan,nsu_author_681
Mohammed Farabi Alam,nsu_author_682
Abid Ibna Zahid,nsu_author_683
